Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Calothrix_parasitica_NIES-267.gbff,Calothrix_sp_336-3_336-3.gbff,Calothrix_sp_NIES-3974_NIES-3974.gbff,Calothrix_sp_NIES-4071_NIES-4071.gbff,Calothrix_sp_NIES-4105_NIES-4105.gbff,Calothrix_sp_PCC_6303_PCC_6303.gbff,Calothrix_sp_PCC_7716_PCC_7716.gbff
18794_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18795_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18796_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18800_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18801_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18803_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18804_filamentous_hemagglu...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18805_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18806_glycine-rich_domain-...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18808_CTB_family_bacterioc...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18810_CTB_family_bacterioc...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18813_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18814_toxin-antitoxin_syst...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18818_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,1,1
18820_DNA_cytosine_methylt...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18825_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18826_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18827_DUF3131_domain-conta...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18828_DUF3131_domain-conta...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18834_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18841_DUF1822_family_prote...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18842_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,1,1
18854_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18856_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18857_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18858_LysR_family_transcri...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18862_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18863_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18867_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18868_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18870_NUDIX_domain-contain...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18878_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18879_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18880_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18881_toxin-antitoxin_syst...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18882_PAS_domain_S-box_pro...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18883_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18886_HNH_nuclease.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18887_DNA_adenine_methylas...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18888_DUF5367_family_prote...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18889_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18890_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18901_DUF4058_family_prote...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18904_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18905_MBL_fold_metallo-hyd...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18906_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18912_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18913_acyltransferase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18916_aspartyl_protease_fa...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18920_serine_protease.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18921_universal_stress_fam...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18924_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18926_NACHT_domain-contain...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18928_lmo0937_family_membr...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18929_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18932_spore_photoproduct_l...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18936_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18937_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18939_sensor_domain-contai...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18940_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18941_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18943_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18949_PAS_domain_S-box_pro...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18954_cupin_domain-contain...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18956_helix-turn-helix_tra...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18957_helix-turn-helix_tra...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18958_S8_family_serine_pep...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18959_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18960_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18961_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18962_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18963_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18964_helix-turn-helix_tra...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18965_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18966_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18967_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18968_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18969_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18970_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18971_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18972_DMT_family_transport...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18974_MarR_family_winged_h...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18977_DevA_family_ABC_tran...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18979_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18981_catalase_family_prot...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18983_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
18985_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,1,1
18991_WD40_domain-containi...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18992_WD40_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18993_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
18999_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19003_DNA_gyrase_subunit_B.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19004_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19009_four_helix_bundle_pr...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19011_pyruvate_synthase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19012_recombinase_family_p...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19013_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19014_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19015_GUN4_domain-containi...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19016_ATP-binding_cassette...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19021_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19022_patatin-like_phospho...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19023_chorismate_pyruvate-...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19024_AMP-binding_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19025_acyl_carrier_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19027_non-ribosomal_peptid...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19029_microviridin-marinos...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19031_MvdD_family_ATP-gras...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19033_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19034_phytochelatin_syntha...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19035_amino_acid_racemase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19036_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19037_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19038_3--5-_exoribonucleas...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19039_AAA-like_domain-cont...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19040_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19041_TerB_family_tellurit...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19043_TerB_family_tellurit...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19044_mechanosensitive_ion...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19045_YqcI-YcgG_family_pro...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19046_alanine_dehydrogenas...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19047_MATE_family_efflux_t...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19048_CVNH_domain-containi...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19049_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19050_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19051_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19052_DUF4231_domain-conta...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19055_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19056_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19057_sterol_desaturase_fa...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19058_AAA-like_domain-cont...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19059_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,1,1
19061_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19063_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19064_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19065_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19066_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19068_helix-turn-helix_tra...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19070_nifJ.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19071_TSUP_family_transpor...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19072_ATP-grasp_domain-con...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19073_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19077_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19090_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19091_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19092_DEAD-DEAH_box_helica...faa,,,,,,,,,,,,,,0,0,0,1,1,1,1
19093_nucleotidyl_transfer...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19094_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19095_transferase_hexapept...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19096_choice-of-anchor_I_f...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19097_sigma-70_family_RNA_...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19098_PAS_domain_S-box_pro...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19099_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19101_AAA-like_domain-cont...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19102_AAA-like_domain-cont...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19103_GGDEF_domain-contain...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19105_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19107_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19108_NACHT_domain-contain...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19109_serine_protease.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19111_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19114_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19119_D-glycerate_dehydrog...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19120_uroporphyrinogen-III...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19124_DNA_starvation-stati...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19129_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19131_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19134_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19141_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19142_ferrous_iron_transpo...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19143_feoB.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19144_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19150_restriction_endonucl...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19151_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19152_serine_hydrolase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19159_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19165_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19172_polysaccharide_deace...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19173_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19174_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19175_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19179_TMEM43_family_protei...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19181_DUF1565_domain-conta...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19186_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19193_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19195_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19196_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19197_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19199_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19204_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19207_biopolymer_transport...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19209_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19223_Crp-Fnr_family_trans...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19225_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19231_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19232_HicB_family_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19239_ribbon-helix-helix_p...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19240_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19245_filamentous_hemagglu...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19253_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19254_histidine_phosphatas...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19259_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19260_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19261_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19263_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19264_nuclear_transport_fa...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19265_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19267_Fic_family_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19268_Fic_family_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19276_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19277_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19278_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19279_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19281_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19283_WD40_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19284_serine-threonine_pro...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19286_NACHT_domain-contain...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19290_serine_hydrolase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19292_bacteriorhodopsin.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19298_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19299_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19306_DUF5674_family_prote...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19307_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,1,0
19308_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19309_HNH_endonuclease.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19315_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19316_acyl_carrier_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19317_DGQHR_domain-contain...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19320_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19321_DUF5674_family_prote...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19339_nucleic_acid-binding...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19340_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19343_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,1,1,1,0
19344_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,0,1,1,1,0
19345_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19346_methyltransferase_do...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19347_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19349_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19352_DUF3880_domain-conta...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19353_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19354_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19361_MFS_transporter.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19365_DUF962_domain-contai...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19366_amidohydrolase_famil...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19373_cold_shock_and_DUF12...faa,,,,,,,,,,,,,,0,0,0,1,1,1,1
19374_DUF4336_domain-conta...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19375_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19376_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19377_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19383_acyl-CoA-acyl-ACP_de...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19384_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19387_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19389_EF-hand_domain-conta...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19390_urea_transporter.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19391_urea_transporter.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19392_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19393_bleomycin_resistance...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19394_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19395_PhnD-SsuA-transferri...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19396_Rrf2_family_transcri...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19397_sulfate_ABC_transpor...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19398_PstS_family_phosphat...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19401_phosphate_ABC_transp...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19405_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19406_cadmium_resistance_t...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19409_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19410_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19411_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19412_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19414_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19421_AAA-like_domain-cont...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19424_SDR_family_NAD-P--de...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19425_aspartate--tRNA-Asn-...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19426_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19427_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,0,1,1,1,0
19431_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19433_universal_stress_pro...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19434_peptidoglycan-bindin...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19435_nitroreductase.faa,,,,,,,,,,,,,,0,0,0,1,1,1,1
19439_nitric-oxide_reducta...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19441_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19444_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19445_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19447_amidohydrolase_famil...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19449_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19450_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19451_filamentous_hemagglu...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19452_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19454_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19455_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19458_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19459_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19460_sensor_domain-contai...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19461_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19462_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19463_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19464_polymer-forming_cyto...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19466_PhoH_family_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19468_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19469_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19472_DUF433_domain-contai...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19473_DUF5615_family_PIN-l...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19480_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19481_TIGR00266_family_pro...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19482_TIGR00266_family_pro...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19483_TIGR00266_family_pro...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19484_M48_family_metallope...faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19485_carbonic_anhydrase.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19486_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19487_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,1,1
19488_BrnT_family_toxin.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
19489_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19490_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19497_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,1,1
19501_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19503_GxxExxY_protein.faa,,,,,,,,,,,,,,0,0,0,1,1,0,0
19505_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,1,0,1
