Orthogroup	NIES-267	336-3
OG0001205	WP_096654849.1	WP_035149397.1
OG0001206	WP_096654847.1	WP_035149400.1
OG0001207	WP_096654845.1	WP_035149404.1
OG0001208	WP_096654833.1	WP_035149410.1
OG0001209	WP_096654831.1	WP_035149412.1
OG0001210	WP_096654829.1	WP_035149415.1
OG0001211	WP_096661056.1	WP_035149418.1
OG0001212	WP_096652266.1	WP_035149421.1
OG0001213	WP_096660965.1	WP_035149423.1
OG0001214	WP_096652260.1	WP_035149428.1
OG0001215	WP_096661154.1	WP_035149433.1
OG0001216	WP_096656672.1	WP_035149435.1
OG0001217	WP_096652374.1	WP_035149441.1
OG0001218	WP_096652715.1	WP_035149454.1
OG0001219	WP_096661352.1	WP_035149466.1
OG0001220	WP_096661353.1	WP_035149468.1
OG0001221	WP_096652503.1	WP_035149472.1
OG0001222	WP_096652505.1	WP_035149474.1
OG0001223	WP_096652155.1	WP_035149481.1
OG0001224	WP_096652152.1	WP_035149483.1
OG0001225	WP_096659865.1	WP_035149486.1
OG0001226	WP_096660867.1	WP_035149502.1
OG0001227	WP_096654801.1	WP_035149504.1
OG0001228	WP_096654795.1	WP_035149510.1
OG0001229	WP_096661055.1	WP_035149512.1
OG0001230	WP_096654823.1	WP_035149514.1
OG0001231	WP_096654825.1	WP_035149517.1
OG0001232	WP_096655456.1	WP_035149521.1
OG0001233	WP_015119669.1	WP_035149533.1
OG0001234	WP_096655630.1	WP_035149535.1
OG0001235	WP_096660660.1	WP_035149574.1
OG0001236	WP_096660662.1	WP_035149577.1
OG0001237	WP_096660664.1	WP_035149589.1
OG0001238	WP_096658155.1	WP_035149605.1
OG0001239	WP_096655097.1	WP_035149625.1
OG0001240	WP_096655099.1	WP_035149627.1
OG0001241	WP_096655107.1	WP_035149629.1
OG0001242	WP_096652495.1	WP_035149632.1
OG0001243	WP_096652497.1	WP_035149634.1
OG0001244	WP_096652499.1	WP_035149636.1
OG0001245	WP_096652501.1	WP_035149638.1
OG0001246	WP_096657755.1	WP_035149641.1
OG0001247	WP_096661219.1	WP_035149646.1
OG0001248	WP_096657098.1	WP_035149653.1
OG0001249	WP_096661315.1	WP_035149661.1
OG0001250	WP_096659903.1	WP_035149663.1
OG0001251	WP_096653614.1	WP_035149665.1
OG0001252	WP_096655570.1	WP_035149675.1
OG0001253	WP_096656745.1	WP_035149680.1
OG0001254	WP_096655252.1	WP_035149697.1
OG0001255	WP_096655250.1	WP_035149699.1
OG0001256	WP_096655247.1	WP_035149701.1
OG0001257	WP_096653180.1	WP_035149706.1
OG0001258	WP_096657979.1	WP_035149710.1
OG0001259	WP_096657980.1	WP_035149715.1
OG0001260	WP_096661712.1	WP_035149726.1
OG0001261	WP_096656501.1	WP_035149734.1
OG0001262	WP_096655862.1	WP_035149738.1
OG0001263	WP_096656124.1	WP_035149739.1
OG0001264	WP_096657741.1	WP_035149745.1
OG0001265	WP_096657738.1	WP_035149747.1
OG0001266	WP_096653705.1	WP_035149759.1
OG0001267	WP_096661138.1	WP_035149769.1
OG0001268	WP_096655008.1	WP_035149794.1
OG0001269	WP_096655038.1	WP_035149804.1
OG0001270	WP_096655040.1	WP_035149807.1
OG0001271	WP_096656239.1	WP_035149813.1
OG0001272	WP_096656240.1	WP_035149818.1
OG0001273	WP_096661418.1	WP_035149820.1
OG0001274	WP_096653817.1	WP_035149826.1
OG0001275	WP_096657364.1, WP_096661189.1	WP_035149860.1
OG0001276	WP_096655803.1	WP_035149869.1
OG0001277	WP_096655780.1	WP_035149871.1
OG0001278	WP_096660651.1	WP_035149889.1
OG0001279	WP_096656924.1	WP_035149897.1
OG0001280	WP_096661074.1	WP_035149900.1
OG0001281	WP_096659732.1	WP_035149915.1
OG0001282	WP_096653283.1	WP_035149918.1
OG0001283	WP_096653765.1	WP_035149929.1
OG0001284	WP_096655141.1	WP_035149931.1
OG0001285	WP_096661126.1	WP_035149946.1
OG0001286	WP_096657105.1	WP_035149950.1
OG0001287	WP_096656541.1	WP_035149952.1
OG0001288	WP_096656164.1	WP_035149960.1
OG0001289	WP_096660915.1	WP_035149967.1
OG0001290	WP_096660913.1	WP_035149969.1
OG0001291	WP_096655792.1	WP_035149987.1
OG0001292	WP_096655786.1	WP_035150007.1
OG0001293	WP_096655785.1	WP_035150009.1
OG0001294	WP_096661051.1	WP_035150011.1
OG0001295	WP_096656031.1	WP_035150035.1
OG0001296	WP_096656030.1	WP_035150037.1
OG0001297	WP_096653866.1, WP_096653918.1	WP_035150052.1
OG0001298	WP_096653865.1, WP_096653922.1	WP_035150056.1
OG0001299	WP_096653926.1, WP_096653900.1	WP_035150058.1
OG0001300	WP_096653898.1, WP_096653928.1	WP_035150061.1
OG0001301	WP_096653872.1, WP_096653936.1	WP_035150078.1
OG0001302	WP_096653876.1, WP_096653950.1	WP_035150084.1
OG0001303	WP_096653952.1	WP_035150086.1
OG0001304	WP_096661029.1	WP_035150092.1
OG0001305	WP_096653958.1	WP_035150098.1
OG0001306	WP_096653960.1, WP_096653886.1	WP_035150099.1
OG0001307	WP_096656950.1	WP_035150111.1
OG0001308	WP_096660292.1	WP_035150121.1
OG0001309	WP_096660291.1	WP_035150123.1
OG0001310	WP_096660290.1	WP_035150126.1
OG0001311	WP_096660289.1	WP_035150129.1
OG0001312	WP_096657331.1, WP_096660807.1	WP_035150131.1
OG0001313	WP_096653572.1	WP_035150142.1
OG0001314	WP_096653574.1	WP_035150144.1
OG0001315	WP_096653580.1	WP_035150148.1
OG0001316	WP_096653582.1	WP_035150150.1
OG0001317	WP_096653584.1	WP_035150151.1
OG0001318	WP_096653586.1	WP_035150154.1
OG0001319	WP_096653590.1	WP_035150157.1
OG0001320	WP_096653592.1	WP_035150160.1
OG0001321	WP_096652167.1	WP_035150165.1
OG0001322	WP_096652661.1	WP_035150168.1
OG0001323	WP_096656120.1, WP_096656119.1	WP_035150171.1
OG0001326	WP_096660804.1	WP_035150209.1
OG0001327	WP_096653323.1	WP_035150219.1
OG0001328	WP_096658096.1	WP_035150226.1
OG0001329	WP_096655209.1	WP_035150232.1
OG0001330	WP_096655211.1	WP_035150235.1
OG0001331	WP_096657319.1	WP_035150243.1
OG0001332	WP_096653238.1	WP_035150249.1
OG0001333	WP_096656920.1	WP_035150252.1
OG0001334	WP_096656919.1	WP_035150255.1
OG0001337	WP_096658909.1	WP_035150311.1
OG0001338	WP_096661150.1	WP_035150318.1
OG0001339	WP_096655942.1	WP_035150328.1
OG0001340	WP_096652362.1	WP_035150336.1
OG0001341	WP_096660621.1	WP_035150337.1
OG0001342	WP_096655203.1	WP_035150347.1
OG0001343	WP_096655201.1	WP_035150349.1
OG0001344	WP_096655197.1	WP_035150352.1
OG0001345	WP_096656673.1	WP_035150358.1
OG0001346	WP_096656674.1	WP_035150360.1
OG0001347	WP_096656925.1	WP_035150362.1
OG0001348	WP_096656804.1	WP_035150369.1
OG0001349	WP_096656725.1	WP_035150372.1
OG0001350	WP_096653301.1	WP_035150379.1
OG0001351	WP_096653299.1	WP_035150381.1
OG0001352	WP_096655903.1	WP_035150396.1
OG0001353	WP_096661044.1	WP_035150397.1
OG0001354	WP_096654520.1	WP_035150399.1
OG0001356	WP_096656465.1	WP_035150412.1
OG0001357	WP_096660529.1	WP_035150436.1
OG0001358	WP_096655789.1	WP_035150438.1
OG0001359	WP_096655791.1	WP_035150441.1
OG0001360	WP_096655769.1	WP_035150448.1
OG0001361	WP_096652755.1	WP_035150453.1
OG0001363	WP_096652349.1	WP_035150466.1
OG0001364	WP_096653598.1	WP_035150476.1
OG0001365	WP_096656123.1	WP_035150497.1
OG0001366	WP_096656122.1	WP_035150499.1
OG0001367	WP_096658375.1	WP_035150505.1
OG0001368	WP_096658374.1	WP_035150508.1
OG0001369	WP_096656750.1	WP_035150510.1
OG0001370	WP_096655947.1	WP_035150513.1
OG0001371	WP_096661472.1	WP_035150525.1
OG0001372	WP_096653556.1	WP_035150540.1
OG0001373	WP_096659907.1	WP_035150543.1
OG0001374	WP_096656218.1	WP_035150550.1
OG0001375	WP_096660853.1	WP_035150576.1
OG0001376	WP_096660852.1	WP_035150578.1
OG0001377	WP_096660770.1	WP_035150591.1
OG0001378	WP_096659408.1	WP_035150597.1
OG0001379	WP_096653291.1	WP_035150601.1
OG0001380	WP_096653293.1	WP_035150603.1
OG0001381	WP_096653295.1	WP_035150605.1
OG0001382	WP_096653297.1	WP_035150609.1
OG0001383	WP_096658044.1	WP_035150617.1
OG0001384	WP_096652225.1	WP_035150618.1
OG0001385	WP_096654914.1	WP_035150629.1
OG0001386	WP_096659557.1	WP_035150645.1
OG0001387	WP_096655923.1	WP_035150647.1
OG0001388	WP_096655925.1	WP_035150651.1
OG0001389	WP_096655926.1	WP_035150653.1
OG0001390	WP_096654544.1	WP_035150660.1
OG0001391	WP_096661045.1	WP_035150662.1
OG0001392	WP_096654546.1	WP_035150666.1
OG0001393	WP_096656279.1	WP_035150667.1
OG0001394	WP_096655922.1	WP_035150673.1
OG0001395	WP_096660744.1	WP_035150675.1
OG0001396	WP_096660742.1	WP_035150677.1
OG0001397	WP_096653267.1	WP_035150686.1
OG0001398	WP_096653715.1	WP_035150712.1
OG0001399	WP_096655562.1	WP_035150719.1
OG0001400	WP_096655561.1	WP_035150721.1
OG0001401	WP_096655547.1	WP_035150727.1
OG0001402	WP_096655546.1	WP_035150729.1
OG0001403	WP_096655545.1	WP_035150731.1
OG0001404	WP_096655542.1	WP_035150736.1
OG0001405	WP_096660892.1	WP_035150738.1
OG0001406	WP_096660889.1	WP_035150747.1
OG0001407	WP_096657543.1	WP_035150750.1
OG0001408	WP_096655681.1	WP_035150754.1
OG0001409	WP_096654568.1	WP_035150761.1
OG0001410	WP_096652803.1	WP_035150762.1
OG0001411	WP_096659970.1, WP_096660836.1	WP_035152031.1
OG0001412	WP_096652637.1	WP_035150770.1
OG0001413	WP_096652641.1	WP_035150774.1
OG0001414	WP_096655145.1	WP_035150778.1
OG0001415	WP_096656342.1	WP_035150791.1
OG0001416	WP_096661157.1	WP_035150794.1
OG0001417	WP_096654607.1	WP_035150801.1
OG0001418	WP_096661163.1, WP_096657993.1	WP_035150819.1
OG0001419	WP_096652200.1	WP_035150826.1
OG0001420	WP_096652131.1	WP_035150829.1
OG0001421	WP_096652125.1	WP_035150832.1
OG0001422	WP_096652119.1	WP_035150838.1
OG0001423	WP_096652116.1	WP_035150841.1
OG0001425	WP_096660998.1	WP_035150864.1
OG0001426	WP_096656045.1	WP_035150882.1
OG0001427	WP_096660192.1	WP_035150886.1
OG0001428	WP_096660193.1	WP_035150888.1
OG0001429	WP_015118095.1	WP_035150901.1
OG0001430	WP_096655364.1	WP_035150939.1
OG0001431	WP_096652869.1	WP_035150946.1
OG0001432	WP_096655809.1	WP_035150955.1
OG0001433	WP_096660544.1	WP_035150960.1
OG0001434	WP_096659885.1	WP_035150966.1
OG0001435	WP_096655767.1	WP_035150969.1
OG0001436	WP_096652603.1	WP_035150971.1
OG0001437	WP_096652601.1	WP_035150974.1
OG0001438	WP_096655612.1	WP_035150979.1
OG0001439	WP_096656930.1	WP_035150982.1
OG0001441	WP_096656666.1	WP_035151027.1, WP_035154661.1
OG0001442	WP_096660605.1	WP_035151040.1
OG0001443	WP_096661342.1	WP_035151043.1
OG0001444	WP_096660588.1	WP_035151054.1
OG0001445	WP_096660583.1	WP_035151058.1
OG0001447	WP_096660549.1	WP_035151088.1
OG0001448	WP_096653178.1	WP_035151091.1
OG0001449	WP_096655378.1	WP_035151099.1
OG0001450	WP_096656071.1	WP_035151104.1
OG0001451	WP_096660389.1	WP_035151109.1
OG0001452	WP_096660894.1	WP_035151113.1
OG0001453	WP_096660897.1	WP_035151124.1
OG0001454	WP_096660899.1	WP_035151134.1
OG0001455	WP_096660900.1	WP_035151137.1
OG0001456	WP_096660901.1	WP_035151139.1
OG0001457	WP_096655530.1	WP_035151155.1
OG0001458	WP_096655531.1	WP_035151156.1
OG0001459	WP_096655533.1	WP_035151159.1
OG0001460	WP_096652509.1	WP_035151199.1
OG0001463	WP_096652511.1	WP_035151204.1, WP_035158729.1
OG0001464	WP_096652513.1	WP_035151205.1
OG0001465	WP_096652515.1	WP_035151206.1
OG0001466	WP_096660878.1	WP_035151232.1
OG0001467	WP_096653199.1	WP_035151247.1
OG0001468	WP_096655575.1	WP_035151251.1
OG0001469	WP_096655572.1	WP_035151266.1
OG0001470	WP_096655571.1	WP_035151268.1
OG0001471	WP_096656076.1	WP_035151272.1
OG0001472	WP_096656075.1	WP_035151275.1
OG0001472	WP_096658045.1	WP_035157769.1
OG0001473	WP_096656074.1	WP_035151277.1
OG0001474	WP_096656073.1	WP_035151283.1
OG0001475	WP_096655994.1	WP_035151310.1
OG0001476	WP_096655993.1	WP_035151313.1
OG0001477	WP_096655991.1	WP_035151315.1
OG0001478	WP_096656237.1	WP_035151323.1
OG0001479	WP_096655259.1	WP_035151329.1
OG0001480	WP_096655262.1	WP_035151332.1
OG0001481	WP_096656259.1	WP_035151340.1
OG0001482	WP_096656258.1	WP_035151342.1
OG0001483	WP_096656257.1	WP_035151344.1
OG0001484	WP_096658064.1	WP_035151350.1
OG0001485	WP_096658068.1	WP_035151361.1
OG0001486	WP_096658070.1	WP_035151366.1
OG0001487	WP_096660813.1	WP_035151369.1
OG0001488	WP_096661355.1	WP_035151371.1
OG0001489	WP_096660811.1	WP_035151373.1
OG0001490	WP_096656193.1	WP_035151400.1
OG0001491	WP_096656345.1	WP_035151407.1
OG0001492	WP_096656344.1	WP_035151412.1
OG0001493	WP_096656343.1	WP_035151415.1
OG0001494	WP_096653213.1	WP_035151419.1
OG0001495	WP_096656266.1	WP_035151424.1
OG0001496	WP_096655930.1	WP_035151428.1
OG0001497	WP_096655931.1	WP_035151431.1
OG0001498	WP_096655932.1	WP_035151434.1
OG0001499	WP_096661129.1	WP_035151440.1
OG0001500	WP_096656253.1	WP_035151442.1
OG0001501	WP_096661127.1	WP_035151445.1
OG0001502	WP_096656252.1	WP_035151448.1
OG0001503	WP_096656251.1	WP_035151450.1
OG0001504	WP_096656250.1	WP_035151453.1
OG0001505	WP_096652623.1	WP_035151470.1
OG0001506	WP_096652663.1	WP_035151475.1
OG0001507	WP_096652664.1	WP_035151477.1
OG0001509	WP_096655429.1	WP_035151528.1
OG0001510	WP_096655744.1	WP_035151531.1
OG0001511	WP_096656229.1	WP_035151533.1
OG0001512	WP_096656230.1	WP_035151536.1
OG0001513	WP_096656231.1	WP_035151538.1
OG0001514	WP_096656233.1	WP_035151540.1
OG0001515	WP_096656235.1	WP_035151545.1
OG0001516	WP_096658442.1	WP_035151555.1
OG0001517	WP_096656346.1	WP_035151558.1
OG0001518	WP_096655956.1	WP_035151561.1
OG0001519	WP_096655957.1	WP_035151564.1
OG0001520	WP_096661104.1	WP_035151567.1
OG0001521	WP_096655999.1	WP_035151576.1
OG0001522	WP_096655998.1	WP_035151579.1
OG0001523	WP_096655997.1	WP_035151581.1
OG0001524	WP_096655995.1	WP_035151583.1
OG0001526	WP_096655540.1	WP_035151591.1
OG0001527	WP_096655539.1	WP_035151593.1
OG0001528	WP_096655537.1	WP_035151597.1
OG0001529	WP_096655536.1	WP_035151600.1
OG0001533	WP_096660697.1	WP_035158733.1, WP_035151754.1
OG0001535	WP_096658697.1, WP_096657519.1, WP_096657304.1	WP_035152015.1
OG0001536	WP_096658695.1, WP_096657520.1, WP_096657303.1	WP_035152018.1
OG0001537	WP_096657300.1	WP_035152022.1
OG0001538	WP_096658689.1, WP_096657526.1, WP_096657296.1	WP_035152045.1
OG0001539	WP_096658681.1, WP_096661204.1	WP_035152053.1
OG0001540	WP_096653333.1	WP_035152173.1, WP_035157342.1
OG0001542	WP_096660918.1	WP_035152306.1
OG0001543	WP_096653805.1, WP_096653974.1	WP_035152507.1, WP_052754573.1, WP_035156085.1, WP_238178385.1, WP_082127338.1
OG0001544	WP_096653126.1	WP_035152512.1
OG0001545	WP_096653130.1	WP_035152516.1
OG0001546	WP_096660989.1	WP_035152518.1
OG0001547	WP_096653132.1	WP_035152521.1
OG0001548	WP_096653134.1	WP_035152524.1
OG0001549	WP_096653136.1	WP_035152526.1
OG0001550	WP_096652191.1	WP_035152565.1
OG0001552	WP_096656263.1	WP_035152591.1
OG0001553	WP_096656264.1	WP_035152593.1
OG0001554	WP_096652249.1	WP_035152751.1
OG0001555	WP_096652252.1	WP_035152754.1
OG0001556	WP_096652765.1	WP_035152759.1
OG0001557	WP_096652763.1	WP_035152763.1
OG0001558	WP_096652761.1	WP_035152765.1
OG0001559	WP_096659375.1	WP_035152775.1
OG0001560	WP_096655175.1	WP_035152802.1
OG0001561	WP_096655173.1	WP_035152805.1
OG0001562	WP_096660307.1	WP_035152812.1
OG0001563	WP_096660305.1	WP_035152818.1
OG0001564	WP_096654813.1	WP_035152821.1
OG0001565	WP_096660514.1	WP_035152826.1
OG0001566	WP_096660510.1	WP_035152829.1
OG0001567	WP_096660508.1	WP_035152831.1
OG0001568	WP_096660506.1	WP_035152834.1
OG0001569	WP_096660505.1	WP_035152836.1
OG0001570	WP_096658436.1	WP_035152841.1
OG0001571	WP_096654807.1	WP_035152865.1
OG0001572	WP_096654805.1	WP_035152868.1
OG0001573	WP_096652085.1	WP_035152876.1
OG0001574	WP_096660146.1	WP_035152880.1
OG0001575	WP_096660142.1	WP_035152883.1
OG0001576	WP_096652088.1	WP_035152892.1
OG0001577	WP_096652243.1	WP_035152894.1
OG0001578	WP_096660299.1	WP_035152899.1
OG0001579	WP_096660300.1	WP_035152901.1
OG0001581	WP_096660302.1	WP_035152911.1
OG0001582	WP_096660303.1	WP_035152913.1
OG0001584	WP_096659844.1	WP_035152922.1
OG0001585	WP_096659846.1	WP_035152926.1
OG0001586	WP_096659559.1	WP_035152928.1
OG0001587	WP_096658207.1	WP_035152929.1
OG0001588	WP_096658209.1	WP_035152931.1
OG0001589	WP_096658460.1	WP_035152936.1
OG0001590	WP_096658461.1	WP_035152938.1
OG0001591	WP_096658462.1	WP_035152940.1
OG0001592	WP_096658463.1	WP_035152941.1
OG0001593	WP_096658464.1	WP_035152943.1
OG0001594	WP_096661265.1	WP_035152946.1
OG0001595	WP_096658465.1	WP_035152951.1
OG0001596	WP_096659576.1	WP_035152956.1
OG0001597	WP_096659574.1	WP_035152957.1
OG0001598	WP_096659571.1	WP_035152966.1
OG0001599	WP_096659567.1	WP_035152968.1
OG0001600	WP_096659563.1	WP_035152974.1
OG0001601	WP_096652972.1	WP_035152977.1
OG0001602	WP_096652970.1	WP_035152979.1
OG0001603	WP_096652968.1	WP_035152982.1
OG0001604	WP_096652966.1	WP_035152985.1
OG0001605	WP_096653152.1	WP_035152991.1
OG0001606	WP_096659426.1	WP_035153011.1
OG0001607	WP_096660275.1	WP_035153013.1
OG0001608	WP_096653049.1	WP_035153015.1
OG0001609	WP_096653051.1	WP_035153018.1
OG0001610	WP_096660977.1	WP_035153021.1
OG0001611	WP_096652875.1	WP_035153029.1
OG0001612	WP_096652873.1	WP_035153031.1
OG0001613	WP_096652817.1	WP_035153036.1
OG0001614	WP_096652811.1	WP_035153042.1
OG0001615	WP_096652809.1	WP_035153044.1
OG0001616	WP_096661328.1	WP_035153046.1
OG0001617	WP_096660272.1	WP_035153056.1
OG0001618	WP_096652821.1	WP_035153066.1
OG0001619	WP_096652823.1	WP_035153067.1
OG0001620	WP_096652827.1	WP_035153069.1
OG0001621	WP_096659440.1	WP_035153080.1
OG0001622	WP_096659442.1	WP_035153083.1
OG0001623	WP_096659444.1	WP_035153086.1
OG0001624	WP_096659446.1	WP_035153088.1
OG0001625	WP_096660221.1	WP_035153094.1
OG0001626	WP_096660219.1	WP_035153099.1
OG0001627	WP_096660218.1	WP_035153102.1
OG0001628	WP_096661330.1	WP_035153106.1
OG0001629	WP_096660308.1	WP_035153109.1
OG0001630	WP_096658335.1	WP_035153170.1
OG0001631	WP_096653114.1	WP_035153174.1
OG0001632	WP_096660213.1	WP_035153183.1
OG0001633	WP_096660215.1	WP_035153188.1
OG0001634	WP_096660216.1	WP_035153192.1
OG0001635	WP_096660315.1	WP_035153198.1
OG0001636	WP_096660318.1	WP_035153202.1
OG0001637	WP_096660322.1	WP_035153207.1
OG0001638	WP_096660323.1	WP_035153208.1
OG0001639	WP_096660325.1	WP_035153209.1
OG0001640	WP_096660327.1	WP_035153211.1
OG0001641	WP_096660329.1	WP_035153212.1
OG0001642	WP_096660330.1	WP_035153215.1
OG0001643	WP_096660334.1	WP_035153219.1
OG0001644	WP_096660335.1	WP_035153226.1
OG0001645	WP_096660336.1	WP_035153230.1
OG0001646	WP_096660377.1	WP_035153267.1
OG0001647	WP_096660401.1	WP_035153269.1
OG0001648	WP_096660404.1	WP_035153272.1
OG0001649	WP_096660406.1	WP_035153275.1
OG0001650	WP_096660407.1	WP_035153277.1
OG0001651	WP_096660445.1	WP_035153280.1
OG0001652	WP_096660444.1	WP_035153282.1
OG0001653	WP_096660168.1	WP_035153301.1
OG0001654	WP_096660170.1	WP_035153311.1
OG0001655	WP_096660479.1	WP_035153316.1
OG0001656	WP_044290726.1	WP_035153320.1
OG0001657	WP_096660676.1	WP_035153324.1
OG0001658	WP_096660679.1	WP_035153328.1
OG0001659	WP_096660692.1	WP_035153331.1
OG0001660	WP_096660694.1	WP_035153333.1
OG0001661	WP_096660960.1	WP_035153335.1
OG0001662	WP_096660476.1	WP_035153337.1
OG0001663	WP_096660474.1	WP_035153338.1
OG0001664	WP_096660472.1	WP_035153339.1
OG0001665	WP_096660470.1	WP_035153340.1
OG0001666	WP_096661338.1	WP_035153342.1
OG0001667	WP_096659257.1	WP_035153344.1
OG0001668	WP_096659998.1	WP_035153346.1
OG0001669	WP_096659996.1	WP_035153348.1
OG0001670	WP_096659265.1	WP_035153350.1
OG0001671	WP_096659271.1	WP_035153356.1
OG0001672	WP_096659277.1	WP_035153359.1
OG0001673	WP_096659279.1	WP_035153360.1
OG0001674	WP_096659283.1	WP_035153362.1
OG0001675	WP_096659285.1	WP_035153363.1
OG0001676	WP_096659289.1	WP_035153364.1
OG0001677	WP_096660430.1	WP_035153365.1
OG0001678	WP_096660432.1	WP_035153367.1
OG0001679	WP_096660433.1	WP_035153369.1
OG0001680	WP_096660435.1	WP_035153372.1
OG0001681	WP_096660437.1	WP_035153374.1
OG0001682	WP_096660439.1	WP_035153377.1
OG0001683	WP_096660441.1	WP_035153379.1
OG0001684	WP_096656555.1	WP_035153381.1
OG0001685	WP_096659293.1	WP_035153386.1
OG0001686	WP_096658470.1	WP_035153395.1
OG0001687	WP_096658469.1	WP_035153403.1
OG0001688	WP_096658467.1	WP_035153408.1
OG0001689	WP_096660415.1	WP_035153413.1
OG0001690	WP_096660417.1	WP_035153415.1
OG0001691	WP_096660280.1	WP_035153420.1
OG0001692	WP_096660053.1	WP_035153421.1
OG0001693	WP_096660051.1	WP_035153424.1
OG0001694	WP_096660050.1	WP_035153427.1
OG0001695	WP_096659913.1	WP_035153431.1
OG0001696	WP_096659915.1	WP_035153434.1
OG0001697	WP_096660077.1	WP_035153439.1
OG0001698	WP_096660008.1	WP_035153442.1
OG0001699	WP_096659919.1	WP_035153444.1
OG0001700	WP_096659921.1	WP_035153446.1
OG0001701	WP_096658306.1	WP_035153453.1
OG0001702	WP_096658307.1	WP_035153456.1
OG0001703	WP_096658308.1	WP_035153458.1
OG0001704	WP_096658310.1	WP_035153460.1
OG0001705	WP_096658311.1	WP_035153462.1
OG0001706	WP_096653797.1	WP_035153470.1
OG0001707	WP_096658339.1	WP_035153478.1
OG0001708	WP_096656556.1	WP_035153483.1
OG0001709	WP_096656557.1	WP_035153485.1
OG0001710	WP_096660279.1	WP_035153489.1
OG0001711	WP_096660075.1	WP_035153491.1
OG0001712	WP_096657826.1	WP_035153493.1
OG0001713	WP_096661215.1	WP_035153495.1
OG0001714	WP_096661216.1	WP_035153498.1
OG0001715	WP_096657687.1	WP_035153500.1
OG0001716	WP_096657688.1	WP_035153502.1
OG0001717	WP_096657689.1	WP_035153505.1
OG0001718	WP_096657690.1	WP_035153507.1
OG0001719	WP_096657691.1	WP_035153509.1
OG0001720	WP_096658229.1	WP_035153519.1
OG0001721	WP_096657695.1	WP_035153522.1
OG0001722	WP_096657696.1	WP_035153527.1
OG0001723	WP_096657700.1	WP_035153530.1
OG0001725	WP_096657704.1	WP_035153541.1
OG0001726	WP_096657705.1	WP_035153543.1
OG0001727	WP_096657706.1	WP_035153545.1
OG0001728	WP_096657793.1	WP_035153549.1
OG0001729	WP_096657792.1	WP_035153551.1
OG0001730	WP_096660224.1	WP_035153553.1
OG0001731	WP_096660225.1	WP_035153555.1
OG0001732	WP_096661229.1	WP_035153564.1
OG0001733	WP_096657931.1	WP_035153567.1
OG0001734	WP_096660025.1	WP_035153570.1
OG0001735	WP_096658346.1	WP_035153573.1
OG0001736	WP_096658931.1	WP_035153575.1
OG0001737	WP_096658919.1	WP_035153577.1
OG0001738	WP_096652911.1	WP_035153581.1
OG0001739	WP_096652923.1	WP_035153582.1
OG0001740	WP_096660978.1	WP_035153584.1
OG0001741	WP_096652927.1	WP_035153585.1
OG0001742	WP_096652929.1	WP_035153586.1
OG0001743	WP_096658228.1	WP_035153587.1
OG0001744	WP_096658226.1	WP_035153588.1
OG0001745	WP_096658225.1	WP_035153589.1
OG0001746	WP_096661243.1	WP_035153594.1
OG0001747	WP_096658223.1	WP_035153595.1
OG0001748	WP_096657818.1	WP_035153604.1
OG0001750	WP_096658230.1	WP_035153634.1
OG0001751	WP_096661140.1	WP_035153643.1
OG0001752	WP_096656875.1	WP_035153645.1
OG0001753	WP_096656828.1	WP_035153647.1
OG0001754	WP_096656827.1	WP_035153649.1
OG0001755	WP_096656337.1	WP_035153656.1
OG0001756	WP_096656336.1	WP_035153657.1
OG0001757	WP_096656335.1	WP_035153659.1
OG0001758	WP_096656209.1	WP_035153660.1
OG0001759	WP_096658291.1	WP_035153663.1
OG0001760	WP_096658292.1	WP_035153664.1
OG0001761	WP_096658293.1	WP_035153666.1
OG0001762	WP_096658294.1	WP_035153667.1
OG0001763	WP_096658295.1	WP_035153669.1
OG0001764	WP_096658296.1	WP_035153670.1
OG0001765	WP_096658297.1	WP_035153672.1
OG0001766	WP_096657823.1	WP_035153676.1
OG0001767	WP_096657822.1	WP_035153678.1
OG0001768	WP_096661285.1	WP_035153686.1
OG0001769	WP_096658915.1	WP_035153688.1
OG0001770	WP_096658917.1	WP_035153689.1
OG0001771	WP_096658391.1	WP_035153699.1
OG0001772	WP_096659689.1	WP_035153703.1
OG0001773	WP_096659687.1	WP_035153705.1
OG0001774	WP_096661309.1	WP_035153708.1
OG0001775	WP_096657817.1	WP_035153716.1
OG0001776	WP_096660426.1	WP_035153739.1
OG0001777	WP_096652840.1	WP_035153744.1
OG0001778	WP_096652842.1	WP_035153746.1
OG0001779	WP_096659187.1	WP_035153751.1
OG0001780	WP_096656723.1	WP_035153761.1
OG0001781	WP_096656720.1	WP_035153762.1
OG0001782	WP_096656719.1	WP_035153764.1
OG0001783	WP_096658185.1	WP_035153795.1
OG0001784	WP_096659235.1	WP_035153811.1
OG0001785	WP_096659233.1	WP_035153813.1
OG0001786	WP_096659231.1	WP_035153815.1
OG0001787	WP_096659227.1	WP_035153819.1
OG0001788	WP_096659225.1	WP_035153820.1
OG0001789	WP_096659223.1	WP_035153822.1
OG0001790	WP_096659221.1	WP_035153824.1
OG0001791	WP_096657860.1	WP_035153837.1
OG0001792	WP_096657871.1	WP_035153839.1
OG0001793	WP_096657872.1	WP_035153841.1
OG0001794	WP_096660123.1	WP_035153843.1
OG0001795	WP_096660126.1	WP_035153847.1
OG0001796	WP_096659636.1	WP_035153850.1
OG0001797	WP_096658261.1	WP_035153852.1
OG0001798	WP_096658260.1	WP_035153854.1
