Orthogroup	PCC_6303	336-3
OG0001297	WP_015198029.1	WP_035150052.1
OG0001298	WP_015198032.1	WP_035150056.1
OG0001299	WP_015198034.1	WP_035150058.1
OG0001300	WP_015198036.1	WP_035150061.1
OG0001301	WP_015198042.1	WP_035150078.1
OG0001302	WP_015198045.1	WP_035150084.1
OG0001303	WP_015198046.1	WP_035150086.1
OG0001304	WP_015198050.1	WP_035150092.1
OG0001305	WP_015198053.1	WP_035150098.1
OG0001306	WP_015198054.1	WP_035150099.1
OG0001307	WP_015199412.1	WP_035150111.1
OG0001308	WP_015197015.1	WP_035150121.1
OG0001309	WP_041739947.1	WP_035150123.1
OG0001310	WP_015200520.1	WP_035150126.1
OG0001311	WP_015200519.1	WP_035150129.1
OG0001312	WP_015198479.1	WP_035150131.1
OG0001313	WP_015196606.1	WP_035150142.1
OG0001314	WP_015196605.1	WP_035150144.1
OG0001315	WP_015197160.1	WP_035150148.1
OG0001316	WP_015197161.1	WP_035150150.1
OG0001317	WP_015196889.1	WP_035150151.1
OG0001318	WP_015196891.1	WP_035150154.1
OG0001319	WP_015200734.1	WP_035150157.1
OG0001320	WP_015200733.1	WP_035150160.1
OG0001321	WP_015196951.1	WP_035150165.1
OG0001322	WP_015196176.1	WP_035150168.1
OG0001324	WP_015197628.1	WP_035150193.1
OG0001325	WP_015197627.1	WP_035150196.1
OG0001326	WP_015200392.1	WP_035150209.1
OG0001327	WP_015200179.1	WP_035150219.1
OG0001328	WP_015199996.1	WP_035150226.1
OG0001329	WP_041740927.1	WP_035150232.1
OG0001330	WP_015200747.1	WP_035150235.1
OG0001331	WP_015195981.1	WP_035150243.1
OG0001332	WP_015197189.1	WP_035150249.1
OG0001333	WP_015196962.1	WP_035150252.1
OG0001334	WP_015196963.1	WP_035150255.1
OG0001337	WP_015196692.1	WP_035150311.1
OG0001338	WP_015197026.1	WP_035150318.1
OG0001339	WP_015199438.1	WP_035150328.1
OG0001340	WP_015200462.1	WP_035150336.1
OG0001341	WP_015201065.1	WP_035150337.1
OG0001342	WP_015200271.1	WP_035150347.1
OG0001343	WP_015199089.1	WP_035150349.1
OG0001344	WP_015199944.1	WP_035150352.1
OG0001345	WP_015199400.1	WP_035150358.1
OG0001346	WP_015199399.1	WP_035150360.1
OG0001347	WP_015199527.1	WP_035150362.1
OG0001348	WP_015199924.1	WP_035150369.1
OG0001349	WP_015199393.1	WP_035150372.1
OG0001350	WP_015196660.1	WP_035150379.1
OG0001351	WP_015196659.1	WP_035150381.1
OG0001352	WP_015200566.1	WP_035150396.1
OG0001353	WP_015197030.1	WP_035150397.1
OG0001354	WP_015197436.1	WP_035150399.1
OG0001356	WP_015200805.1	WP_035150412.1
OG0001357	WP_015200706.1	WP_035150436.1
OG0001358	WP_015196525.1	WP_035150438.1
OG0001359	WP_015197151.1	WP_035150441.1
OG0001360	WP_015196765.1	WP_035150448.1
OG0001361	WP_041739062.1	WP_035150453.1
OG0001362	WP_015199521.1	WP_035150460.1
OG0001363	WP_015196353.1	WP_035150466.1
OG0001364	WP_015199384.1	WP_035150476.1
OG0001365	WP_015199536.1	WP_035150497.1
OG0001366	WP_015199054.1	WP_035150499.1
OG0001367	WP_015199100.1	WP_035150505.1
OG0001368	WP_015199101.1	WP_035150508.1
OG0001369	WP_015200699.1	WP_035150510.1
OG0001370	WP_015199214.1	WP_035150513.1
OG0001371	WP_041739483.1	WP_035150525.1
OG0001372	WP_015199745.1	WP_035150540.1
OG0001373	WP_041739980.1	WP_035150543.1
OG0001374	WP_015199086.1	WP_035150550.1
OG0001375	WP_015198552.1	WP_035150576.1
OG0001376	WP_015198553.1	WP_035150578.1
OG0001377	WP_015196339.1	WP_035150591.1
OG0001378	WP_015196249.1	WP_035150597.1
OG0001379	WP_015200838.1	WP_035150601.1
OG0001380	WP_015196652.1	WP_035150603.1
OG0001381	WP_015196655.1	WP_035150605.1
OG0001382	WP_015196658.1	WP_035150609.1
OG0001383	WP_015196443.1	WP_035150617.1
OG0001384	WP_041740895.1	WP_035150618.1
OG0001385	WP_015199315.1	WP_035150629.1
OG0001386	WP_015198925.1	WP_035150645.1
OG0001387	WP_015197142.1	WP_035150647.1
OG0001388	WP_015197144.1	WP_035150651.1
OG0001389	WP_015197146.1	WP_035150653.1
OG0001390	WP_015199569.1	WP_035150660.1
OG0001391	WP_015199568.1	WP_035150662.1
OG0001392	WP_015199566.1	WP_035150666.1
OG0001393	WP_015196665.1	WP_035150667.1
OG0001394	WP_015200961.1	WP_035150673.1
OG0001395	WP_015198734.1	WP_035150675.1
OG0001396	WP_015198733.1	WP_035150677.1
OG0001397	WP_015199046.1	WP_035150686.1
OG0001398	WP_015199197.1	WP_035150712.1
OG0001399	WP_015198761.1	WP_035150719.1
OG0001400	WP_015196357.1	WP_035150721.1
OG0001401	WP_015197121.1	WP_035150727.1
OG0001402	WP_015197120.1	WP_035150729.1
OG0001403	WP_015197119.1	WP_035150731.1
OG0001404	WP_015197118.1	WP_035150736.1
OG0001405	WP_015200984.1	WP_035150738.1
OG0001406	WP_015199025.1	WP_035150747.1
OG0001407	WP_015196263.1	WP_035150750.1
OG0001408	WP_015196349.1	WP_035150754.1
OG0001409	WP_015198917.1	WP_035150761.1
OG0001410	WP_015196262.1	WP_035150762.1
OG0001411	WP_015196072.1	WP_035150768.1, WP_035152031.1
OG0001412	WP_015200728.1	WP_035150770.1
OG0001413	WP_015199391.1	WP_035150774.1
OG0001414	WP_015200494.1	WP_035150778.1
OG0001415	WP_015196994.1	WP_035150791.1
OG0001416	WP_015196853.1	WP_035150794.1
OG0001417	WP_015200786.1	WP_035150801.1
OG0001418	WP_015199965.1	WP_035150819.1
OG0001419	WP_015196864.1	WP_035150826.1
OG0001420	WP_015197002.1	WP_035150829.1
OG0001421	WP_041739613.1	WP_035150832.1
OG0001422	WP_015198828.1	WP_035150838.1
OG0001423	WP_015198829.1	WP_035150841.1
OG0001424	WP_015196267.1	WP_035150844.1, WP_035155324.1
OG0001425	WP_015196212.1	WP_035150864.1
OG0001426	WP_015198973.1	WP_035150882.1
OG0001427	WP_015199504.1	WP_035150886.1
OG0001428	WP_015199503.1	WP_035150888.1
OG0001429	WP_015200662.1	WP_035150901.1
OG0001430	WP_015195920.1	WP_035150939.1
OG0001431	WP_015199713.1	WP_035150946.1
OG0001432	WP_015195889.1	WP_035150955.1
OG0001433	WP_015196601.1	WP_035150960.1
OG0001434	WP_015199786.1	WP_035150966.1
OG0001435	WP_015195854.1	WP_035150969.1
OG0001436	WP_015199646.1	WP_035150971.1
OG0001437	WP_015199647.1	WP_035150974.1
OG0001438	WP_238993776.1	WP_035150979.1
OG0001439	WP_015199874.1	WP_035150982.1
OG0001440	WP_015200464.1	WP_035150997.1
OG0001441	WP_015200771.1	WP_035151027.1, WP_035154661.1
OG0001442	WP_015197808.1	WP_035151040.1
OG0001443	WP_015197809.1	WP_035151043.1
OG0001444	WP_015197637.1, WP_015197583.1	WP_035151054.1
OG0001445	WP_203225947.1	WP_035151058.1
OG0001447	WP_015198777.1	WP_035151088.1
OG0001448	WP_015199909.1	WP_035151091.1
OG0001449	WP_015199974.1	WP_035151099.1
OG0001450	WP_015199232.1	WP_035151104.1
OG0001451	WP_015200993.1	WP_035151109.1
OG0001452	WP_015200397.1	WP_035151113.1
OG0001453	WP_015200394.1	WP_035151124.1
OG0001454	WP_015197104.1	WP_035151134.1
OG0001455	WP_015197103.1	WP_035151137.1
OG0001456	WP_015197229.1	WP_035151139.1
OG0001457	WP_041739733.1	WP_035151155.1
OG0001458	WP_041740741.1	WP_035151156.1
OG0001459	WP_015199177.1	WP_035151159.1
OG0001460	WP_238993825.1	WP_035151199.1
OG0001461	WP_015197668.1	WP_256388822.1, WP_035151200.1
OG0001462	WP_015199847.1	WP_035151201.1
OG0001462	WP_015197577.1	WP_052754500.1
OG0001464	WP_015199219.1	WP_035151205.1
OG0001465	WP_015199218.1	WP_035151206.1
OG0001466	WP_015197306.1	WP_035151232.1
OG0001467	WP_015197665.1	WP_035151247.1
OG0001468	WP_015199204.1	WP_035151251.1
OG0001469	WP_203225929.1	WP_035151266.1
OG0001470	WP_015199182.1	WP_035151268.1
OG0001471	WP_015196373.1	WP_035151272.1
OG0001472	WP_015197173.1	WP_035151275.1, WP_035157769.1
OG0001473	WP_015196680.1	WP_035151277.1
OG0001474	WP_015196775.1	WP_035151283.1
OG0001475	WP_015199383.1	WP_035151310.1
OG0001476	WP_015197187.1	WP_035151313.1
OG0001477	WP_015197186.1	WP_035151315.1
OG0001478	WP_015198482.1	WP_035151323.1
OG0001479	WP_015199624.1	WP_035151329.1
OG0001480	WP_015196521.1	WP_035151332.1
OG0001481	WP_015197602.1	WP_035151340.1
OG0001482	WP_015197603.1	WP_035151342.1
OG0001483	WP_015197604.1	WP_035151344.1
OG0001484	WP_015195824.1	WP_035151350.1
OG0001485	WP_015199850.1	WP_035151361.1
OG0001486	WP_015199831.1	WP_035151366.1
OG0001487	WP_015200353.1	WP_035151369.1
OG0001488	WP_015200352.1	WP_035151371.1
OG0001489	WP_015200391.1	WP_035151373.1
OG0001490	WP_015199958.1	WP_035151400.1
OG0001491	WP_015195850.1	WP_035151407.1
OG0001492	WP_015195851.1	WP_035151412.1
OG0001493	WP_015195852.1	WP_035151415.1
OG0001494	WP_015196600.1	WP_035151419.1
OG0001495	WP_015197596.1	WP_035151424.1
OG0001496	WP_041740323.1	WP_035151428.1
OG0001497	WP_015199262.1	WP_035151431.1
OG0001498	WP_015196850.1	WP_035151434.1
OG0001499	WP_015200430.1	WP_035151440.1
OG0001500	WP_015200431.1	WP_035151442.1
OG0001501	WP_015200432.1	WP_035151445.1
OG0001502	WP_015197010.1	WP_035151448.1
OG0001503	WP_015197011.1	WP_035151450.1
OG0001504	WP_015197012.1	WP_035151453.1
OG0001505	WP_015198764.1	WP_035151470.1
OG0001506	WP_015196171.1	WP_035151475.1
OG0001507	WP_015196170.1	WP_035151477.1
OG0001508	WP_015197820.1, WP_015197821.1	WP_035151502.1
OG0001509	WP_015198721.1	WP_035151528.1
OG0001510	WP_015200442.1	WP_035151531.1
OG0001511	WP_015199897.1	WP_035151533.1
OG0001512	WP_015199898.1	WP_035151536.1
OG0001513	WP_015199899.1	WP_035151538.1
OG0001514	WP_015199900.1	WP_035151540.1
OG0001515	WP_041740833.1	WP_035151545.1
OG0001516	WP_015200814.1	WP_035151555.1
OG0001517	WP_015199251.1	WP_035151558.1
OG0001518	WP_015198871.1	WP_035151561.1
OG0001519	WP_015198872.1	WP_035151564.1
OG0001520	WP_015198875.1	WP_035151567.1
OG0001521	WP_015198619.1	WP_035151576.1
OG0001522	WP_015198620.1	WP_035151579.1
OG0001523	WP_015198621.1	WP_035151581.1
OG0001524	WP_015198623.1	WP_035151583.1
OG0001526	WP_015197116.1	WP_035151591.1
OG0001527	WP_015197114.1	WP_035151593.1
OG0001528	WP_051036773.1	WP_035151597.1
OG0001529	WP_015197112.1	WP_035151600.1
OG0001530	WP_051036662.1	WP_201782679.1
OG0001530	WP_015198305.1	WP_035151669.1
OG0001531	WP_015198397.1	WP_035151734.1
OG0001535	WP_015196109.1, WP_015198329.1	WP_035152015.1
OG0001536	WP_015196110.1, WP_015198328.1	WP_035152018.1
OG0001537	WP_015198322.1	WP_035152022.1
OG0001538	WP_015196114.1, WP_015198319.1	WP_035152045.1
OG0001539	WP_015198315.1, WP_015196117.1	WP_035152053.1
OG0001540	WP_015196190.1	WP_035152173.1, WP_035157342.1
OG0001541	WP_015197253.1	WP_035152276.1
OG0001541	WP_015196070.1	WP_035152268.1
OG0001544	WP_015196389.1	WP_035152512.1
OG0001545	WP_015196387.1	WP_035152516.1
OG0001546	WP_015196386.1	WP_035152518.1
OG0001547	WP_015196385.1	WP_035152521.1
OG0001548	WP_015196384.1	WP_035152524.1
OG0001549	WP_015196383.1	WP_035152526.1
OG0001550	WP_015199919.1	WP_035152565.1
OG0001551	WP_015197878.1	WP_035152587.1, WP_082127303.1
OG0001552	WP_015197599.1	WP_035152591.1
OG0001553	WP_015197598.1	WP_035152593.1
OG0001554	WP_015199031.1	WP_035152751.1
OG0001555	WP_015199030.1	WP_035152754.1
OG0001556	WP_015199973.1	WP_035152759.1
OG0001557	WP_015199972.1	WP_035152763.1
OG0001558	WP_015199061.1	WP_035152765.1
OG0001559	WP_015196625.1	WP_035152775.1
OG0001560	WP_015200829.1	WP_035152802.1
OG0001561	WP_041739990.1	WP_035152805.1
OG0001562	WP_015197284.1	WP_035152812.1
OG0001563	WP_015198944.1	WP_035152818.1
OG0001564	WP_015199753.1	WP_035152821.1
OG0001565	WP_015199761.1	WP_035152826.1
OG0001566	WP_015199763.1	WP_035152829.1
OG0001567	WP_015199764.1	WP_035152831.1
OG0001568	WP_015199765.1	WP_035152834.1
OG0001569	WP_015199766.1	WP_035152836.1
OG0001571	WP_015199216.1	WP_035152865.1
OG0001572	WP_015199217.1	WP_035152868.1
OG0001573	WP_015199419.1	WP_035152876.1
OG0001574	WP_015200773.1	WP_035152880.1
OG0001575	WP_015196968.1	WP_035152883.1
OG0001576	WP_041740194.1	WP_035152892.1
OG0001577	WP_015199000.1	WP_035152894.1
OG0001578	WP_015200671.1	WP_035152899.1
OG0001579	WP_015200672.1	WP_035152901.1
OG0001580	WP_015198927.1	WP_035152908.1, WP_035154771.1
OG0001581	WP_015200674.1	WP_035152911.1
OG0001582	WP_015200676.1	WP_035152913.1
OG0001584	WP_015199797.1	WP_035152922.1
OG0001585	WP_015197018.1	WP_035152926.1
OG0001586	WP_015199312.1	WP_035152928.1
OG0001587	WP_015199722.1	WP_035152929.1
OG0001588	WP_015199274.1	WP_035152931.1
OG0001589	WP_015200019.1	WP_035152936.1
OG0001590	WP_015200020.1	WP_035152938.1
OG0001591	WP_015197741.1	WP_035152940.1
OG0001592	WP_015197742.1	WP_035152941.1
OG0001593	WP_015197743.1	WP_035152943.1
OG0001594	WP_015197744.1	WP_035152946.1
OG0001595	WP_144051025.1	WP_035152951.1
OG0001596	WP_015197747.1	WP_035152956.1
OG0001597	WP_015197748.1	WP_035152957.1
OG0001598	WP_015197750.1	WP_035152966.1
OG0001599	WP_041739368.1	WP_035152968.1
OG0001600	WP_015199310.1	WP_035152974.1
OG0001601	WP_015200976.1	WP_035152977.1
OG0001602	WP_015200977.1	WP_035152979.1
OG0001603	WP_015200978.1	WP_035152982.1
OG0001604	WP_041740012.1	WP_035152985.1
OG0001605	WP_015199297.1	WP_035152991.1
OG0001606	WP_015196988.1	WP_035153011.1
OG0001607	WP_015195773.1	WP_035153013.1
OG0001608	WP_015199604.1	WP_035153015.1
OG0001609	WP_015199603.1	WP_035153018.1
OG0001610	WP_015199602.1	WP_035153021.1
OG0001611	WP_015197570.1	WP_035153029.1
OG0001612	WP_015199711.1	WP_035153031.1
OG0001613	WP_015199685.1	WP_035153036.1
OG0001614	WP_015199047.1	WP_035153042.1
OG0001615	WP_015200226.1	WP_035153044.1
OG0001616	WP_238993728.1	WP_035153046.1
OG0001617	WP_015196645.1	WP_035153056.1
OG0001618	WP_015197174.1	WP_035153066.1
OG0001619	WP_015197175.1	WP_035153067.1
OG0001620	WP_041739200.1	WP_035153069.1
OG0001621	WP_015199022.1	WP_035153080.1
OG0001622	WP_015199023.1	WP_035153083.1
OG0001623	WP_015199024.1	WP_035153086.1
OG0001624	WP_015199039.1	WP_035153088.1
OG0001625	WP_015200846.1	WP_035153094.1
OG0001626	WP_015199165.1	WP_035153099.1
OG0001627	WP_015199166.1	WP_035153102.1
OG0001628	WP_083866362.1	WP_035153106.1
OG0001629	WP_015199309.1	WP_035153109.1
OG0001630	WP_015196651.1	WP_035153170.1
OG0001631	WP_015198996.1	WP_035153174.1
OG0001632	WP_015200737.1	WP_035153183.1
OG0001633	WP_015195772.1	WP_035153188.1
OG0001634	WP_015199255.1	WP_035153192.1
OG0001635	WP_015199001.1	WP_035153198.1
OG0001636	WP_015199003.1	WP_035153202.1
OG0001637	WP_015199004.1	WP_035153207.1
OG0001638	WP_015199005.1	WP_035153208.1
OG0001639	WP_015199006.1	WP_035153209.1
OG0001640	WP_015199008.1	WP_035153211.1
OG0001641	WP_041740714.1	WP_035153212.1
OG0001642	WP_015199010.1	WP_035153215.1
OG0001643	WP_015197470.1	WP_035153219.1
OG0001644	WP_015197468.1	WP_035153226.1
OG0001645	WP_015197467.1	WP_035153230.1
OG0001646	WP_015200997.1	WP_035153267.1
OG0001647	WP_015197684.1	WP_035153269.1
OG0001648	WP_015196509.1	WP_035153272.1
OG0001649	WP_015196510.1	WP_035153275.1
OG0001650	WP_015196511.1	WP_035153277.1
OG0001651	WP_015197016.1	WP_035153280.1
OG0001652	WP_015197017.1	WP_035153282.1
OG0001653	WP_015199324.1	WP_035153301.1
OG0001654	WP_015199327.1	WP_035153311.1
OG0001655	WP_158333170.1	WP_035153316.1
OG0001656	WP_015199747.1	WP_035153320.1
OG0001657	WP_015199287.1	WP_035153324.1
OG0001658	WP_015199220.1	WP_035153328.1
OG0001659	WP_015196368.1	WP_035153331.1
OG0001660	WP_015196366.1	WP_035153333.1
OG0001661	WP_015196495.1	WP_035153335.1
OG0001662	WP_015196714.1	WP_035153337.1
OG0001663	WP_015196713.1	WP_035153338.1
OG0001664	WP_015196712.1	WP_035153339.1
OG0001665	WP_015200021.1	WP_035153340.1
OG0001666	WP_015200825.1	WP_035153342.1
OG0001667	WP_015197346.1	WP_035153344.1
OG0001668	WP_015196879.1	WP_035153346.1
OG0001669	WP_015196878.1	WP_035153348.1
OG0001670	WP_015198995.1	WP_035153350.1
OG0001671	WP_015200236.1	WP_035153356.1
OG0001672	WP_015200497.1	WP_035153359.1
OG0001673	WP_015200095.1	WP_035153360.1
OG0001674	WP_015200097.1	WP_035153362.1
OG0001675	WP_015197221.1	WP_035153363.1
OG0001676	WP_015200242.1	WP_035153364.1
OG0001677	WP_015198857.1	WP_035153365.1
OG0001678	WP_015198856.1	WP_035153367.1
OG0001679	WP_015197328.1	WP_035153369.1
OG0001680	WP_015197329.1	WP_035153372.1
OG0001681	WP_015197330.1	WP_035153374.1
OG0001682	WP_015197331.1	WP_035153377.1
OG0001683	WP_041740590.1	WP_035153379.1
OG0001684	WP_015201023.1	WP_035153381.1
OG0001685	WP_015200244.1	WP_035153386.1
OG0001686	WP_015200632.1	WP_035153395.1
OG0001687	WP_015200631.1	WP_035153403.1
OG0001688	WP_015200591.1	WP_035153408.1
OG0001689	WP_015200713.1	WP_035153413.1
OG0001690	WP_015200712.1	WP_035153415.1
OG0001691	WP_015197100.1	WP_035153420.1
OG0001692	WP_015199733.1	WP_035153421.1
OG0001693	WP_015199735.1	WP_035153424.1
OG0001694	WP_041739812.1	WP_035153427.1
OG0001695	WP_015200596.1	WP_035153431.1
OG0001696	WP_041739958.1	WP_035153434.1
OG0001697	WP_015201110.1	WP_035153439.1
OG0001698	WP_015201111.1	WP_035153442.1
OG0001699	WP_015200793.1	WP_035153444.1
OG0001700	WP_015200794.1	WP_035153446.1
OG0001701	WP_015200799.1	WP_035153453.1
OG0001702	WP_015200800.1	WP_035153456.1
OG0001703	WP_015200801.1	WP_035153458.1
OG0001704	WP_015200803.1	WP_035153460.1
OG0001705	WP_015198647.1	WP_035153462.1
OG0001706	WP_015196929.1	WP_035153470.1
OG0001707	WP_015201096.1	WP_035153478.1
OG0001708	WP_015197611.1	WP_035153483.1
OG0001709	WP_015197612.1	WP_035153485.1
OG0001710	WP_015197622.1	WP_035153489.1
OG0001711	WP_015198527.1	WP_035153491.1
OG0001712	WP_015197579.1	WP_035153493.1
OG0001713	WP_015197580.1	WP_035153495.1
OG0001714	WP_015199161.1	WP_035153498.1
OG0001715	WP_015199160.1	WP_035153500.1
OG0001716	WP_015199159.1	WP_035153502.1
OG0001717	WP_041740738.1	WP_035153505.1
OG0001718	WP_015199156.1	WP_035153507.1
OG0001719	WP_015199154.1	WP_035153509.1
OG0001720	WP_015196597.1	WP_035153519.1
OG0001721	WP_015199149.1	WP_035153522.1
OG0001722	WP_015199148.1	WP_035153527.1
OG0001723	WP_015197021.1	WP_035153530.1
OG0001724	WP_015197526.1	WP_035154767.1, WP_035153535.1
OG0001725	WP_015201012.1	WP_035153541.1
OG0001726	WP_015201011.1	WP_035153543.1
OG0001727	WP_015201010.1	WP_035153545.1
OG0001728	WP_015197607.1	WP_035153549.1
OG0001729	WP_015198878.1	WP_035153551.1
OG0001730	WP_015198879.1	WP_035153553.1
OG0001731	WP_015198880.1	WP_035153555.1
OG0001732	WP_015198640.1	WP_035153564.1
OG0001733	WP_015198643.1	WP_035153567.1
OG0001734	WP_015198888.1	WP_035153570.1
OG0001735	WP_015198889.1	WP_035153573.1
OG0001736	WP_015200054.1	WP_035153575.1
OG0001737	WP_015200055.1	WP_035153577.1
OG0001738	WP_015201018.1	WP_035153581.1
OG0001739	WP_015200166.1	WP_035153582.1
OG0001740	WP_015200164.1	WP_035153584.1
OG0001741	WP_015200163.1	WP_035153585.1
OG0001742	WP_015200162.1	WP_035153586.1
OG0001743	WP_015200333.1	WP_035153587.1
OG0001744	WP_015200335.1	WP_035153588.1
OG0001745	WP_015200336.1	WP_035153589.1
OG0001746	WP_041740056.1	WP_035153594.1
OG0001747	WP_015195898.1	WP_035153595.1
OG0001748	WP_015197537.1	WP_035153604.1
OG0001749	WP_015197231.1, WP_015197047.1, WP_015197040.1	WP_035153614.1
OG0001750	WP_015198987.1	WP_035153634.1
OG0001751	WP_015199252.1	WP_035153643.1
OG0001752	WP_015196664.1	WP_035153645.1
OG0001753	WP_015198855.1	WP_035153647.1
OG0001754	WP_015196791.1, WP_015196900.1	WP_035153649.1
OG0001755	WP_015197288.1	WP_035153656.1
OG0001756	WP_015197287.1	WP_035153657.1
OG0001757	WP_015197286.1	WP_035153659.1
OG0001758	WP_015197285.1	WP_035153660.1
OG0001759	WP_015195880.1	WP_035153663.1
OG0001760	WP_015195881.1	WP_035153664.1
OG0001761	WP_015195882.1	WP_035153666.1
OG0001762	WP_015195883.1	WP_035153667.1
OG0001763	WP_015195884.1	WP_035153669.1
OG0001764	WP_015195885.1	WP_035153670.1
OG0001765	WP_015195886.1	WP_035153672.1
OG0001766	WP_015197542.1	WP_035153676.1
OG0001767	WP_015197541.1	WP_035153678.1
OG0001768	WP_015201103.1	WP_035153686.1
OG0001769	WP_015201101.1	WP_035153688.1
OG0001770	WP_015201100.1	WP_035153689.1
OG0001771	WP_015196544.1	WP_035153699.1
OG0001772	WP_015200955.1	WP_035153703.1
OG0001773	WP_015200954.1	WP_035153705.1
OG0001774	WP_015200953.1	WP_035153708.1
OG0001775	WP_015196778.1	WP_035153716.1
OG0001776	WP_015198859.1	WP_035153739.1
OG0001777	WP_015196679.1	WP_035153744.1
OG0001778	WP_015196678.1	WP_035153746.1
OG0001779	WP_015199370.1	WP_035153751.1
OG0001780	WP_015199592.1	WP_035153761.1
OG0001781	WP_015199591.1	WP_035153762.1
OG0001782	WP_015199821.1	WP_035153764.1
OG0001783	WP_015198615.1	WP_035153795.1
OG0001784	WP_015197481.1	WP_035153811.1
OG0001785	WP_015197480.1	WP_035153813.1
OG0001786	WP_015197479.1	WP_035153815.1
OG0001787	WP_015197477.1	WP_035153819.1
OG0001788	WP_015197476.1	WP_035153820.1
OG0001789	WP_015197475.1	WP_035153822.1
OG0001790	WP_015197474.1	WP_035153824.1
OG0001791	WP_041740909.1	WP_035153837.1
OG0001792	WP_015197219.1	WP_035153839.1
OG0001793	WP_015199806.1	WP_035153841.1
OG0001794	WP_015195896.1	WP_035153843.1
OG0001795	WP_015198607.1	WP_035153847.1
OG0001796	WP_015198753.1	WP_035153850.1
OG0001797	WP_015198754.1	WP_035153852.1
OG0001798	WP_015198755.1	WP_035153854.1
OG0001799	WP_015200491.1	WP_035153857.1
OG0001800	WP_015200489.1	WP_035153859.1
OG0001801	WP_015200487.1	WP_035153861.1
OG0001802	WP_015200486.1	WP_035153863.1
OG0001803	WP_015200485.1	WP_035153866.1
OG0001804	WP_015200697.1	WP_035153869.1
OG0001805	WP_015200605.1	WP_035153899.1
OG0001806	WP_015196720.1	WP_035153910.1
OG0001807	WP_015197265.1	WP_035153921.1
OG0001808	WP_015196731.1	WP_035159010.1, WP_035153937.1
OG0001809	WP_015196318.1	WP_035153940.1
OG0001810	WP_015199606.1	WP_035153942.1
OG0001811	WP_015196594.1	WP_035153944.1
OG0001812	WP_015196836.1	WP_035153946.1
OG0001813	WP_015196834.1	WP_035153950.1
OG0001814	WP_015196833.1	WP_035153952.1
OG0001815	WP_015200483.1	WP_035153955.1
OG0001816	WP_015197029.1	WP_035153957.1
OG0001817	WP_015197028.1	WP_035153958.1
OG0001818	WP_041740929.1	WP_035153959.1
OG0001819	WP_015200758.1	WP_035153963.1
OG0001820	WP_015200826.1	WP_035153964.1
OG0001821	WP_015200824.1	WP_035153966.1
OG0001822	WP_015200169.1	WP_035153970.1
OG0001824	WP_015199553.1	WP_035153978.1
OG0001825	WP_015197128.1	WP_035153982.1
OG0001826	WP_015196279.1	WP_035153985.1
OG0001827	WP_015196278.1	WP_035153986.1
OG0001828	WP_041739384.1, WP_015198074.1	WP_035153998.1, WP_035153991.1
OG0001829	WP_015195947.1	WP_035154001.1
OG0001830	WP_015198780.1	WP_035154012.1
OG0001831	WP_015195946.1	WP_035154018.1
OG0001832	WP_015201069.1	WP_035154020.1
OG0001833	WP_015201071.1	WP_035154022.1
OG0001834	WP_015201073.1	WP_035154024.1
OG0001835	WP_015197813.1	WP_035154029.1
OG0001836	WP_015197814.1	WP_035154031.1
OG0001837	WP_015196281.1	WP_035154035.1
OG0001838	WP_015196285.1	WP_035154039.1
OG0001839	WP_041740198.1	WP_035154043.1
OG0001840	WP_015196288.1	WP_035154046.1
OG0001841	WP_015196290.1	WP_035154048.1
OG0001842	WP_015196291.1	WP_035154050.1
OG0001843	WP_041740204.1	WP_035154054.1
OG0001844	WP_015197239.1	WP_035154056.1
OG0001845	WP_015197238.1	WP_035154058.1
OG0001846	WP_015199721.1	WP_035154065.1, WP_082127247.1
OG0001847	WP_015197616.1	WP_035154067.1
OG0001848	WP_015197182.1	WP_035154069.1
OG0001849	WP_015197181.1	WP_035154071.1
OG0001850	WP_041740331.1	WP_035154073.1
OG0001851	WP_015199947.1	WP_035154075.1
OG0001852	WP_015200743.1	WP_035154079.1
OG0001853	WP_015200089.1	WP_035154087.1
OG0001854	WP_015200087.1	WP_035154089.1
OG0001855	WP_015196082.1	WP_035155469.1, WP_035154091.1
OG0001855	WP_041738956.1	WP_035154093.1
OG0001856	WP_015199510.1	WP_035154100.1
OG0001857	WP_015196362.1	WP_035154105.1
OG0001858	WP_015196433.1	WP_035154112.1
OG0001859	WP_015196432.1	WP_035154113.1
OG0001860	WP_015200718.1	WP_035154115.1
OG0001861	WP_015197737.1	WP_035154117.1
OG0001862	WP_015200000.1	WP_035154124.1
OG0001863	WP_015200001.1	WP_035154126.1
OG0001864	WP_015200002.1	WP_035154128.1
OG0001865	WP_015200003.1	WP_035154130.1
OG0001866	WP_015200004.1	WP_035154134.1
OG0001867	WP_015196209.1	WP_035154137.1
OG0001868	WP_015196866.1	WP_035154138.1
OG0001869	WP_015196867.1	WP_035154143.1
OG0001870	WP_015199962.1	WP_035154145.1
OG0001871	WP_051036781.1	WP_035154147.1
OG0001872	WP_015200682.1	WP_035154151.1
OG0001873	WP_015200686.1	WP_035154152.1
OG0001874	WP_015200687.1	WP_035154153.1
OG0001875	WP_015197164.1	WP_035154155.1
OG0001876	WP_015199997.1	WP_035154157.1
OG0001877	WP_015196460.1	WP_035154160.1
OG0001878	WP_041739045.1	WP_035154161.1
OG0001879	WP_015200769.1	WP_035154166.1
OG0001880	WP_041740721.1	WP_035154174.1
