Orthogroup	PCC_6303	PCC_7716
OG0002028	WP_015196808.1	WP_019492237.1
OG0002029	WP_015198881.1	WP_223975006.1
OG0002030	WP_015197134.1	WP_223975157.1
OG0002031	WP_015195905.1	WP_223972567.1
OG0002032	WP_015196691.1	WP_224175331.1
OG0002033	WP_015196688.1	WP_127085582.1
OG0002034	WP_015195845.1	WP_223990705.1
OG0002035	WP_015195844.1	WP_223977658.1
OG0002036	WP_015198986.1	WP_224179211.1
OG0002037	WP_015198983.1	WP_019491173.1
OG0002038	WP_015198982.1	WP_223986236.1
OG0002039	WP_015196650.1	WP_223981836.1
OG0002040	WP_015196649.1	WP_224177260.1
OG0002041	WP_015196403.1	WP_224175034.1
OG0002042	WP_015200694.1	WP_019492689.1
OG0002043	WP_015197279.1	WP_224176974.1
OG0002044	WP_015198437.1	WP_224178703.1, WP_224176043.1
OG0002045	WP_015197277.1	WP_224176973.1
OG0002046	WP_015197276.1	WP_015197276.1
OG0002047	WP_015197275.1	WP_223990445.1
OG0002048	WP_015200331.1	WP_223990599.1
OG0002049	WP_015200446.1	WP_224175604.1
OG0002050	WP_015200447.1	WP_223978318.1
OG0002051	WP_015200448.1	WP_223978317.1
OG0002052	WP_015200449.1	WP_223978316.1
OG0002053	WP_015199509.1	WP_127082369.1
OG0002054	WP_015201058.1	WP_224176595.1
OG0002055	WP_015196916.1	WP_224177926.1
OG0002056	WP_015200201.1	WP_224178400.1
OG0002057	WP_015199093.1	WP_224178401.1
OG0002058	WP_015200110.1	WP_224174850.1
OG0002059	WP_015200109.1	WP_224174851.1
OG0002060	WP_015196394.1	WP_223990466.1
OG0002061	WP_015196395.1	WP_223990464.1
OG0002062	WP_015196397.1	WP_223990462.1
OG0002063	WP_015200210.1	WP_223990460.1
OG0002064	WP_015200209.1	WP_223990458.1
OG0002065	WP_015198796.1	WP_223975602.1
OG0002066	WP_041740659.1	WP_019492953.1
OG0002067	WP_015198793.1	WP_223975594.1
OG0002068	WP_015198792.1	WP_224177946.1
OG0002069	WP_015198791.1	WP_223975590.1
OG0002070	WP_015198790.1	WP_223975139.1
OG0002071	WP_015198788.1	WP_223975145.1
OG0002072	WP_015198797.1	WP_224177945.1
OG0002073	WP_015196592.1	WP_224175033.1
OG0002074	WP_015199672.1	WP_223972591.1
OG0002075	WP_015199673.1	WP_223972590.1
OG0002076	WP_041740779.1	WP_224179618.1
OG0002077	WP_015196807.1	WP_223975310.1
OG0002078	WP_015199585.1	WP_223989370.1
OG0002079	WP_015199539.1	WP_224177639.1
OG0002080	WP_015197122.1	WP_223978363.1
OG0002082	WP_015199199.1	WP_223980066.1
OG0002084	WP_015198489.1	WP_224178803.1
OG0002085	WP_015198490.1	WP_223988159.1
OG0002086	WP_015198491.1	WP_223988161.1
OG0002087	WP_015195777.1	WP_223985929.1
OG0002088	WP_015195776.1	WP_019490626.1
OG0002089	WP_015195775.1	WP_223985927.1
OG0002090	WP_015196886.1	WP_223981166.1
OG0002091	WP_015196887.1	WP_224177170.1
OG0002092	WP_015196888.1	WP_224177169.1
OG0002093	WP_015200177.1	WP_223981163.1
OG0002094	WP_015200176.1	WP_224177166.1
OG0002095	WP_015200175.1	WP_224177165.1
OG0002096	WP_015200075.1	WP_224177164.1
OG0002097	WP_015199062.1	WP_224176185.1
OG0002098	WP_041739057.1	WP_224176187.1
OG0002099	WP_015200411.1	WP_224174795.1
OG0002100	WP_015199848.1	WP_223977945.1
OG0002101	WP_015195918.1	WP_223990648.1
OG0002102	WP_015199307.1	WP_223972737.1
OG0002103	WP_015198991.1	WP_224179644.1
OG0002104	WP_041739708.1	WP_223972736.1
OG0002105	WP_015197788.1	WP_223973717.1
OG0002106	WP_015197790.1	WP_223976046.1
OG0002107	WP_015197789.1	WP_224178414.1
OG0002108	WP_015197793.1	WP_223973675.1
OG0002109	WP_203225966.1	WP_224177055.1
OG0002110	WP_144051015.1	WP_223982655.1
OG0002111	WP_015197493.1	WP_224177058.1
OG0002112	WP_015197657.1	WP_073622738.1
OG0002113	WP_015197656.1	WP_223973508.1
OG0002114	WP_015197655.1	WP_223973509.1
OG0002115	WP_015199302.1	WP_223973510.1
OG0002116	WP_015200311.1	WP_223976080.1
OG0002117	WP_015200309.1	WP_223974059.1
OG0002118	WP_015200300.1	WP_224178257.1
OG0002119	WP_015200298.1	WP_223974073.1
OG0002120	WP_015200297.1	WP_223974075.1
OG0002121	WP_015200296.1	WP_073618679.1
OG0002122	WP_015200294.1	WP_224178256.1
OG0002123	WP_015200969.1	WP_223990050.1
OG0002124	WP_015200974.1	WP_019495718.1
OG0002125	WP_015200975.1	WP_223990060.1
OG0002126	WP_015200150.1	WP_224177324.1
OG0002127	WP_015200149.1	WP_223982431.1
OG0002128	WP_015200148.1	WP_223982434.1
OG0002129	WP_015200147.1	WP_073619304.1
OG0002130	WP_015200146.1	WP_223982441.1
OG0002131	WP_015200145.1	WP_073619306.1
OG0002132	WP_015200144.1	WP_223982444.1
OG0002134	WP_015199922.1	WP_223989494.1
OG0002135	WP_015200128.1	WP_224174700.1
OG0002136	WP_041739303.1	WP_223972565.1
OG0002137	WP_015197487.1	WP_019490100.1
OG0002138	WP_015197486.1	WP_019490099.1
OG0002139	WP_015197484.1	WP_223972563.1
OG0002140	WP_015197483.1	WP_223972561.1
OG0002141	WP_015196371.1	WP_224177592.1
OG0002142	WP_015196706.1	WP_224177211.1
OG0002143	WP_015196708.1	WP_224177213.1
OG0002144	WP_015200172.1	WP_223981507.1
OG0002145	WP_015200173.1	WP_026093429.1
OG0002146	WP_015200174.1	WP_224177214.1
OG0002147	WP_015196868.1	WP_223971305.1
OG0002148	WP_015199650.1	WP_224179558.1
OG0002149	WP_015200698.1	WP_224175097.1
OG0002150	WP_015197295.1	WP_223987292.1
OG0002151	WP_015197294.1	WP_223987294.1
OG0002152	WP_015197293.1	WP_224177761.1
OG0002153	WP_015197172.1	WP_223972379.1
OG0002154	WP_015197171.1	WP_127086442.1
OG0002155	WP_015195943.1	WP_223972382.1
OG0002156	WP_015195942.1	WP_223972383.1
OG0002157	WP_015197653.1	WP_224179632.1
OG0002158	WP_041739928.1	WP_019489174.1
OG0002159	WP_015200435.1	WP_224175132.1
OG0002160	WP_015200434.1	WP_224175131.1
OG0002161	WP_015197368.1	WP_223978239.1
OG0002162	WP_015197369.1	WP_223978238.1
OG0002163	WP_015200281.1	WP_224175505.1
OG0002164	WP_015200273.1	WP_223978090.1
OG0002165	WP_015199679.1	WP_224175434.1
OG0002166	WP_015201040.1	WP_223987029.1
OG0002167	WP_015196980.1	WP_223976634.1
OG0002168	WP_015196979.1	WP_019494198.1
OG0002169	WP_015196978.1	WP_223977943.1
OG0002170	WP_015196975.1	WP_223976627.1
OG0002171	WP_015196973.1	WP_223976594.1
OG0002172	WP_041739120.1	WP_223976592.1
OG0002173	WP_015196742.1	WP_224177494.1
OG0002174	WP_015196741.1	WP_224177495.1
OG0002175	WP_015196740.1	WP_223981674.1
OG0002176	WP_015196739.1	WP_223981671.1
OG0002177	WP_015199823.1	WP_223981668.1
OG0002178	WP_015199825.1	WP_223981662.1
OG0002179	WP_041739822.1	WP_073617869.1
OG0002180	WP_015199827.1	WP_223981659.1
OG0002181	WP_015198905.1	WP_223985053.1
OG0002182	WP_015197316.1	WP_223971778.1
OG0002183	WP_015197409.1	WP_224179633.1
OG0002184	WP_015196344.1	WP_224175015.1
OG0002185	WP_041739654.1	WP_223987747.1
OG0002186	WP_015199946.1	WP_223978099.1
OG0002187	WP_015200515.1	WP_073621768.1
OG0002188	WP_015200514.1	WP_223988153.1
OG0002189	WP_015200513.1	WP_223988155.1
OG0002190	WP_015197445.1	WP_224179359.1
OG0002191	WP_015199776.1	WP_223982412.1
OG0002192	WP_015199476.1	WP_223971007.1
OG0002193	WP_015199475.1	WP_224174233.1
OG0002194	WP_015195978.1	WP_223970877.1
OG0002195	WP_015197123.1	WP_223976694.1
OG0002196	WP_015197774.1	WP_223972741.1
OG0002197	WP_015197124.1	WP_224178049.1
OG0002198	WP_015196147.1	WP_223991362.1
OG0002199	WP_015199728.1	WP_224179476.1
OG0002200	WP_015199727.1	WP_026092971.1
OG0002201	WP_015199726.1	WP_223985547.1
OG0002202	WP_015197648.1	WP_223974695.1
OG0002203	WP_015197647.1	WP_223980539.1
OG0002204	WP_015196995.1	WP_224177555.1
OG0002205	WP_015196672.1, WP_015196996.1	WP_223976350.1
OG0002206	WP_015200047.1	WP_223978021.1
OG0002207	WP_041739808.1	WP_223978023.1
OG0002208	WP_015197406.1	WP_224174812.1
OG0002209	WP_015197401.1	WP_223972424.1
OG0002210	WP_041740352.1	WP_224174818.1
OG0002211	WP_041739263.1	WP_224174819.1
OG0002212	WP_015197566.1	WP_224176195.1
OG0002213	WP_015197563.1	WP_019495861.1
OG0002214	WP_015199523.1	WP_223978251.1
OG0002215	WP_015199846.1	WP_223971067.1
OG0002216	WP_015199845.1	WP_223971069.1
OG0002217	WP_015199843.1	WP_223971081.1
OG0002218	WP_015200070.1	WP_223987756.1
OG0002219	WP_015200069.1	WP_223987757.1
OG0002220	WP_015201003.1	WP_223970139.1
OG0002221	WP_015195780.1	WP_223975116.1
OG0002222	WP_041740880.1	WP_026093189.1
OG0002223	WP_015198818.1	WP_223989445.1
OG0002224	WP_015200552.1	WP_223986539.1
OG0002225	WP_015200551.1	WP_019491301.1
OG0002226	WP_015200550.1	WP_223986537.1
OG0002227	WP_041740900.1	WP_073619352.1
OG0002228	WP_015200543.1	WP_224177354.1
OG0002229	WP_015200601.1	WP_223977049.1
OG0002230	WP_015200602.1	WP_223977047.1
OG0002231	WP_015200603.1	WP_223977045.1
OG0002232	WP_015200604.1	WP_223977044.1
OG0002233	WP_015197212.1	WP_224177355.1
OG0002234	WP_015197211.1	WP_224177356.1
OG0002235	WP_015197210.1	WP_223977038.1
OG0002236	WP_015197209.1	WP_223977036.1
OG0002237	WP_015197206.1	WP_223977033.1
OG0002238	WP_015197205.1	WP_019493947.1
OG0002239	WP_015197204.1	WP_223977032.1
OG0002240	WP_015197203.1	WP_223977030.1
OG0002241	WP_015197202.1	WP_224177357.1
OG0002242	WP_015197199.1	WP_224177360.1
OG0002244	WP_041739833.1	WP_223976340.1
OG0002245	WP_015199892.1	WP_224177557.1
OG0002246	WP_015199891.1	WP_224177558.1
OG0002247	WP_015199890.1	WP_224177559.1
OG0002248	WP_015196465.1	WP_224175465.1
OG0002249	WP_015200132.1	WP_223973408.1
OG0002250	WP_015200131.1	WP_019489078.1
OG0002251	WP_015195907.1	WP_223972566.1
OG0002252	WP_015197135.1	WP_223975149.1
OG0002253	WP_015196546.1	WP_073623187.1
OG0002254	WP_015196548.1	WP_073623188.1
OG0002255	WP_015196549.1	WP_026093495.1
OG0002256	WP_015196550.1	WP_224176857.1
OG0002257	WP_051036758.1	WP_223979906.1
OG0002258	WP_041740263.1	WP_026093494.1
OG0002259	WP_015196553.1	WP_223979904.1
OG0002260	WP_015196554.1	WP_224176858.1
OG0002261	WP_015196472.1	WP_223987599.1
OG0002262	WP_015196473.1	WP_223987602.1
OG0002263	WP_015196474.1	WP_223987605.1
OG0002264	WP_015196476.1	WP_223987610.1
OG0002265	WP_015200938.1	WP_224177503.1
OG0002266	WP_015200939.1	WP_223977941.1
OG0002267	WP_015200940.1	WP_223976545.1
OG0002268	WP_015200941.1	WP_223976548.1
OG0002269	WP_015201002.1	WP_223970137.1
OG0002270	WP_015201001.1	WP_223970135.1
OG0002271	WP_015201000.1	WP_223970133.1
OG0002272	WP_015200999.1	WP_223970131.1
OG0002273	WP_015200998.1	WP_223970129.1
OG0002274	WP_015198706.1	WP_223971384.1
OG0002275	WP_015197587.1	WP_223987303.1
OG0002276	WP_015197588.1	WP_223987301.1
OG0002277	WP_015200116.1	WP_223981121.1
OG0002278	WP_015200785.1	WP_224175288.1
OG0002279	WP_051036816.1	WP_223973205.1
OG0002280	WP_015200804.1	WP_224175287.1
OG0002281	WP_015198645.1	WP_073621961.1
OG0002282	WP_015196794.1	WP_224178262.1
OG0002283	WP_015199276.1	WP_223975520.1
OG0002284	WP_015199275.1	WP_223975518.1
OG0002285	WP_015199273.1	WP_223975516.1
OG0002286	WP_015199272.1	WP_223975510.1
OG0002287	WP_015199270.1	WP_223975506.1
OG0002288	WP_015199787.1	WP_224179199.1
OG0002289	WP_015199784.1	WP_224177725.1
OG0002290	WP_041740613.1	WP_127080610.1
OG0002291	WP_015197139.1	WP_224175631.1
OG0002292	WP_015197141.1	WP_073623099.1
OG0002293	WP_015199135.1	WP_224175526.1
OG0002294	WP_015197332.1	WP_224177217.1
OG0002295	WP_015195813.1	WP_223981568.1
OG0002296	WP_015195814.1	WP_223981571.1
OG0002297	WP_015195817.1	WP_255666770.1
OG0002298	WP_015197518.1	WP_223981591.1
OG0002299	WP_238993848.1	WP_224177507.1
OG0002300	WP_015199245.1	WP_223976523.1
OG0002301	WP_015195921.1	WP_223990615.1
OG0002302	WP_015197333.1	WP_224177216.1
OG0002303	WP_015200532.1	WP_223971381.1
OG0002304	WP_015197843.1	WP_224175055.1
OG0002305	WP_015198515.1	WP_223971057.1
OG0002306	WP_015198757.1	WP_223976665.1
OG0002307	WP_015197569.1	WP_223985993.1
OG0002308	WP_015197660.1	WP_223985996.1
OG0002309	WP_015199454.1	WP_224176016.1
OG0002310	WP_015200011.1	WP_223976200.1
OG0002311	WP_015200012.1	WP_224177596.1
OG0002312	WP_015200014.1	WP_223989449.1
OG0002313	WP_015200276.1	WP_224174772.1
OG0002314	WP_015200275.1	WP_223972333.1
OG0002315	WP_015196183.1	WP_223971273.1
OG0002316	WP_015196184.1	WP_223971270.1
OG0002317	WP_015196971.1	WP_224177604.1
OG0002318	WP_015199500.1	WP_019493019.1
OG0002319	WP_015197422.1	WP_224178033.1
OG0002320	WP_015200383.1	WP_223975178.1
OG0002321	WP_015200381.1	WP_223975182.1
OG0002322	WP_015200376.1	WP_019492172.1
OG0002323	WP_015200375.1	WP_223975184.1
OG0002324	WP_015197517.1	WP_224176559.1
OG0002325	WP_015197515.1	WP_224176561.1
OG0002326	WP_015197513.1	WP_224176557.1
OG0002327	WP_015197509.1	WP_224176554.1
OG0002328	WP_015197508.1	WP_223977828.1
OG0002329	WP_015197507.1	WP_223977826.1
OG0002330	WP_015197506.1	WP_223977825.1
OG0002331	WP_015197501.1	WP_223977971.1
OG0002332	WP_015197500.1	WP_224176551.1
OG0002333	WP_015197520.1	WP_127080714.1
OG0002334	WP_083866363.1	WP_224176550.1
OG0002335	WP_015200727.1	WP_224176547.1
OG0002336	WP_015200725.1	WP_223976706.1
OG0002337	WP_015200127.1	WP_223971830.1
OG0002338	WP_015199321.1	WP_224178415.1
OG0002339	WP_015196578.1	WP_223978127.1
OG0002340	WP_015196579.1	WP_223978126.1
OG0002341	WP_015196580.1	WP_223978125.1
OG0002342	WP_015196796.1	WP_223975273.1
OG0002343	WP_015196799.1	WP_224177977.1
OG0002344	WP_015196801.1	WP_224177976.1
OG0002345	WP_015196802.1	WP_223975293.1
OG0002346	WP_015196803.1	WP_223975296.1
OG0002347	WP_015198835.1	WP_224176646.1
OG0002348	WP_015198834.1	WP_224176647.1
OG0002349	WP_015198833.1	WP_224176648.1
OG0002350	WP_015198832.1	WP_223977326.1
OG0002351	WP_015198762.1	WP_224176983.1
OG0002352	WP_015198763.1	WP_224176984.1
OG0002353	WP_015196662.1	WP_224176985.1
OG0002355	WP_015197571.1	WP_224177445.1
OG0002356	WP_015199318.1	WP_223976779.1
OG0002357	WP_015196760.1	WP_223977615.1
OG0002358	WP_015196761.1	WP_127080619.1
OG0002359	WP_015196763.1	WP_223977617.1
OG0002360	WP_015200504.1	WP_224177137.1
OG0002361	WP_015200503.1	WP_223980807.1
OG0002362	WP_015200502.1	WP_223980804.1
OG0002363	WP_015200501.1	WP_223980803.1
OG0002364	WP_015197327.1	WP_223975001.1
OG0002365	WP_015199775.1	WP_224178069.1
OG0002366	WP_015199773.1	WP_224178071.1
OG0002367	WP_015198736.1	WP_223986059.1, WP_223989286.1
OG0002368	WP_015199791.1	WP_224174771.1
OG0002369	WP_015198843.1	WP_223973584.1
OG0002370	WP_015198844.1	WP_224179190.1
OG0002371	WP_015199375.1	WP_224176889.1
OG0002372	WP_015200898.1	WP_223990275.1
OG0002373	WP_015200899.1	WP_127086954.1
OG0002374	WP_015200900.1	WP_224176907.1
OG0002375	WP_015200901.1	WP_224179736.1
OG0002376	WP_015200902.1	WP_224176906.1
OG0002377	WP_015200904.1	WP_224176904.1
OG0002378	WP_015200905.1	WP_224176903.1
OG0002379	WP_015200906.1	WP_224176902.1
OG0002380	WP_015200137.1	WP_019494766.1
OG0002381	WP_015200136.1	WP_019494767.1
OG0002382	WP_015199180.1	WP_224176993.1
OG0002383	WP_015200330.1	WP_224177690.1
OG0002384	WP_015200967.1	WP_224176355.1
OG0002385	WP_015199542.1	WP_223975838.1
OG0002386	WP_015199541.1	WP_223975833.1
OG0002387	WP_015198592.1	WP_224178748.1
OG0002388	WP_015198590.1	WP_223990840.1
OG0002389	WP_015200935.1	WP_224178747.1
OG0002390	WP_041740243.1	WP_223976843.1
OG0002391	WP_015201025.1	WP_223972865.1
OG0002392	WP_015201027.1	WP_223972867.1
OG0002393	WP_015199719.1	WP_223986045.1
OG0002394	WP_238993786.1	WP_223972750.1
OG0002395	WP_015196538.1	WP_223987567.1
OG0002396	WP_041740992.1	WP_224175438.1
OG0002397	WP_015199883.1	WP_223972937.1
OG0002398	WP_015196211.1	WP_223979960.1
OG0002399	WP_015196857.1	WP_223987888.1
OG0002400	WP_015200560.1	WP_223985570.1
OG0002401	WP_015197649.1	WP_224175472.1
OG0002402	WP_015197650.1	WP_223977704.1
OG0002403	WP_015198727.1	WP_223978042.1
OG0002404	WP_015198506.1	WP_224177944.1
OG0002405	WP_015200025.1	WP_224179585.1
OG0002406	WP_015197307.1	WP_223989455.1
OG0002407	WP_015197308.1	WP_223989457.1
OG0002408	WP_015197309.1	WP_224177615.1
OG0002409	WP_015197310.1	WP_223989544.1
OG0002410	WP_015197496.1	WP_223989464.1
OG0002411	WP_015197495.1	WP_224177614.1
OG0002412	WP_015196204.1	WP_224176637.1
OG0002413	WP_015200468.1	WP_223976845.1
OG0002414	WP_015200293.1	WP_019492432.1
OG0002415	WP_015200291.1	WP_223974087.1
OG0002416	WP_015200289.1	WP_223974089.1
OG0002417	WP_041740876.1	WP_224178255.1
OG0002418	WP_015200287.1	WP_223974091.1
OG0002419	WP_041739901.1	WP_223974093.1
OG0002420	WP_015200284.1	WP_019492440.1
OG0002421	WP_015200283.1	WP_223974095.1
OG0002422	WP_015200523.1	WP_224177903.1
OG0002423	WP_015200527.1	WP_223975811.1
OG0002424	WP_015200528.1	WP_224177907.1
OG0002425	WP_015198549.1	WP_224175278.1
OG0002426	WP_015200703.1	WP_223973132.1
OG0002427	WP_015198782.1	WP_223987745.1
OG0002428	WP_015199350.1	WP_223982077.1
OG0002429	WP_015196752.1	WP_224177288.1
OG0002430	WP_015196793.1	WP_223974014.1
OG0002431	WP_015196863.1	WP_224173932.1
OG0002432	WP_015196861.1	WP_224173933.1
OG0002433	WP_015197455.1	WP_224179520.1
OG0002434	WP_015197456.1	WP_223989521.1
OG0002435	WP_015197458.1	WP_223989547.1
OG0002436	WP_015197459.1	WP_223989546.1
OG0002437	WP_015199756.1	WP_223989526.1
OG0002438	WP_015201094.1	WP_224177600.1
OG0002439	WP_015200230.1	WP_127081973.1
OG0002440	WP_015200228.1	WP_224179209.1
OG0002441	WP_015196629.1	WP_223986244.1
OG0002442	WP_015196631.1	WP_224179206.1
OG0002443	WP_015196633.1	WP_224176433.1
OG0002444	WP_015196634.1	WP_224179205.1
OG0002445	WP_015199077.1	WP_223973669.1
OG0002446	WP_015199078.1	WP_223973667.1
OG0002447	WP_015199079.1	WP_073622920.1
OG0002448	WP_015199080.1	WP_223983119.1
OG0002449	WP_015200853.1	WP_223983547.1
OG0002450	WP_015200854.1	WP_019491979.1
OG0002451	WP_015200855.1	WP_073620788.1
OG0002452	WP_015200856.1	WP_223983544.1
OG0002453	WP_015200857.1	WP_223983541.1
OG0002454	WP_015200858.1	WP_223983538.1
OG0002455	WP_015200859.1	WP_019491984.1
OG0002456	WP_015200860.1	WP_019491985.1
OG0002457	WP_015200861.1	WP_019491986.1
OG0002458	WP_015200863.1	WP_223983536.1
OG0002459	WP_015200864.1	WP_223983533.1
OG0002460	WP_015200865.1	WP_127084374.1
OG0002461	WP_015200866.1	WP_073620794.1
OG0002462	WP_015200867.1	WP_127084373.1
OG0002463	WP_015200868.1	WP_127084372.1
OG0002464	WP_015200869.1	WP_223983516.1
OG0002465	WP_015200870.1	WP_127084370.1
OG0002466	WP_015200871.1	WP_223983513.1
OG0002467	WP_015200872.1	WP_019491996.1
OG0002468	WP_015200873.1	WP_223983485.1
OG0002469	WP_015200874.1	WP_019491998.1
OG0002470	WP_015200876.1	WP_223983464.1
OG0002471	WP_015200877.1	WP_019492001.1
OG0002472	WP_015200878.1	WP_019492002.1
OG0002473	WP_015200879.1	WP_223983461.1
OG0002474	WP_015200880.1	WP_073620803.1
OG0002475	WP_015200881.1	WP_223983457.1
OG0002476	WP_015200882.1	WP_026093137.1
OG0002477	WP_015200883.1	WP_127084365.1
OG0002478	WP_015200066.1	WP_223987761.1
OG0002479	WP_041739856.1	WP_224179240.1
OG0002480	WP_015200064.1	WP_224179241.1
OG0002481	WP_238993726.1	WP_224179242.1
OG0002482	WP_015196458.1	WP_073618660.1
OG0002483	WP_015198574.1	WP_224178253.1
OG0002484	WP_015198575.1	WP_223974103.1
OG0002485	WP_015198579.1	WP_223974099.1
OG0002486	WP_015198580.1	WP_224178254.1
OG0002487	WP_015200255.1	WP_224175016.1
OG0002488	WP_015196206.1	WP_224179525.1
OG0002489	WP_015199363.1	WP_224178430.1
OG0002490	WP_015196959.1	WP_223976123.1
OG0002491	WP_015196315.1	WP_224177550.1
OG0002492	WP_015196314.1	WP_223976406.1
OG0002493	WP_015196313.1	WP_223976408.1
OG0002494	WP_015199098.1	WP_224179626.1
OG0002495	WP_015199050.1	WP_224174627.1
OG0002496	WP_015199049.1	WP_224174628.1
OG0002497	WP_015199234.1	WP_127084020.1
OG0002498	WP_015198980.1	WP_224177957.1
OG0002499	WP_015197090.1	WP_224177939.1
OG0002500	WP_015200775.1	WP_224177937.1
OG0002501	WP_041739983.1	WP_224177936.1
OG0002502	WP_015201039.1	WP_224177681.1
OG0002503	WP_015200658.1	WP_224177603.1
OG0002504	WP_015200657.1	WP_019493310.1
OG0002505	WP_015199059.1	WP_223973522.1
OG0002506	WP_015199060.1	WP_223973520.1
OG0002507	WP_015200815.1	WP_019488580.1
OG0002508	WP_083866344.1	WP_223973656.1
OG0002509	WP_015198703.1	WP_224178799.1
OG0002510	WP_015198704.1	WP_224178798.1
OG0002511	WP_015199627.1	WP_224177534.1
OG0002512	WP_015196591.1	WP_224177618.1
OG0002513	WP_015199169.1	WP_224177620.1
OG0002514	WP_015199168.1	WP_223989432.1
OG0002515	WP_015199502.1	WP_224179482.1
OG0002516	WP_015196532.1	WP_224177864.1
OG0002517	WP_015199935.1	WP_223990246.1
OG0002518	WP_015199936.1	WP_223990248.1
OG0002519	WP_015199937.1	WP_223990250.1
OG0002520	WP_015199938.1	WP_127083906.1
OG0002521	WP_015196499.1	WP_224175562.1
OG0002522	WP_015196500.1	WP_223978222.1
OG0002523	WP_015201064.1	WP_223972728.1
OG0002524	WP_041740030.1	WP_224175086.1
OG0002525	WP_015201062.1	WP_223972731.1
OG0002526	WP_015199067.1	WP_224178302.1
OG0002527	WP_015199063.1	WP_223973961.1
OG0002528	WP_015199543.1	WP_223986286.1
OG0002529	WP_015200791.1	WP_223989538.1
OG0002530	WP_015196967.1	WP_224175365.1
OG0002531	WP_015200792.1	WP_223989402.1
OG0002532	WP_015200553.1	WP_223973616.1
OG0002533	WP_015196482.1	WP_224178121.1
OG0002534	WP_015196622.1	WP_223972978.1
OG0002535	WP_015198536.1	WP_019490080.1
OG0002536	WP_015198537.1	WP_224175012.1
OG0002537	WP_041740688.1	WP_223990210.1
OG0002538	WP_015199703.1	WP_223977631.1
OG0002539	WP_015199704.1	WP_223977633.1
OG0002540	WP_015200556.1	WP_223972980.1
OG0002541	WP_015200555.1	WP_026092833.1
OG0002542	WP_015198532.1	WP_224177120.1
OG0002543	WP_015197321.1	WP_223980444.1
OG0002544	WP_015195916.1	WP_019493419.1
OG0002545	WP_015195915.1	WP_224177551.1
OG0002546	WP_015196303.1	WP_224175626.1
OG0002547	WP_015200195.1	WP_224178079.1
OG0002548	WP_015200194.1	WP_224178080.1
OG0002549	WP_015200193.1	WP_223974890.1
OG0002550	WP_015196562.1	WP_223976491.1
OG0002551	WP_015196563.1	WP_073616846.1
OG0002552	WP_015196565.1	WP_127078173.1
OG0002553	WP_015197313.1	WP_224175448.1
OG0002554	WP_015199173.1	WP_224177601.1
OG0002555	WP_015199346.1	WP_223989881.1
OG0002556	WP_015197608.1	WP_223978087.1
OG0002557	WP_015199343.1	WP_223989886.1
OG0002558	WP_015199340.1	WP_224176855.1
OG0002559	WP_085953335.1	WP_073623180.1
OG0002560	WP_015196540.1	WP_223989893.1
OG0002561	WP_015196541.1	WP_127085098.1
OG0002562	WP_015196542.1	WP_223989895.1
OG0002563	WP_015196543.1	WP_223989897.1
OG0002564	WP_015199961.1	WP_223981115.1
OG0002565	WP_015199545.1	WP_223986283.1
OG0002566	WP_015200790.1	WP_223989404.1
OG0002567	WP_015200789.1	WP_073620542.1
OG0002568	WP_015200788.1	WP_223989541.1
OG0002569	WP_015198653.1	WP_224177629.1
OG0002570	WP_015196556.1	WP_224177625.1
OG0002571	WP_015196555.1	WP_223989418.1
OG0002572	WP_015199415.1	WP_224178661.1
OG0002573	WP_015199416.1	WP_224178660.1
OG0002574	WP_015198740.1	WP_224178654.1
OG0002575	WP_015200262.1	WP_224179440.1
OG0002576	WP_015200261.1	WP_223985410.1
OG0002577	WP_041740241.1	WP_224176574.1
OG0002578	WP_015199322.1	WP_224178416.1
OG0002579	WP_015200111.1	WP_224174849.1
OG0002580	WP_015197575.1	WP_223977075.1
OG0002581	WP_015195861.1	WP_223971850.1
OG0002582	WP_015195862.1	WP_223971847.1
OG0002583	WP_015198570.1	WP_223976198.1
OG0002584	WP_015198569.1	WP_224177597.1
OG0002585	WP_015198568.1	WP_223976194.1
OG0002586	WP_015198567.1	WP_019493338.1
OG0002587	WP_015199056.1	WP_223976192.1
OG0002588	WP_015200184.1	WP_223974870.1
OG0002589	WP_015201053.1	WP_224176667.1
OG0002590	WP_015199579.1	WP_224177634.1
OG0002591	WP_015199580.1	WP_224177635.1
OG0002592	WP_015199676.1	WP_224174061.1
OG0002593	WP_015199677.1	WP_019490515.1
OG0002594	WP_015200185.1	WP_224179541.1
OG0002595	WP_041740865.1	WP_224178087.1
OG0002596	WP_015200189.1	WP_224178082.1
OG0002597	WP_015200190.1	WP_223974886.1
OG0002598	WP_015197213.1	WP_223971399.1
OG0002599	WP_015198508.1	WP_224177868.1
OG0002600	WP_015200549.1	WP_223989304.1
OG0002601	WP_015198512.1	WP_223989302.1
OG0002602	WP_015198510.1	WP_019493538.1
OG0002603	WP_015196230.1	WP_224174224.1
OG0002604	WP_015196229.1	WP_223970880.1
OG0002605	WP_015196228.1	WP_019490171.1
OG0002606	WP_015196226.1	WP_224178471.1
OG0002607	WP_015196225.1	WP_073620823.1
OG0002608	WP_015196221.1	WP_223973752.1
OG0002609	WP_144051079.1	WP_224175200.1
OG0002610	WP_015199933.1	WP_224173945.1
OG0002612	WP_015197557.1	WP_224175460.1
OG0002613	WP_041740792.1	WP_224177633.1
OG0002614	WP_015199576.1	WP_223989389.1
