HOG	OG	Gene Tree Parent Clade	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
N1.HOG0002901	OG0002292	n0	WP_035155831.1	WP_096654562.1					
N1.HOG0002902	OG0002293	n0	WP_035155833.1	WP_096654564.1					
N1.HOG0002903	OG0002294	n0	WP_035155845.1	WP_096660817.1					
N1.HOG0002904	OG0002295	n0	WP_035155862.1	WP_096657845.1					
N1.HOG0002905	OG0002296	n0	WP_035155863.1	WP_096661222.1					
N1.HOG0002906	OG0002297	n0	WP_035155864.1	WP_096657848.1					
N1.HOG0002907	OG0002298	n0	WP_035155867.1	WP_096657849.1					
N1.HOG0002908	OG0002299	n0	WP_035155873.1	WP_096660099.1					
N1.HOG0002909	OG0002300	n0	WP_035155875.1	WP_096660097.1					
N1.HOG0002910	OG0002301	n0	WP_035155881.1	WP_096658488.1					
N1.HOG0002911	OG0002302	n0	WP_035155884.1	WP_096653666.1					
N1.HOG0002912	OG0002303	n0	WP_035155888.1	WP_096659181.1					
N1.HOG0002913	OG0002304	n0	WP_035155899.1	WP_096660866.1					
N1.HOG0002914	OG0002305	n0	WP_035155901.1	WP_096660865.1					
N1.HOG0002915	OG0002306	n0	WP_035155919.1	WP_096658258.1					
N1.HOG0002916	OG0002307	n0	WP_035155921.1	WP_096656910.1					
N1.HOG0002917	OG0002308	n0	WP_035155926.1	WP_096656909.1					
N1.HOG0002918	OG0002309	n0	WP_035155932.1	WP_096660080.1					
N1.HOG0002919	OG0002310	n0	WP_035155935.1	WP_096658142.1					
N1.HOG0002920	OG0002311	n0	WP_035155938.1	WP_096658141.1					
N1.HOG0002921	OG0002312	n0	WP_035155941.1	WP_096658139.1					
N1.HOG0002922	OG0002313	n0	WP_035155949.1	WP_096660137.1					
N1.HOG0002923	OG0002314	n0	WP_035155953.1	WP_096660136.1					
N1.HOG0002924	OG0002315	n0	WP_035155956.1	WP_096660135.1					
N1.HOG0002925	OG0002316	n0	WP_035155959.1	WP_096660134.1					
N1.HOG0002926	OG0002317	n0	WP_035155961.1	WP_096658222.1					
N1.HOG0002927	OG0002318	n0	WP_035155964.1	WP_015116918.1					
N1.HOG0002928	OG0002319	n0	WP_035155967.1	WP_096658001.1					
N1.HOG0002929	OG0002320	n0	WP_035155969.1	WP_096658000.1					
N1.HOG0002930	OG0002321	n0	WP_035155975.1	WP_096657998.1					
N1.HOG0002931	OG0002322	n0	WP_035155978.1	WP_096657997.1					
N1.HOG0002932	OG0002323	n0	WP_035155981.1	WP_096657996.1					
N1.HOG0002933	OG0002324	n0	WP_035155984.1	WP_096661038.1					
N1.HOG0002934	OG0002325	n0	WP_035155986.1	WP_096654396.1					
N1.HOG0002935	OG0002326	n0	WP_035155992.1	WP_096654392.1					
N1.HOG0002936	OG0002327	n0	WP_035155999.1	WP_096654386.1					
N1.HOG0002937	OG0002328	n0	WP_035156000.1	WP_096661037.1					
N1.HOG0002938	OG0002329	n0	WP_035156002.1	WP_096654384.1					
N1.HOG0002939	OG0002330	n0	WP_035156005.1	WP_096654379.1					
N1.HOG0002940	OG0002331	n0	WP_035156020.1	WP_096654373.1					
N1.HOG0002941	OG0002332	n0	WP_035156025.1	WP_096654371.1					
N1.HOG0002942	OG0002333	n0	WP_035156027.1	WP_096654367.1					
N1.HOG0002943	OG0002334	n0	WP_035156028.1	WP_096654365.1					
N1.HOG0002944	OG0002335	n0	WP_035156032.1	WP_096654359.1					
N1.HOG0002945	OG0002336	n0	WP_035156036.1	WP_096657841.1					
N1.HOG0002946	OG0002337	n0	WP_035156038.1	WP_096656962.1					
N1.HOG0002947	OG0002338	n0	WP_035156046.1	WP_096660022.1					
N1.HOG0002948	OG0002339	n0	WP_035156048.1	WP_096656984.1					
N1.HOG0002949	OG0002340	n0	WP_035156051.1	WP_096656983.1					
N1.HOG0002950	OG0002341	n0	WP_035156052.1	WP_096656982.1					
N1.HOG0002951	OG0002342	n0	WP_035156059.1	WP_096658377.1					
N1.HOG0002952	OG0002343	n0	WP_035156061.1	WP_096658378.1					
N1.HOG0002953	OG0002344	n0	WP_035156066.1	WP_096658380.1					
N1.HOG0002954	OG0002345	n0	WP_035156069.1	WP_096658381.1					
N1.HOG0002955	OG0002346	n0	WP_035156075.1	WP_096661259.1					
N1.HOG0002956	OG0002347	n0	WP_035156080.1	WP_096656650.1					
N1.HOG0002957	OG0002348	n0	WP_035156083.1	WP_096656649.1					
N1.HOG0002958	OG0002349	n0	WP_035156087.1	WP_096656648.1					
N1.HOG0002959	OG0002350	n0	WP_035156090.1	WP_096656646.1					
N1.HOG0002960	OG0002351	n0	WP_035156092.1	WP_096655563.1					
N1.HOG0002961	OG0002352	n0	WP_035156094.1	WP_096655564.1					
N1.HOG0002962	OG0002353	n0	WP_035156097.1	WP_096655565.1					
N1.HOG0002963	OG0002354	n0	WP_035156103.1						
N1.HOG0002964	OG0002355	n0	WP_035156108.1	WP_096660796.1					
N1.HOG0002965	OG0002356	n0	WP_035156116.1	WP_096653309.1					
N1.HOG0002966	OG0002357	n0	WP_035156119.1	WP_096656609.1					
N1.HOG0002967	OG0002358	n0	WP_035156122.1	WP_096656610.1					
N1.HOG0002968	OG0002359	n0	WP_035156126.1	WP_096656622.1					
N1.HOG0002969	OG0002360	n0	WP_035156135.1	WP_096656203.1					
N1.HOG0002970	OG0002361	n0	WP_035156138.1	WP_096656202.1					
N1.HOG0002971	OG0002362	n0	WP_035156141.1	WP_096656201.1					
N1.HOG0002972	OG0002363	n0	WP_035156143.1	WP_096656200.1					
N1.HOG0002973	OG0002364	n0	WP_035156145.1	WP_096657669.1					
N1.HOG0002974	OG0002365	n0	WP_035156148.1	WP_096657670.1					
N1.HOG0002975	OG0002366	n0	WP_035156151.1	WP_096657672.1					
N1.HOG0002976	OG0002367	n0	WP_035156161.1	WP_096652649.1					
N1.HOG0002977	OG0002368	n0	WP_035156169.1	WP_096660940.1					
N1.HOG0002978	OG0002369	n0	WP_035156171.1	WP_096660941.1					
N1.HOG0002979	OG0002370	n0	WP_035156174.1	WP_096660944.1					
N1.HOG0002980	OG0002371	n0	WP_035156176.1	WP_096656430.1					
N1.HOG0002981	OG0002372	n0	WP_035156181.1	WP_096656417.1					
N1.HOG0002982	OG0002373	n0	WP_035156183.1	WP_096656418.1					
N1.HOG0002983	OG0002374	n0	WP_035156186.1	WP_096656419.1					
N1.HOG0002984	OG0002375	n0	WP_035156188.1	WP_096656420.1					
N1.HOG0002985	OG0002376	n0	WP_035156190.1	WP_096656421.1					
N1.HOG0002986	OG0002377	n0	WP_035156192.1	WP_096656423.1					
N1.HOG0002987	OG0002378	n0	WP_035156195.1	WP_096656424.1					
N1.HOG0002988	OG0002379	n0	WP_035156198.1	WP_096656425.1					
N1.HOG0002989	OG0002380	n0	WP_035156200.1	WP_096656426.1					
N1.HOG0002990	OG0002381	n0	WP_035156203.1	WP_096656427.1					
N1.HOG0002991	OG0002382	n0	WP_035156208.1	WP_096655568.1					
N1.HOG0002992	OG0002383	n0	WP_035156216.1	WP_096652834.1					
N1.HOG0002993	OG0002384	n0	WP_035156218.1	WP_096659740.1					
N1.HOG0002994	OG0002385	n0	WP_035156220.1	WP_096659083.1					
N1.HOG0002995	OG0002386	n0	WP_035156223.1	WP_096659082.1					
N1.HOG0002996	OG0002387	n0	WP_035156224.1	WP_096652517.1					
N1.HOG0002997	OG0002388	n0	WP_035156228.1	WP_096652522.1					
N1.HOG0002998	OG0002389	n0	WP_035156230.1	WP_096656288.1					
N1.HOG0002999	OG0002390	n0	WP_035156236.1	WP_096652676.1					
N1.HOG0003000	OG0002391	n0	WP_035156242.1	WP_096660259.1					
N1.HOG0003001	OG0002392	n0	WP_035156245.1	WP_096660261.1					
N1.HOG0003002	OG0002393	n0	WP_035156252.1	WP_096660257.1					
N1.HOG0003003	OG0002394	n0	WP_035156255.1	WP_096660253.1					
N1.HOG0003004	OG0002395	n0	WP_035156258.1	WP_096653192.1					
N1.HOG0003005	OG0002396	n0	WP_035156261.1	WP_096655952.1					
N1.HOG0003006	OG0002397	n0	WP_035156276.1	WP_096653188.1					
N1.HOG0003007	OG0002398	n0	WP_035156282.1	WP_096653281.1					
N1.HOG0003008	OG0002399	n0	WP_035156285.1	WP_096657117.1					
N1.HOG0003009	OG0002400	n0	WP_035156287.1	WP_096660197.1					
N1.HOG0003010	OG0002401	n0	WP_035156295.1	WP_096658028.1					
N1.HOG0003011	OG0002402	n0	WP_035156299.1	WP_096658010.1					
N1.HOG0003012	OG0002403	n0	WP_035156303.1	WP_096655398.1					
N1.HOG0003013	OG0002404	n0	WP_035156307.1	WP_096654450.1					
N1.HOG0003014	OG0002405	n0	WP_035156310.1	WP_096658024.1					
N1.HOG0003015	OG0002406	n0	WP_035156313.1	WP_096658136.1					
N1.HOG0003016	OG0002407	n0	WP_035156316.1	WP_096658135.1					
N1.HOG0003017	OG0002408	n0	WP_035156318.1	WP_096661240.1					
N1.HOG0003018	OG0002409	n0	WP_035156322.1	WP_096658133.1					
N1.HOG0003019	OG0002410	n0	WP_035156326.1	WP_096658130.1					
N1.HOG0003020	OG0002411	n0	WP_035156329.1	WP_096658129.1					
N1.HOG0003021	OG0002412	n0	WP_035156332.1	WP_096656704.1					
N1.HOG0003022	OG0002413	n0	WP_035156337.1	WP_096652678.1					
N1.HOG0003023	OG0002414	n0	WP_035156339.1	WP_015117729.1					
N1.HOG0003024	OG0002415	n0	WP_035156342.1	WP_096657632.1					
N1.HOG0003025	OG0002416	n0	WP_035156348.1	WP_096657630.1					
N1.HOG0003026	OG0002417	n0	WP_035156350.1	WP_096657629.1					
N1.HOG0003027	OG0002418	n0	WP_035156353.1	WP_096657627.1					
N1.HOG0003028	OG0002419	n0	WP_035156355.1	WP_096657626.1					
N1.HOG0003029	OG0002420	n0	WP_035156357.1	WP_096657624.1					
N1.HOG0003030	OG0002421	n0	WP_035156359.1	WP_096657623.1					
N1.HOG0003031	OG0002422	n0	WP_035156368.1	WP_096658195.1					
N1.HOG0003032	OG0002423	n0	WP_035156374.1	WP_096658198.1					
N1.HOG0003033	OG0002424	n0	WP_035156378.1	WP_096658199.1					
N1.HOG0003034	OG0002425	n0	WP_035156387.1	WP_096658341.1					
N1.HOG0003035	OG0002426	n0	WP_035156389.1	WP_096658340.1					
N1.HOG0003036	OG0002427	n0	WP_035156399.1	WP_096657001.1					
N1.HOG0003037	OG0002428	n0	WP_035156402.1	WP_096658986.1					
N1.HOG0003038	OG0002429	n0	WP_035156405.1	WP_096658990.1					
N1.HOG0003039	OG0002430	n0	WP_035156408.1	WP_096658366.1					
N1.HOG0003040	OG0002431	n0	WP_035156416.1	WP_096656572.1					
N1.HOG0003041	OG0002432	n0	WP_035156420.1	WP_096656571.1					
N1.HOG0003042	OG0002433	n0	WP_035156434.1	WP_096658117.1					
N1.HOG0003043	OG0002434	n0	WP_035156438.1	WP_096658118.1					
N1.HOG0003044	OG0002435	n0	WP_035156441.1	WP_096658121.1					
N1.HOG0003045	OG0002436	n0	WP_035156443.1	WP_096658122.1					
N1.HOG0003046	OG0002437	n0	WP_035156454.1	WP_096658112.1					
N1.HOG0003047	OG0002438	n0	WP_035156459.1	WP_096658111.1					
N1.HOG0003048	OG0002439	n0	WP_035156465.1	WP_096658110.1					
N1.HOG0003049	OG0002440	n0	WP_035156467.1	WP_096658109.1					
N1.HOG0003050	OG0002441	n0	WP_035156470.1	WP_096658106.1					
N1.HOG0003051	OG0002442	n0	WP_035156477.1	WP_096658104.1					
N1.HOG0003052	OG0002443	n0	WP_144416017.1, WP_035156481.1						
N1.HOG0003053	OG0002444	n0	WP_035156483.1	WP_096658103.1					
N1.HOG0003054	OG0002445	n0	WP_035156490.1	WP_096656351.1					
N1.HOG0003055	OG0002446	n0	WP_035156492.1	WP_096656350.1					
N1.HOG0003056	OG0002447	n0	WP_035156494.1	WP_096656349.1					
N1.HOG0003057	OG0002448	n0	WP_035156496.1	WP_096656348.1					
N1.HOG0003058	OG0002449	n0	WP_035156501.1	WP_096656375.1					
N1.HOG0003059	OG0002450	n0	WP_035156504.1	WP_096656376.1					
N1.HOG0003060	OG0002451	n0	WP_035156507.1	WP_096656377.1					
N1.HOG0003061	OG0002452	n0	WP_035156510.1	WP_096656378.1					
N1.HOG0003062	OG0002453	n0	WP_035156514.1	WP_096656379.1					
N1.HOG0003063	OG0002454	n0	WP_035156516.1	WP_096656380.1					
N1.HOG0003064	OG0002455	n0	WP_035156519.1	WP_096656381.1					
N1.HOG0003065	OG0002456	n0	WP_035156522.1	WP_096656382.1					
N1.HOG0003066	OG0002457	n0	WP_035156524.1	WP_096656383.1					
N1.HOG0003067	OG0002458	n0	WP_035156527.1	WP_096656385.1					
N1.HOG0003068	OG0002459	n0	WP_035156530.1	WP_096656386.1					
N1.HOG0003069	OG0002460	n0	WP_035156534.1	WP_096656387.1					
N1.HOG0003070	OG0002461	n0	WP_035156538.1	WP_096656388.1					
N1.HOG0003071	OG0002462	n0	WP_035156540.1	WP_096656389.1					
N1.HOG0003072	OG0002463	n0	WP_035156543.1	WP_096656390.1					
N1.HOG0003073	OG0002464	n0	WP_035156545.1	WP_096656391.1					
N1.HOG0003074	OG0002465	n0	WP_035156547.1	WP_096656392.1					
N1.HOG0003075	OG0002466	n0	WP_035156549.1	WP_096656393.1					
N1.HOG0003076	OG0002467	n0	WP_035156552.1	WP_096656394.1					
N1.HOG0003077	OG0002468	n0	WP_035156555.1	WP_015118724.1					
N1.HOG0003078	OG0002469	n0	WP_035156557.1	WP_096656395.1					
N1.HOG0003079	OG0002470	n0	WP_035156561.1	WP_096656397.1					
N1.HOG0003080	OG0002471	n0	WP_035156563.1	WP_096656398.1					
N1.HOG0003081	OG0002472	n0	WP_035156565.1	WP_096656399.1					
N1.HOG0003082	OG0002473	n0	WP_035156568.1	WP_096656400.1					
N1.HOG0003083	OG0002474	n0	WP_035156570.1	WP_096656401.1					
N1.HOG0003084	OG0002475	n0	WP_035156572.1	WP_096656402.1					
N1.HOG0003085	OG0002476	n0	WP_035156574.1	WP_096656403.1					
N1.HOG0003086	OG0002477	n0	WP_035156580.1	WP_096656404.1					
N1.HOG0003087	OG0002478	n0	WP_035156589.1	WP_096654504.1					
N1.HOG0003088	OG0002479	n0	WP_035156590.1	WP_096654502.1					
N1.HOG0003089	OG0002480	n0	WP_035156592.1	WP_096654500.1					
N1.HOG0003090	OG0002481	n0	WP_035156595.1	WP_096654490.1					
N1.HOG0003091	OG0002482	n0	WP_035156603.1	WP_096657616.1					
N1.HOG0003092	OG0002483	n0	WP_035156605.1	WP_096657618.1					
N1.HOG0003093	OG0002484	n0	WP_035156607.1	WP_096657619.1					
N1.HOG0003094	OG0002485	n0	WP_035156613.1	WP_096657621.1					
N1.HOG0003095	OG0002486	n0	WP_035156615.1	WP_096657622.1					
N1.HOG0003096	OG0002487	n0	WP_035156617.1	WP_096656592.1					
N1.HOG0003097	OG0002488	n0	WP_035156621.1	WP_096654745.1					
N1.HOG0003098	OG0002489	n0	WP_035156637.1	WP_096657653.1					
N1.HOG0003099	OG0002490	n0	WP_035156645.1	WP_096656941.1					
N1.HOG0003100	OG0002491	n0	WP_035156653.1	WP_096656452.1					
N1.HOG0003101	OG0002492	n0	WP_035156655.1	WP_096656453.1					
N1.HOG0003102	OG0002493	n0	WP_035156656.1	WP_096656454.1					
N1.HOG0003103	OG0002494	n0	WP_035156662.1	WP_096656504.1					
N1.HOG0003104	OG0002495	n0	WP_035156664.1	WP_096656740.1					
N1.HOG0003105	OG0002496	n0	WP_035156666.1	WP_096656741.1					
N1.HOG0003106	OG0002497	n0	WP_035156671.1	WP_096654815.1					
N1.HOG0003107	OG0002498	n0	WP_035156674.1	WP_096654819.1					
N1.HOG0003108	OG0002499	n0	WP_035156681.1	WP_096655916.1					
N1.HOG0003109	OG0002500	n0	WP_035156692.1	WP_096655911.1					
N1.HOG0003110	OG0002501	n0	WP_035156695.1	WP_096655910.1					
N1.HOG0003111	OG0002502	n0	WP_035156701.1	WP_096656198.1					
N1.HOG0003112	OG0002503	n0	WP_035156709.1	WP_096656197.1					
N1.HOG0003113	OG0002504	n0	WP_035156712.1	WP_096656196.1					
N1.HOG0003114	OG0002505	n0	WP_035156717.1	WP_096657004.1					
N1.HOG0003115	OG0002506	n0	WP_035156719.1	WP_096657005.1					
N1.HOG0003116	OG0002507	n0	WP_035156721.1	WP_096657006.1					
N1.HOG0003117	OG0002508	n0	WP_035156723.1	WP_096657007.1					
N1.HOG0003118	OG0002509	n0	WP_035156726.1	WP_096657008.1					
N1.HOG0003119	OG0002510	n0	WP_035156728.1	WP_096657009.1					
N1.HOG0003120	OG0002511	n0	WP_035156732.1	WP_096656297.1					
N1.HOG0003121	OG0002512	n0	WP_035156735.1	WP_096654436.1					
N1.HOG0003122	OG0002513	n0	WP_035156737.1	WP_096654440.1					
N1.HOG0003123	OG0002514	n0	WP_035156739.1	WP_096654442.1					
N1.HOG0003124	OG0002515	n0	WP_035156744.1	WP_096660194.1					
N1.HOG0003125	OG0002516	n0	WP_035156747.1	WP_096658165.1					
N1.HOG0003126	OG0002517	n0	WP_035156750.1	WP_096658166.1					
N1.HOG0003127	OG0002518	n0	WP_035156753.1	WP_096658167.1					
N1.HOG0003128	OG0002519	n0	WP_035156755.1	WP_096658168.1					
N1.HOG0003129	OG0002520	n0	WP_035156757.1	WP_096658169.1					
N1.HOG0003130	OG0002521	n0	WP_035156763.1	WP_096655621.1					
N1.HOG0003131	OG0002522	n0	WP_035156765.1	WP_096661081.1					
N1.HOG0003132	OG0002523	n0	WP_035156767.1	WP_096652793.1					
N1.HOG0003133	OG0002524	n0	WP_035156769.1	WP_096652795.1					
N1.HOG0003134	OG0002525	n0	WP_035156771.1	WP_096660976.1					
N1.HOG0003135	OG0002526	n0	WP_035156783.1	WP_096658368.1					
N1.HOG0003136	OG0002527	n0	WP_035156790.1	WP_096658371.1					
N1.HOG0003137	OG0002528	n0	WP_035156801.1	WP_096656956.1					
N1.HOG0003138	OG0002529	n0	WP_035156803.1	WP_096654422.1					
N1.HOG0003139	OG0002530	n0	WP_035156805.1	WP_096655615.1					
N1.HOG0003140	OG0002531	n0	WP_035156808.1	WP_096654424.1					
N1.HOG0003141	OG0002532	n0	WP_035156816.1	WP_096660712.1					
N1.HOG0003142	OG0002533	n0	WP_035156819.1	WP_096653236.1					
N1.HOG0003143	OG0002534	n0	WP_035156820.1	WP_096660850.1					
N1.HOG0003144	OG0002535	n0	WP_035156824.1	WP_096656313.1					
N1.HOG0003145	OG0002536	n0	WP_035156825.1	WP_096656312.1					
N1.HOG0003146	OG0002537	n0	WP_035156827.1	WP_096654663.1					
N1.HOG0003147	OG0002538	n0	WP_035156828.1	WP_096654669.1					
N1.HOG0003148	OG0002539	n0	WP_035156829.1	WP_096654671.1					
N1.HOG0003149	OG0002540	n0	WP_035156837.1	WP_096660708.1					
N1.HOG0003150	OG0002541	n0	WP_035156841.1	WP_096661348.1					
N1.HOG0003151	OG0002542	n0	WP_035156844.1	WP_096657902.1					
N1.HOG0003152	OG0002543	n0	WP_035156847.1	WP_096654351.1					
N1.HOG0003153	OG0002544	n0	WP_035156853.1	WP_096656448.1					
N1.HOG0003154	OG0002545	n0	WP_035156855.1	WP_096656447.1					
N1.HOG0003155	OG0002546	n0	WP_035156862.1	WP_096659325.1					
N1.HOG0003156	OG0002547	n0	WP_035156880.1	WP_096657676.1					
N1.HOG0003157	OG0002548	n0	WP_035156883.1	WP_096661214.1					
N1.HOG0003158	OG0002549	n0	WP_035156885.1	WP_096657677.1					
N1.HOG0003159	OG0002550	n0	WP_035156887.1	WP_096661176.1					
N1.HOG0003160	OG0002551	n0	WP_035156890.1	WP_096661175.1					
N1.HOG0003161	OG0002552	n0	WP_035156893.1	WP_096656992.1					
N1.HOG0003162	OG0002553	n0	WP_035156903.1	WP_096656328.1					
N1.HOG0003163	OG0002554	n0	WP_035156906.1	WP_096656151.1					
N1.HOG0003164	OG0002555	n0	WP_035156910.1	WP_096658403.1					
N1.HOG0003165	OG0002556	n0	WP_035156914.1	WP_096655183.1					
N1.HOG0003166	OG0002557	n0	WP_035156920.1	WP_096658399.1					
N1.HOG0003167	OG0002558	n0	WP_035156924.1	WP_096658397.1					
N1.HOG0003168	OG0002559	n0	WP_035156927.1	WP_096658396.1					
N1.HOG0003169	OG0002560	n0	WP_035156929.1	WP_096658395.1					
N1.HOG0003170	OG0002561	n0	WP_035156931.1	WP_096658394.1					
N1.HOG0003171	OG0002562	n0	WP_035156933.1	WP_096658393.1					
N1.HOG0003172	OG0002563	n0	WP_035156935.1	WP_096658392.1					
N1.HOG0003173	OG0002564	n0	WP_035156939.1	WP_096659694.1					
N1.HOG0003174	OG0002565	n0	WP_035156946.1	WP_096656957.1					
N1.HOG0003175	OG0002566	n0	WP_035156948.1	WP_096654420.1					
N1.HOG0003176	OG0002567	n0	WP_035156951.1	WP_096654418.1					
N1.HOG0003177	OG0002568	n0	WP_035156954.1	WP_096654416.1					
N1.HOG0003178	OG0002569	n0	WP_035156957.1	WP_096654412.1					
N1.HOG0003179	OG0002570	n0	WP_035156961.1	WP_096654160.1					
N1.HOG0003180	OG0002571	n0	WP_035156963.1	WP_096654158.1					
N1.HOG0003181	OG0002572	n0	WP_035156966.1	WP_096656657.1					
N1.HOG0003182	OG0002573	n0	WP_035156969.1	WP_096656658.1					
N1.HOG0003183	OG0002574	n0	WP_035156971.1	WP_096656665.1					
N1.HOG0003184	OG0002575	n0	WP_035156975.1	WP_096655443.1					
N1.HOG0003185	OG0002576	n0	WP_035156977.1	WP_096655445.1					
N1.HOG0003186	OG0002577	n0	WP_035156994.1	WP_096656330.1					
N1.HOG0003187	OG0002578	n0	WP_035157002.1	WP_096660024.1					
N1.HOG0003188	OG0002579	n0	WP_035157040.1	WP_096657723.1					
N1.HOG0003189	OG0002580	n0	WP_035157042.1	WP_096657830.1					
N1.HOG0003190	OG0002581	n0	WP_035157050.1	WP_096656901.1					
N1.HOG0003191	OG0002582	n0	WP_035157052.1	WP_096656900.1					
N1.HOG0003192	OG0002583	n0	WP_035157054.1	WP_096658030.1					
N1.HOG0003193	OG0002584	n0	WP_035157055.1	WP_096658031.1					
N1.HOG0003194	OG0002585	n0	WP_035157057.1	WP_096658032.1					
N1.HOG0003195	OG0002586	n0	WP_035157058.1	WP_096658033.1					
N1.HOG0003196	OG0002587	n0	WP_035157059.1	WP_096658034.1					
N1.HOG0003197	OG0002588	n0	WP_035157061.1	WP_096656939.1					
N1.HOG0003198	OG0002589	n0	WP_035157066.1	WP_096657919.1					
N1.HOG0003199	OG0002590	n0	WP_035157069.1	WP_096654257.1					
N1.HOG0003200	OG0002591	n0	WP_035157071.1	WP_096654259.1					
N1.HOG0003201	OG0002592	n0	WP_035157080.1	WP_096658246.1					
N1.HOG0003202	OG0002593	n0	WP_035157082.1	WP_015116850.1					
N1.HOG0003203	OG0002594	n0	WP_035157086.1	WP_096657751.1					
N1.HOG0003204	OG0002595	n0	WP_035157088.1	WP_096657752.1					
N1.HOG0003205	OG0002596	n0	WP_035157097.1	WP_096657680.1					
N1.HOG0003206	OG0002597	n0	WP_035157101.1	WP_096657679.1					
N1.HOG0003207	OG0002598	n0	WP_035157106.1	WP_096657853.1					
N1.HOG0003208	OG0002599	n0	WP_035157109.1	WP_096656769.1					
N1.HOG0003209	OG0002600	n0	WP_035157117.1	WP_096658074.1					
N1.HOG0003210	OG0002601	n0	WP_035157122.1	WP_096661234.1					
N1.HOG0003211	OG0002602	n0	WP_035157124.1	WP_096658073.1					
N1.HOG0003212	OG0002603	n0	WP_035157125.1	WP_096661283.1					
N1.HOG0003213	OG0002604	n0	WP_035157126.1	WP_096658889.1					
N1.HOG0003214	OG0002605	n0	WP_035157128.1	WP_096658891.1					
N1.HOG0003215	OG0002606	n0	WP_035157133.1	WP_096658897.1					
N1.HOG0003216	OG0002607	n0	WP_035157136.1	WP_096658899.1					
N1.HOG0003217	OG0002608	n0	WP_035157141.1	WP_096658907.1					
N1.HOG0003218	OG0002609	n0	WP_035157146.1	WP_096660710.1					
N1.HOG0003219	OG0002610	n0	WP_035157147.1	WP_096657907.1					
N1.HOG0003220	OG0002611	n0	WP_035157149.1	WP_096661641.1					
N1.HOG0003221	OG0002612	n0	WP_035157154.1	WP_096655752.1					
N1.HOG0003222	OG0002613	n0	WP_035157157.1	WP_096654253.1					
N1.HOG0003223	OG0002614	n0	WP_035157159.1	WP_096654251.1					
N1.HOG0003224	OG0002615	n0	WP_035157161.1	WP_096661036.1					
N1.HOG0003225	OG0002616	n0	WP_035157165.1	WP_096654241.1					
N1.HOG0003226	OG0002617	n0	WP_035157167.1	WP_096660064.1					
N1.HOG0003227	OG0002618	n0	WP_035157170.1	WP_096660065.1					
N1.HOG0003228	OG0002619	n0	WP_035157173.1	WP_096654572.1					
N1.HOG0003229	OG0002620	n0	WP_035157175.1	WP_096654570.1					
N1.HOG0003230	OG0002621	n0	WP_035157179.1	WP_096655225.1					
N1.HOG0003231	OG0002622	n0	WP_035157181.1	WP_096655223.1					
N1.HOG0003232	OG0002623	n0	WP_035157200.1	WP_096657057.1					
N1.HOG0003233	OG0002624	n0	WP_035157216.1	WP_096655356.1					
N1.HOG0003234	OG0002625	n0	WP_035157218.1	WP_096657570.1					
N1.HOG0003235	OG0002626	n0	WP_035157225.1	WP_096657574.1					
N1.HOG0003236	OG0002627	n0	WP_035157237.1	WP_096656369.1					
N1.HOG0003237	OG0002628	n0	WP_035157239.1	WP_096656368.1					
N1.HOG0003238	OG0002629	n0	WP_035157242.1	WP_096657079.1					
N1.HOG0003239	OG0002630	n0	WP_035157249.1	WP_096659095.1					
N1.HOG0003240	OG0002631	n0	WP_035157251.1	WP_096659093.1					
N1.HOG0003241	OG0002632	n0	WP_035157253.1	WP_096659091.1					
N1.HOG0003242	OG0002633	n0	WP_035157265.1	WP_096656315.1					
N1.HOG0003243	OG0002634	n0	WP_035157271.1	WP_096655737.1, WP_096657784.1					
N1.HOG0003244	OG0002635	n0	WP_035157274.1	WP_096657783.1					
N1.HOG0003245	OG0002636	n0	WP_035157281.1	WP_096657782.1					
N1.HOG0003246	OG0002637	n0	WP_035157296.1	WP_096657767.1					
N1.HOG0003247	OG0002638	n0	WP_035157299.1	WP_096657766.1					
N1.HOG0003248	OG0002639	n0	WP_035157301.1	WP_096657763.1					
N1.HOG0003249	OG0002640	n0	WP_035157302.1	WP_096659782.1					
N1.HOG0003250	OG0002641	n0	WP_035157304.1	WP_096659780.1					
N1.HOG0003251	OG0002642	n0	WP_035157308.1	WP_096654781.1					
N1.HOG0003252	OG0002643	n0	WP_035157317.1	WP_096656702.1					
N1.HOG0003253	OG0002644	n0	WP_035157319.1	WP_096657076.1					
N1.HOG0003254	OG0002645	n0	WP_035157322.1	WP_096661211.1					
N1.HOG0003255	OG0002646	n0	WP_035157326.1, WP_035159830.1	WP_096656036.1					
N1.HOG0003256	OG0002647	n0	WP_035157328.1	WP_096660200.1					
N1.HOG0003257	OG0002648	n0	WP_035157331.1	WP_096660208.1					
N1.HOG0003258	OG0002649	n0	WP_035157337.1	WP_096660210.1					
N1.HOG0003259	OG0002650	n0	WP_035157340.1	WP_096660211.1					
N1.HOG0003260	OG0002651	n0	WP_035157345.1	WP_096654426.1					
N1.HOG0003261	OG0002652	n0	WP_035157347.1	WP_096656717.1					
N1.HOG0003262	OG0002653	n0	WP_035157349.1	WP_096654428.1					
N1.HOG0003263	OG0002654	n0	WP_035157350.1	WP_015120654.1					
N1.HOG0003264	OG0002655	n0	WP_035157352.1	WP_096654528.1					
N1.HOG0003265	OG0002656	n0	WP_035157356.1	WP_096657095.1					
N1.HOG0003266	OG0002657	n0	WP_035157360.1	WP_096658023.1					
