HOG	OG	Gene Tree Parent Clade	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
N5.HOG0003378	OG0002281	n0				WP_096692995.1	WP_096692995.1		
N5.HOG0003379	OG0002282	n0				WP_096690224.1	WP_096690224.1		
N5.HOG0003380	OG0002283	n0				WP_096688969.1	WP_096688969.1		
N5.HOG0003381	OG0002284	n0				WP_096688968.1	WP_096688968.1		
N5.HOG0003382	OG0002285	n0				WP_096694228.1	WP_096694228.1		
N5.HOG0003383	OG0002286	n0				WP_096688967.1	WP_096688967.1		
N5.HOG0003384	OG0002287	n0				WP_096688965.1	WP_096688965.1		
N5.HOG0003385	OG0002288	n0				WP_096694194.1	WP_096694194.1		
N5.HOG0003386	OG0002289	n0				WP_096694350.1	WP_096694350.1		
N5.HOG0003387	OG0002290	n0				WP_073622660.1	WP_073622660.1		
N5.HOG0003388	OG0002291	n0				WP_096684840.1	WP_096684840.1		
N5.HOG0003389	OG0002292	n0				WP_096684841.1	WP_096684841.1		
N5.HOG0003390	OG0002293	n0				WP_096684142.1	WP_096684142.1		
N5.HOG0003391	OG0002294	n0				WP_096691808.1	WP_096691808.1		
N5.HOG0003392	OG0002295	n0				WP_096691814.1	WP_096691814.1		
N5.HOG0003393	OG0002296	n0				WP_096691815.1	WP_096691815.1		
N5.HOG0003394	OG0002297	n0				WP_096691818.1	WP_096691818.1		
N5.HOG0003395	OG0002298	n0				WP_096691819.1	WP_096691819.1		
N5.HOG0003396	OG0002299	n0				WP_096694442.1	WP_096694442.1		
N5.HOG0003397	OG0002300	n0				WP_096691550.1	WP_096691550.1		
N5.HOG0003398	OG0002301	n0				WP_096692833.1	WP_096692833.1		
N5.HOG0003399	OG0002302	n0				WP_096691807.1	WP_096691807.1		
N5.HOG0003400	OG0002303	n0				WP_096687385.1	WP_096687385.1		
N5.HOG0003401	OG0002304	n0				WP_096686700.1	WP_096686700.1		
N5.HOG0003402	OG0002305	n0				WP_096687264.1	WP_096687264.1		
N5.HOG0003403	OG0002306	n0				WP_096691883.1	WP_096691883.1		
N5.HOG0003404	OG0002307	n0				WP_096686388.1	WP_096686388.1		
N5.HOG0003405	OG0002308	n0				WP_096686387.1	WP_096686387.1		
N5.HOG0003406	OG0002309	n0				WP_096684710.1	WP_096684710.1		
N5.HOG0003407	OG0002310	n0				WP_096691466.1	WP_096691466.1		
N5.HOG0003408	OG0002311	n0				WP_096691464.1	WP_096691464.1		
N5.HOG0003409	OG0002312	n0				WP_096691519.1	WP_096691519.1		
N5.HOG0003410	OG0002313	n0				WP_096689771.1	WP_096689771.1		
N5.HOG0003411	OG0002314	n0				WP_096689770.1	WP_096689770.1		
N5.HOG0003412	OG0002315	n0				WP_096687350.1	WP_096687350.1		
N5.HOG0003413	OG0002316	n0				WP_096687348.1	WP_096687348.1		
N5.HOG0003414	OG0002317	n0				WP_096691487.1	WP_096691487.1		
N5.HOG0003415	OG0002318	n0				WP_096690402.1	WP_096690402.1		
N5.HOG0003416	OG0002319	n0				WP_096688842.1	WP_096688842.1		
N5.HOG0003417	OG0002320	n0				WP_096688843.1	WP_096688843.1		
N5.HOG0003418	OG0002321	n0				WP_096688845.1	WP_096688845.1		
N5.HOG0003419	OG0002322	n0				WP_096688846.1	WP_096688846.1		
N5.HOG0003420	OG0002323	n0				WP_096688847.1	WP_096688847.1		
N5.HOG0003421	OG0002324	n0				WP_096692682.1	WP_096692682.1		
N5.HOG0003422	OG0002325	n0				WP_096692680.1	WP_096692680.1		
N5.HOG0003423	OG0002326	n0				WP_096692684.1	WP_096692684.1		
N5.HOG0003424	OG0002327	n0				WP_096692687.1	WP_096692687.1		
N5.HOG0003425	OG0002328	n0				WP_096692688.1	WP_096692688.1		
N5.HOG0003426	OG0002329	n0				WP_096692689.1	WP_096692689.1		
N5.HOG0003427	OG0002330	n0				WP_096692690.1	WP_096692690.1		
N5.HOG0003428	OG0002331	n0				WP_096692697.1	WP_096692697.1		
N5.HOG0003429	OG0002332	n0				WP_096692698.1	WP_096692698.1		
N5.HOG0003430	OG0002333	n0				WP_096692700.1	WP_096692700.1		
N5.HOG0003431	OG0002334	n0				WP_096692701.1	WP_096692701.1		
N5.HOG0003432	OG0002335	n0				WP_096692705.1	WP_096692705.1		
N5.HOG0003433	OG0002336	n0				WP_096692403.1	WP_096692403.1		
N5.HOG0003434	OG0002337	n0				WP_096687520.1	WP_096687520.1		
N5.HOG0003435	OG0002338	n0				WP_096689731.1	WP_096689731.1		
N5.HOG0003436	OG0002339	n0				WP_096685334.1	WP_096685334.1		
N5.HOG0003437	OG0002340	n0				WP_096685332.1	WP_096685332.1		
N5.HOG0003438	OG0002341	n0				WP_096685330.1	WP_096685330.1		
N5.HOG0003439	OG0002342	n0				WP_096688902.1	WP_096688902.1		
N5.HOG0003440	OG0002343	n0				WP_096688903.1	WP_096688903.1		
N5.HOG0003441	OG0002344	n0				WP_096688904.1	WP_096688904.1		
N5.HOG0003442	OG0002345	n0				WP_096688905.1	WP_096688905.1		
N5.HOG0003443	OG0002346	n0				WP_096688906.1	WP_096688906.1		
N5.HOG0003444	OG0002347	n0				WP_096692662.1	WP_096692662.1		
N5.HOG0003445	OG0002348	n0				WP_096692661.1	WP_096692661.1		
N5.HOG0003446	OG0002349	n0				WP_096692659.1	WP_096692659.1		
N5.HOG0003447	OG0002350	n0				WP_096692658.1	WP_096692658.1		
N5.HOG0003448	OG0002351	n0				WP_096692060.1	WP_096692060.1		
N5.HOG0003449	OG0002352	n0				WP_096692059.1	WP_096692059.1		
N5.HOG0003450	OG0002353	n0				WP_096692058.1	WP_096692058.1		
N5.HOG0003451	OG0002354	n2				WP_096689669.1	WP_096689669.1		
N5.HOG0003452	OG0002354	n4				WP_096686107.1	WP_096686107.1		
N5.HOG0003453	OG0002355	n0				WP_096692377.1	WP_096692377.1		
N5.HOG0003454	OG0002356	n0				WP_096692375.1	WP_096692375.1		
N5.HOG0003455	OG0002357	n0				WP_096693359.1	WP_096693359.1		
N5.HOG0003456	OG0002358	n0				WP_096693361.1	WP_096693361.1		
N5.HOG0003457	OG0002359	n0				WP_096693363.1	WP_096693363.1		
N5.HOG0003458	OG0002360	n0				WP_096691646.1	WP_096691646.1		
N5.HOG0003459	OG0002361	n0				WP_096691645.1	WP_096691645.1		
N5.HOG0003460	OG0002362	n0				WP_096691644.1	WP_096691644.1		
N5.HOG0003461	OG0002363	n0				WP_096691643.1	WP_096691643.1		
N5.HOG0003462	OG0002364	n0				WP_096690678.1	WP_096690678.1		
N5.HOG0003463	OG0002365	n0				WP_096690670.1	WP_096690670.1		
N5.HOG0003464	OG0002366	n0				WP_096690668.1	WP_096690668.1		
N5.HOG0003465	OG0002367	n0				WP_096690175.1	WP_096690175.1		
N5.HOG0003466	OG0002368	n0				WP_096689769.1	WP_096689769.1		
N5.HOG0003467	OG0002369	n0				WP_096689767.1	WP_096689767.1		
N5.HOG0003468	OG0002370	n0				WP_096689761.1	WP_096689761.1		
N5.HOG0003469	OG0002371	n0				WP_096692257.1	WP_096692257.1		
N5.HOG0003470	OG0002372	n0				WP_096692224.1	WP_096692224.1		
N5.HOG0003471	OG0002373	n0				WP_096692225.1	WP_096692225.1		
N5.HOG0003472	OG0002374	n0				WP_096692226.1	WP_096692226.1		
N5.HOG0003473	OG0002375	n0				WP_096692227.1	WP_096692227.1		
N5.HOG0003474	OG0002376	n0				WP_096692228.1	WP_096692228.1		
N5.HOG0003475	OG0002377	n0				WP_096692230.1	WP_096692230.1		
N5.HOG0003476	OG0002378	n0				WP_096692231.1	WP_096692231.1		
N5.HOG0003477	OG0002379	n0				WP_096692232.1	WP_096692232.1		
N5.HOG0003478	OG0002380	n0				WP_096692233.1	WP_096692233.1		
N5.HOG0003479	OG0002381	n0				WP_096692234.1	WP_096692234.1		
N5.HOG0003480	OG0002382	n0				WP_096694485.1	WP_096694485.1		
N5.HOG0003481	OG0002383	n0				WP_096690400.1	WP_096690400.1		
N5.HOG0003482	OG0002384	n0				WP_096693234.1	WP_096693234.1		
N5.HOG0003483	OG0002385	n0				WP_096690764.1	WP_096690764.1		
N5.HOG0003484	OG0002386	n0				WP_096690765.1	WP_096690765.1		
N5.HOG0003485	OG0002387	n0				WP_096688750.1	WP_096688750.1		
N5.HOG0003486	OG0002388	n0				WP_096688752.1	WP_096688752.1		
N5.HOG0003487	OG0002389	n0				WP_096688753.1	WP_096688753.1		
N5.HOG0003488	OG0002390	n0				WP_096691896.1	WP_096691896.1		
N5.HOG0003489	OG0002391	n0				WP_096693961.1	WP_096693961.1		
N5.HOG0003490	OG0002392	n0				WP_096685482.1	WP_096685482.1		
N5.HOG0003491	OG0002393	n0				WP_096694038.1	WP_096694038.1		
N5.HOG0003492	OG0002394	n0				WP_096686312.1	WP_096686312.1		
N5.HOG0003493	OG0002395	n0				WP_096689522.1	WP_096689522.1		
N5.HOG0003494	OG0002396	n0				WP_096685225.1	WP_096685225.1		
N5.HOG0003495	OG0002397	n0				WP_096685842.1	WP_096685842.1		
N5.HOG0003496	OG0002398	n0				WP_096694574.1	WP_096694574.1		
N5.HOG0003497	OG0002399	n0				WP_096686908.1	WP_096686908.1		
N5.HOG0003498	OG0002400	n0				WP_096687622.1	WP_096687622.1		
N5.HOG0003499	OG0002401	n0				WP_096685187.1	WP_096685187.1		
N5.HOG0003500	OG0002402	n0				WP_096692737.1	WP_096692737.1		
N5.HOG0003501	OG0002403	n0				WP_096685184.1	WP_096685184.1		
N5.HOG0003502	OG0002404	n0				WP_096690863.1	WP_096690863.1		
N5.HOG0003503	OG0002405	n0				WP_096688492.1	WP_096688492.1		
N5.HOG0003504	OG0002406	n0				WP_096691516.1	WP_096691516.1		
N5.HOG0003505	OG0002407	n0				WP_096691515.1	WP_096691515.1		
N5.HOG0003506	OG0002408	n0				WP_096691514.1	WP_096691514.1		
N5.HOG0003507	OG0002409	n0				WP_096691513.1	WP_096691513.1		
N5.HOG0003508	OG0002410	n0				WP_096691511.1	WP_096691511.1		
N5.HOG0003509	OG0002411	n0				WP_096691510.1	WP_096691510.1		
N5.HOG0003510	OG0002412	n0				WP_096692973.1	WP_096692973.1		
N5.HOG0003511	OG0002413	n0				WP_096691898.1	WP_096691898.1		
N5.HOG0003512	OG0002414	n0				WP_019492432.1	WP_019492432.1		
N5.HOG0003513	OG0002415	n0				WP_096690265.1	WP_096690265.1		
N5.HOG0003514	OG0002416	n0				WP_096690267.1	WP_096690267.1		
N5.HOG0003515	OG0002417	n0				WP_096690268.1	WP_096690268.1		
N5.HOG0003516	OG0002418	n0				WP_096690269.1	WP_096690269.1		
N5.HOG0003517	OG0002419	n0				WP_096690270.1	WP_096690270.1		
N5.HOG0003518	OG0002420	n0				WP_096690271.1	WP_096690271.1		
N5.HOG0003519	OG0002421	n0				WP_096690272.1	WP_096690272.1		
N5.HOG0003520	OG0002422	n0				WP_096690770.1	WP_096690770.1		
N5.HOG0003521	OG0002423	n0				WP_096690774.1	WP_096690774.1		
N5.HOG0003522	OG0002424	n0				WP_096690775.1	WP_096690775.1		
N5.HOG0003523	OG0002425	n0				WP_096693904.1	WP_096693904.1		
N5.HOG0003524	OG0002426	n0				WP_096684988.1	WP_096684988.1		
N5.HOG0003525	OG0002427	n0				WP_096688434.1	WP_096688434.1		
N5.HOG0003526	OG0002428	n0				WP_096691322.1	WP_096691322.1		
N5.HOG0003527	OG0002429	n0				WP_096691325.1	WP_096691325.1		
N5.HOG0003528	OG0002430	n0				WP_096690223.1	WP_096690223.1		
N5.HOG0003529	OG0002431	n0				WP_096694184.1	WP_096694184.1		
N5.HOG0003530	OG0002432	n0				WP_096688356.1	WP_096688356.1		
N5.HOG0003531	OG0002433	n0				WP_096691478.1	WP_096691478.1		
N5.HOG0003532	OG0002434	n0				WP_096691479.1	WP_096691479.1		
N5.HOG0003533	OG0002435	n0				WP_096691481.1	WP_096691481.1		
N5.HOG0003534	OG0002436	n0				WP_096691482.1	WP_096691482.1		
N5.HOG0003535	OG0002437	n0				WP_096691474.1	WP_096691474.1		
N5.HOG0003536	OG0002438	n0				WP_096691473.1	WP_096691473.1		
N5.HOG0003537	OG0002439	n0				WP_096688499.1	WP_096688499.1		
N5.HOG0003538	OG0002440	n0				WP_096688500.1	WP_096688500.1		
N5.HOG0003539	OG0002441	n0				WP_096688502.1	WP_096688502.1		
N5.HOG0003540	OG0002442	n0				WP_096694193.1	WP_096694193.1		
N5.HOG0003541	OG0002443	n0				WP_096692839.1	WP_096692839.1		
N5.HOG0003542	OG0002444	n0				WP_096688505.1	WP_096688505.1		
N5.HOG0003543	OG0002445	n0				WP_096689680.1	WP_096689680.1		
N5.HOG0003544	OG0002446	n0				WP_096689679.1	WP_096689679.1		
N5.HOG0003545	OG0002447	n0				WP_096689678.1	WP_096689678.1		
N5.HOG0003546	OG0002448	n0				WP_096689677.1	WP_096689677.1		
N5.HOG0003547	OG0002449	n0				WP_096689886.1	WP_096689886.1		
N5.HOG0003548	OG0002450	n0				WP_096689887.1	WP_096689887.1		
N5.HOG0003549	OG0002451	n0				WP_096689888.1	WP_096689888.1		
N5.HOG0003550	OG0002452	n0				WP_096689889.1	WP_096689889.1		
N5.HOG0003551	OG0002453	n0				WP_096689890.1	WP_096689890.1		
N5.HOG0003552	OG0002454	n0				WP_096689891.1	WP_096689891.1		
N5.HOG0003553	OG0002455	n0				WP_096689892.1	WP_096689892.1		
N5.HOG0003554	OG0002456	n0				WP_019491985.1	WP_019491985.1		
N5.HOG0003555	OG0002457	n0				WP_096689893.1	WP_096689893.1		
N5.HOG0003556	OG0002458	n0				WP_096689894.1	WP_096689894.1		
N5.HOG0003557	OG0002459	n0				WP_096689895.1	WP_096689895.1		
N5.HOG0003558	OG0002460	n0				WP_096689896.1	WP_096689896.1		
N5.HOG0003559	OG0002461	n0				WP_096689897.1	WP_096689897.1		
N5.HOG0003560	OG0002462	n0				WP_096689898.1	WP_096689898.1		
N5.HOG0003561	OG0002463	n0				WP_096689899.1	WP_096689899.1		
N5.HOG0003562	OG0002464	n0				WP_096689900.1	WP_096689900.1		
N5.HOG0003563	OG0002465	n0				WP_096689901.1	WP_096689901.1		
N5.HOG0003564	OG0002466	n0				WP_096689902.1	WP_096689902.1		
N5.HOG0003565	OG0002467	n0				WP_019491996.1	WP_019491996.1		
N5.HOG0003566	OG0002468	n0				WP_096689903.1	WP_096689903.1		
N5.HOG0003567	OG0002469	n0				WP_096689904.1	WP_096689904.1		
N5.HOG0003568	OG0002470	n0				WP_096689906.1	WP_096689906.1		
N5.HOG0003569	OG0002471	n0				WP_096689907.1	WP_096689907.1		
N5.HOG0003570	OG0002472	n0				WP_096689908.1	WP_096689908.1		
N5.HOG0003571	OG0002473	n0				WP_096689909.1	WP_096689909.1		
N5.HOG0003572	OG0002474	n0				WP_096689910.1	WP_096689910.1		
N5.HOG0003573	OG0002475	n0				WP_096689911.1	WP_096689911.1		
N5.HOG0003574	OG0002476	n0				WP_096689912.1	WP_096689912.1		
N5.HOG0003575	OG0002477	n0				WP_096689913.1	WP_096689913.1		
N5.HOG0003576	OG0002478	n0				WP_096688416.1	WP_096688416.1		
N5.HOG0003577	OG0002479	n0				WP_096688415.1	WP_096688415.1		
N5.HOG0003578	OG0002480	n0				WP_096688414.1	WP_096688414.1		
N5.HOG0003579	OG0002481	n0				WP_096688409.1	WP_096688409.1		
N5.HOG0003580	OG0002482	n0				WP_096690279.1	WP_096690279.1		
N5.HOG0003581	OG0002483	n0				WP_096690277.1	WP_096690277.1		
N5.HOG0003582	OG0002484	n0				WP_096690276.1	WP_096690276.1		
N5.HOG0003583	OG0002485	n0				WP_096690274.1	WP_096690274.1		
N5.HOG0003584	OG0002486	n0				WP_096690273.1	WP_096690273.1		
N5.HOG0003585	OG0002487	n0				WP_096688285.1	WP_096688285.1		
N5.HOG0003586	OG0002488	n0				WP_096689487.1	WP_096689487.1		
N5.HOG0003587	OG0002489	n0				WP_096689707.1	WP_096689707.1		
N5.HOG0003588	OG0002490	n0				WP_096690642.1	WP_096690642.1		
N5.HOG0003589	OG0002491	n0				WP_096691036.1	WP_096691036.1		
N5.HOG0003590	OG0002492	n0				WP_096691035.1	WP_096691035.1		
N5.HOG0003591	OG0002493	n0				WP_096691034.1	WP_096691034.1		
N5.HOG0003592	OG0002494	n0				WP_096687320.1	WP_096687320.1		
N5.HOG0003593	OG0002495	n0				WP_096687328.1	WP_096687328.1		
N5.HOG0003594	OG0002496	n0				WP_096687334.1	WP_096687334.1		
N5.HOG0003595	OG0002497	n0				WP_096692876.1	WP_096692876.1		
N5.HOG0003596	OG0002498	n0				WP_096688963.1	WP_096688963.1		
N5.HOG0003597	OG0002499	n0				WP_096690837.1	WP_096690837.1		
N5.HOG0003598	OG0002500	n0				WP_096690833.1	WP_096690833.1		
N5.HOG0003599	OG0002501	n0				WP_096690832.1	WP_096690832.1		
N5.HOG0003600	OG0002502	n0				WP_096690559.1	WP_096690559.1		
N5.HOG0003601	OG0002503	n0				WP_096691486.1	WP_096691486.1		
N5.HOG0003602	OG0002504	n0				WP_096694431.1	WP_096694431.1		
N5.HOG0003603	OG0002505	n0				WP_096684094.1	WP_096684094.1		
N5.HOG0003604	OG0002506	n0				WP_096684095.1	WP_096684095.1		
N5.HOG0003605	OG0002507	n0				WP_096684096.1	WP_096684096.1		
N5.HOG0003606	OG0002508	n0				WP_096693780.1	WP_096693780.1		
N5.HOG0003607	OG0002509	n0				WP_096690095.1	WP_096690095.1		
N5.HOG0003608	OG0002510	n0				WP_096690094.1	WP_096690094.1		
N5.HOG0003609	OG0002511	n0				WP_096691009.1	WP_096691009.1		
N5.HOG0003610	OG0002512	n0				WP_096690999.1	WP_096690999.1		
N5.HOG0003611	OG0002513	n0				WP_096690997.1	WP_096690997.1		
N5.HOG0003612	OG0002514	n0				WP_096690996.1	WP_096690996.1		
N5.HOG0003613	OG0002515	n0				WP_096687627.1	WP_096687627.1		
N5.HOG0003614	OG0002516	n0				WP_096689596.1	WP_096689596.1		
N5.HOG0003615	OG0002517	n0				WP_096693453.1	WP_096693453.1		
N5.HOG0003616	OG0002518	n0				WP_096693451.1	WP_096693451.1		
N5.HOG0003617	OG0002519	n0				WP_096693449.1	WP_096693449.1		
N5.HOG0003618	OG0002520	n0				WP_096693448.1	WP_096693448.1		
N5.HOG0003619	OG0002521	n0				WP_096684814.1	WP_096684814.1		
N5.HOG0003620	OG0002522	n0				WP_096684815.1	WP_096684815.1		
N5.HOG0003621	OG0002523	n0				WP_096686261.1	WP_096686261.1		
N5.HOG0003622	OG0002524	n0				WP_096686263.1	WP_096686263.1		
N5.HOG0003623	OG0002525	n0				WP_096686267.1	WP_096686267.1		
N5.HOG0003624	OG0002526	n0				WP_096690217.1	WP_096690217.1		
N5.HOG0003625	OG0002527	n0				WP_096690214.1	WP_096690214.1		
N5.HOG0003626	OG0002528	n0				WP_096688534.1	WP_096688534.1		
N5.HOG0003627	OG0002529	n0				WP_096694390.1	WP_096694390.1		
N5.HOG0003628	OG0002530	n0				WP_096693995.1	WP_096693995.1		
N5.HOG0003629	OG0002531	n0				WP_096690976.1	WP_096690976.1		
N5.HOG0003630	OG0002532	n0				WP_096694011.1	WP_096694011.1		
N5.HOG0003631	OG0002533	n0				WP_096690588.1	WP_096690588.1		
N5.HOG0003632	OG0002534	n0				WP_096685878.1	WP_096685878.1		
N5.HOG0003633	OG0002535	n0				WP_096688295.1	WP_096688295.1		
N5.HOG0003634	OG0002536	n0				WP_096688297.1	WP_096688297.1		
N5.HOG0003635	OG0002537	n0				WP_096693209.1	WP_096693209.1		
N5.HOG0003636	OG0002538	n0				WP_096693367.1	WP_096693367.1		
N5.HOG0003637	OG0002539	n0				WP_096693370.1	WP_096693370.1		
N5.HOG0003638	OG0002540	n0				WP_096685882.1	WP_096685882.1		
N5.HOG0003639	OG0002541	n0				WP_026092833.1	WP_026092833.1		
N5.HOG0003640	OG0002542	n0				WP_096691139.1	WP_096691139.1		
N5.HOG0003641	OG0002543	n0				WP_096691114.1	WP_096691114.1		
N5.HOG0003642	OG0002544	n0				WP_096691037.1	WP_096691037.1		
N5.HOG0003643	OG0002545	n0				WP_096691038.1	WP_096691038.1		
N5.HOG0003644	OG0002546	n0				WP_096684860.1	WP_096684860.1		
N5.HOG0003645	OG0002547	n0				WP_096690658.1	WP_096690658.1		
N5.HOG0003646	OG0002548	n0				WP_096690657.1	WP_096690657.1		
N5.HOG0003647	OG0002549	n0				WP_096690656.1	WP_096690656.1		
N5.HOG0003648	OG0002550	n0				WP_096691535.1	WP_096691535.1		
N5.HOG0003649	OG0002551	n0				WP_096691534.1	WP_096691534.1		
N5.HOG0003650	OG0002552	n0				WP_096691533.1	WP_096691533.1		
N5.HOG0003651	OG0002553	n0				WP_096684943.1	WP_096684943.1		
N5.HOG0003652	OG0002554	n0				WP_096691484.1	WP_096691484.1		
N5.HOG0003653	OG0002555	n0				WP_096692299.1	WP_096692299.1		
N5.HOG0003654	OG0002556	n0				WP_096684634.1	WP_096684634.1		
N5.HOG0003655	OG0002557	n0				WP_096692295.1	WP_096692295.1		
N5.HOG0003656	OG0002558	n0				WP_096692293.1	WP_096692293.1		
N5.HOG0003657	OG0002559	n0				WP_096692292.1	WP_096692292.1		
N5.HOG0003658	OG0002560	n0				WP_096692291.1	WP_096692291.1		
N5.HOG0003659	OG0002561	n0				WP_096692290.1	WP_096692290.1		
N5.HOG0003660	OG0002562	n0				WP_096692289.1	WP_096692289.1		
N5.HOG0003661	OG0002563	n0				WP_096692288.1	WP_096692288.1		
N5.HOG0003662	OG0002564	n0				WP_096691720.1	WP_096691720.1		
N5.HOG0003663	OG0002565	n0				WP_096688533.1	WP_096688533.1		
N5.HOG0003664	OG0002566	n0				WP_096690977.1	WP_096690977.1		
N5.HOG0003665	OG0002567	n0				WP_096690978.1	WP_096690978.1		
N5.HOG0003666	OG0002568	n0				WP_096694391.1	WP_096694391.1		
N5.HOG0003667	OG0002569	n0				WP_096690980.1	WP_096690980.1		
N5.HOG0003668	OG0002570	n0				WP_096690984.1	WP_096690984.1		
N5.HOG0003669	OG0002571	n0				WP_096690985.1	WP_096690985.1		
N5.HOG0003670	OG0002572	n0				WP_096694244.1	WP_096694244.1		
N5.HOG0003671	OG0002573	n0				WP_096689209.1	WP_096689209.1		
N5.HOG0003672	OG0002574	n0				WP_096689205.1	WP_096689205.1		
N5.HOG0003673	OG0002575	n0				WP_096687581.1	WP_096687581.1		
N5.HOG0003674	OG0002576	n0				WP_096687582.1	WP_096687582.1		
N5.HOG0003675	OG0002577	n0				WP_096693003.1	WP_096693003.1		
N5.HOG0003676	OG0002578	n0				WP_096689730.1	WP_096689730.1		
N5.HOG0003677	OG0002579	n0				WP_096688337.1	WP_096688337.1		
N5.HOG0003678	OG0002580	n0				WP_096691210.1	WP_096691210.1		
N5.HOG0003679	OG0002581	n0				WP_096686878.1	WP_096686878.1		
N5.HOG0003680	OG0002582	n0				WP_096686880.1	WP_096686880.1		
N5.HOG0003681	OG0002583	n0				WP_096694428.1	WP_096694428.1		
N5.HOG0003682	OG0002584	n0				WP_096691467.1	WP_096691467.1		
N5.HOG0003683	OG0002585	n0				WP_096691468.1	WP_096691468.1		
N5.HOG0003684	OG0002586	n0				WP_019493338.1	WP_019493338.1		
N5.HOG0003685	OG0002587	n0				WP_096691469.1	WP_096691469.1		
N5.HOG0003686	OG0002588	n0				WP_096690644.1	WP_096690644.1		
N5.HOG0003687	OG0002589	n0				WP_096692615.1	WP_096692615.1		
N5.HOG0003688	OG0002590	n0				WP_096690965.1	WP_096690965.1		
N5.HOG0003689	OG0002591	n0				WP_096690964.1	WP_096690964.1		
N5.HOG0003690	OG0002592	n0				WP_096687855.1	WP_096687855.1		
N5.HOG0003691	OG0002593	n0				WP_096687854.1	WP_096687854.1		
N5.HOG0003692	OG0002594	n0				WP_096690645.1	WP_096690645.1		
N5.HOG0003693	OG0002595	n0				WP_096690646.1	WP_096690646.1		
N5.HOG0003694	OG0002596	n0				WP_096690652.1	WP_096690652.1		
N5.HOG0003695	OG0002597	n0				WP_096690654.1	WP_096690654.1		
N5.HOG0003696	OG0002598	n0				WP_096687399.1	WP_096687399.1		
N5.HOG0003697	OG0002599	n0				WP_096689614.1	WP_096689614.1		
N5.HOG0003698	OG0002600	n0				WP_096689158.1	WP_096689158.1		
N5.HOG0003699	OG0002601	n0				WP_096689157.1	WP_096689157.1		
N5.HOG0003700	OG0002602	n0				WP_096689156.1	WP_096689156.1		
N5.HOG0003701	OG0002603	n0				WP_096687775.1	WP_096687775.1		
N5.HOG0003702	OG0002604	n0				WP_096687774.1	WP_096687774.1		
N5.HOG0003703	OG0002605	n0				WP_096687773.1	WP_096687773.1		
N5.HOG0003704	OG0002606	n0				WP_096689372.1	WP_096689372.1		
N5.HOG0003705	OG0002607	n0				WP_096689371.1	WP_096689371.1		
N5.HOG0003706	OG0002608	n0				WP_096688821.1	WP_096688821.1		
N5.HOG0003707	OG0002609	n0				WP_096685880.1	WP_096685880.1		
N5.HOG0003708	OG0002610	n0				WP_096686617.1	WP_096686617.1		
N5.HOG0003709	OG0002611	n0				WP_096692241.1	WP_096692241.1		
N5.HOG0003710	OG0002612	n0				WP_096684681.1	WP_096684681.1		
N5.HOG0003711	OG0002613	n0				WP_096690968.1	WP_096690968.1		
N5.HOG0003712	OG0002614	n0				WP_096690969.1	WP_096690969.1		
N5.HOG0003713	OG0002615	n0				WP_096690970.1	WP_096690970.1		
N5.HOG0003714	OG0002616	n0				WP_096690972.1	WP_096690972.1		
N5.HOG0003715	OG0002617	n0				WP_096691006.1	WP_096691006.1		
N5.HOG0003716	OG0002618	n0				WP_096694388.1	WP_096694388.1		
N5.HOG0003717	OG0002619	n0				WP_096693203.1	WP_096693203.1		
N5.HOG0003718	OG0002620	n0				WP_096694547.1	WP_096694547.1		
N5.HOG0003719	OG0002621	n0				WP_096692929.1	WP_096692929.1		
N5.HOG0003720	OG0002622	n0				WP_096692928.1	WP_096692928.1		
N5.HOG0003721	OG0002623	n0				WP_096688998.1	WP_096688998.1		
N5.HOG0003722	OG0002624	n0				WP_096685303.1	WP_096685303.1		
N5.HOG0003723	OG0002625	n0				WP_096692507.1	WP_096692507.1		
N5.HOG0003724	OG0002626	n0				WP_096694122.1	WP_096694122.1		
N5.HOG0003725	OG0002627	n0				WP_096689869.1	WP_096689869.1		
N5.HOG0003726	OG0002628	n0				WP_096689868.1	WP_096689868.1		
N5.HOG0003727	OG0002629	n0				WP_096686599.1	WP_096686599.1		
N5.HOG0003728	OG0002630	n0				WP_096687768.1	WP_096687768.1		
N5.HOG0003729	OG0002631	n0				WP_096687769.1	WP_096687769.1		
N5.HOG0003730	OG0002632	n0				WP_096687770.1	WP_096687770.1		
N5.HOG0003731	OG0002633	n0				WP_096688293.1	WP_096688293.1		
N5.HOG0003732	OG0002634	n0				WP_096688211.1	WP_096688211.1		
N5.HOG0003733	OG0002635	n0				WP_096688210.1	WP_096688210.1		
N5.HOG0003734	OG0002636	n0				WP_096689843.1	WP_096689843.1		
N5.HOG0003735	OG0002637	n0				WP_096689742.1	WP_096689742.1		
N5.HOG0003736	OG0002638	n0				WP_096689741.1	WP_096689741.1		
N5.HOG0003737	OG0002639	n0				WP_096689736.1	WP_096689736.1		
N5.HOG0003738	OG0002640	n0				WP_096684090.1	WP_096684090.1		
N5.HOG0003739	OG0002641	n0				WP_096684091.1	WP_096684091.1		
N5.HOG0003740	OG0002642	n0				WP_096689605.1	WP_096689605.1		
N5.HOG0003741	OG0002643	n0				WP_096689606.1	WP_096689606.1		
N5.HOG0003742	OG0002644	n0				WP_096694516.1	WP_096694516.1		
N5.HOG0003743	OG0002645	n0				WP_096687498.1	WP_096687498.1		
