HOG	OG	Gene Tree Parent Clade	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
N0.HOG0003895	OG0003142	n0	WP_082127468.1	WP_096654446.1	WP_096626045.1	WP_096690995.1	WP_096690995.1	WP_015199122.1	WP_223989430.1
N0.HOG0003896	OG0003143	n0	WP_144415979.1	WP_096660619.1	WP_096625767.1	WP_096693256.1	WP_096693256.1	WP_041740971.1	WP_224176358.1
N0.HOG0003897	OG0003144	n0	WP_144415984.1	WP_096660768.1	WP_096624638.1	WP_096689224.1	WP_096689224.1	WP_015196338.1	WP_224178669.1
N0.HOG0003898	OG0003145	n0	WP_144415986.1	WP_096654540.1	WP_157780607.1	WP_096691398.1	WP_096691398.1	WP_015199571.1	WP_224177052.1
N0.HOG0003899	OG0003146	n0	WP_144415987.1	WP_096660738.1	WP_096623042.1	WP_096692667.1	WP_096692667.1	WP_041739084.1	WP_224176565.1
N0.HOG0003900	OG0003147	n0	WP_144416032.1	WP_096659269.1	WP_172892821.1	WP_096691680.1	WP_096691680.1	WP_015196735.1	WP_224177149.1
N0.HOG0003901	OG0003148	n0	WP_144416038.1	WP_096661066.1	WP_096621585.1	WP_096683828.1	WP_096683828.1	WP_015199441.1	WP_223978793.1
N0.HOG0003902	OG0003149	n0	WP_144416042.1	WP_096658273.1	WP_096624386.1	WP_096691767.1	WP_096691767.1	WP_015197340.1	WP_223981353.1
N0.HOG0003903	OG0003150	n0	WP_144416058.1	WP_096660988.1	WP_096622729.1	WP_096685380.1	WP_096685380.1	WP_015199729.1	WP_224175381.1
N0.HOG0003904	OG0003151	n0	WP_144416070.1	WP_096653353.1	WP_096624485.1	WP_096690897.1	WP_096690897.1	WP_238993831.1	WP_224177694.1
N0.HOG0003905	OG0003152	n0	WP_144416094.1	WP_096657102.1	WP_231943425.1	WP_096688774.1	WP_096688774.1	WP_015198937.1	WP_223990846.1
N0.HOG0003906	OG0003153	n0	WP_144416109.1	WP_096661267.1	WP_096625946.1	WP_096692822.1	WP_096692822.1	WP_015200363.1	WP_223990636.1
N0.HOG0003907	OG0003154	n0	WP_144416110.1	WP_096658239.1	WP_096620666.1	WP_096688317.1	WP_096688317.1	WP_015200923.1	WP_223972504.1
N0.HOG0003908	OG0003155	n0	WP_144416113.1	WP_096661117.1	WP_157780787.1	WP_096690920.1	WP_096690920.1	WP_015199674.1	WP_224179365.1
N0.HOG0003909	OG0003156	n0	WP_168163404.1	WP_096659945.1	WP_096622316.1	WP_096693496.1	WP_096693496.1	WP_085953322.1	WP_170213595.1
N0.HOG0003910	OG0003157	n0	WP_168163417.1	WP_096653594.1	WP_231943114.1	WP_096694370.1	WP_096694370.1	WP_238993718.1	WP_224178386.1
N0.HOG0003911	OG0003158	n0	WP_168163427.1	WP_096655787.1	WP_096620603.1	WP_096693011.1	WP_096693011.1	WP_015199798.1	WP_223977893.1
N0.HOG0003912	OG0003159	n0	WP_201782632.1	WP_096656169.1	WP_096625605.1	WP_096685346.1	WP_096685346.1	WP_015197365.1	WP_223978241.1
N0.HOG0003913	OG0003160	n0	WP_201782633.1	WP_096657727.1	WP_197707066.1	WP_096688253.1	WP_096688253.1	WP_144051075.1	WP_224174836.1
N0.HOG0003914	OG0003161	n0	WP_201782645.1	WP_096654787.1	WP_096621742.1	WP_096689603.1	WP_096689603.1	WP_015196585.1	WP_224177865.1
N0.HOG0003915	OG0003162	n0	WP_201782646.1	WP_096658170.1	WP_096620137.1	WP_096693446.1	WP_096693446.1	WP_015199939.1	WP_224176408.1
N0.HOG0003916	OG0003163	n0	WP_201782647.1	WP_096654245.1	WP_231943166.1	WP_096689878.1	WP_096689878.1	WP_015197014.1	WP_224178492.1
N0.HOG0003917	OG0003164	n0	WP_201782650.1	WP_096661152.1	WP_096625406.1	WP_096693859.1	WP_096693859.1	WP_015198523.1	WP_224175509.1
N0.HOG0003918	OG0003165	n0	WP_201782651.1	WP_096659927.1	WP_172892771.1	WP_096692744.1	WP_096692744.1	WP_015199885.1	WP_223977689.1
N0.HOG0003919	OG0003166	n0	WP_201782652.1	WP_096654265.1	WP_096619835.1	WP_096690960.1	WP_096690960.1	WP_015199584.1	WP_223989372.1
N0.HOG0003920	OG0003167	n0	WP_201782653.1		WP_172892766.1, WP_096621282.1	WP_096685661.1	WP_096685661.1	WP_015198941.1	WP_223972829.1
N0.HOG0003921	OG0003168	n0	WP_201782664.1	WP_096652240.1	WP_231943235.1	WP_096687672.1	WP_096687672.1	WP_015196754.1	WP_223985656.1
N0.HOG0003922	OG0003169	n0	WP_201782665.1	WP_096661258.1	WP_096621058.1	WP_096692990.1	WP_096692990.1	WP_015199099.1	WP_223977865.1
N0.HOG0003923	OG0003170	n0	WP_201782667.1	WP_096660999.1	WP_096621263.1	WP_096688478.1	WP_096688478.1	WP_015200009.1	WP_223986202.1
N0.HOG0003924	OG0003171	n0	WP_201782671.1	WP_096655808.1	WP_096621371.1	WP_096694019.1	WP_096694019.1	WP_015200076.1	WP_223973039.1
N0.HOG0003925	OG0003172	n0	WP_201782676.1	WP_096654231.1, WP_096658298.1, WP_096658731.1, WP_096658108.1				WP_015197935.1	WP_224174901.1
N0.HOG0003926	OG0003173	n0	WP_201782686.1	WP_096660512.1	WP_172892786.1	WP_096686774.1	WP_096686774.1	WP_015199762.1	WP_223973302.1
N0.HOG0003927	OG0003174	n0	WP_201782689.1	WP_096660057.1	WP_172892804.1	WP_096691726.1	WP_096691726.1	WP_015200417.1	WP_223982670.1
N0.HOG0003928	OG0003175	n0	WP_201782706.1	WP_096657927.1	WP_096622510.1	WP_096692624.1	WP_096692624.1	WP_041740933.1	WP_224179719.1
N0.HOG0003929	OG0003176	n0	WP_201782709.1	WP_096658254.1	WP_231943537.1	WP_096688430.1	WP_096688430.1	WP_041740816.1	WP_224179237.1
N0.HOG0003930	OG0003177	n0	WP_201782711.1	WP_096658905.1	WP_096624211.1	WP_096689367.1	WP_096689367.1	WP_015196222.1	WP_224178408.1
N0.HOG0003931	OG0003178	n0	WP_238178337.1	WP_096656718.1	WP_096622654.1	WP_096689239.1	WP_096689239.1	WP_144051141.1	WP_224178673.1
N0.HOG0003932	OG0003179	n0	WP_238178340.1	WP_096661302.1	WP_096626475.1	WP_096694411.1	WP_096694411.1	WP_015200005.1	WP_224177331.1
N0.HOG0003933	OG0003180	n0	WP_238178352.1	WP_096658498.1	WP_096621649.1	WP_096690614.1	WP_096690614.1	WP_015200695.1	WP_224178113.1
N0.HOG0003934	OG0003181	n0	WP_238178356.1	WP_096655557.1	WP_231943398.1	WP_096692074.1	WP_096692074.1	WP_015196398.1	WP_224176976.1
N0.HOG0003935	OG0003182	n0	WP_238178366.1	WP_096661116.1	WP_096624696.1	WP_096693645.1	WP_096693645.1	WP_015197565.1	WP_224179690.1
N0.HOG0003936	OG0003183	n0	WP_238178372.1	WP_096658140.1	WP_096622670.1	WP_096691463.1	WP_096691463.1	WP_015200013.1	WP_223976204.1
N0.HOG0003937	OG0003184	n0	WP_238178377.1	WP_096654480.1	WP_096624865.1	WP_096688406.1	WP_096688406.1	WP_015200058.1	WP_224179243.1
N0.HOG0003938	OG0003185	n0	WP_238178378.1	WP_096661099.1	WP_096626167.1	WP_096690834.1	WP_096690834.1	WP_015200774.1	WP_223975685.1
N0.HOG0003939	OG0003186	n0	WP_238178380.1	WP_096659603.1	WP_157780824.1	WP_096688219.1	WP_096688219.1	WP_015200092.1	WP_223983679.1
N0.HOG0003940	OG0003187	n0	WP_238178382.1	WP_096659778.1	WP_096621267.1	WP_096684092.1	WP_096684092.1	WP_015196992.1	WP_224175436.1
N0.HOG0003941	OG0003188	n0	WP_238178392.1	WP_096656359.1	WP_096623533.1	WP_096691826.1	WP_096691826.1	WP_041740040.1	WP_224177225.1
N0.HOG0003942	OG0003189	n0	WP_238178394.1	WP_096658532.1	WP_096625218.1	WP_096690231.1	WP_096690231.1	WP_015196875.1	WP_019492404.1
N0.HOG0003943	OG0003190	n0	WP_238178395.1	WP_096661059.1	WP_096622045.1	WP_096689590.1	WP_096689590.1	WP_015200481.1	WP_224177863.1
N0.HOG0003944	OG0003191	n0	WP_238178400.1	WP_096661068.1	WP_231943208.1	WP_096688455.1	WP_096688455.1	WP_041739252.1	WP_224179229.1
N0.HOG0003945	OG0003192	n0	WP_238178406.1	WP_096661016.1	WP_096624734.1	WP_096693001.1	WP_096693001.1	WP_238993790.1	WP_224179713.1
N0.HOG0003946	OG0003193	n0	WP_238178409.1	WP_096655674.1	WP_096619829.1	WP_096688729.1	WP_096688729.1	WP_015198890.1	WP_224178515.1
N0.HOG0003947	OG0003194	n0	WP_238178412.1	WP_096659448.1	WP_096624262.1	WP_096687296.1	WP_096687296.1	WP_015200052.1	WP_224174619.1
N0.HOG0003948	OG0003195	n0	WP_238178422.1		WP_096625442.1, WP_096622385.1	WP_096687692.1	WP_096687692.1	WP_015199967.1	WP_223972597.1
N0.HOG0003949	OG0003196	n0	WP_238178429.1	WP_096652551.1	WP_096620694.1	WP_096687953.1	WP_096687953.1		WP_224179286.1, WP_224175908.1
N0.HOG0003950	OG0003197	n0	WP_238178430.1	WP_096655516.1	WP_231943260.1	WP_096684080.1	WP_096684080.1	WP_238993834.1	WP_223978738.1
N0.HOG0003951	OG0003198	n0	WP_238178436.1	WP_096655776.1	WP_096622628.1	WP_096688744.1	WP_096688744.1	WP_015199622.1	WP_223983893.1
N0.HOG0003952	OG0003199	n0	WP_238178444.1	WP_096653389.1, WP_096660568.1	WP_096623410.1	WP_096687480.1	WP_096687480.1		WP_223971665.1
N0.HOG0003953	OG0003200	n0	WP_238178466.1			WP_096684323.1, WP_096688667.1	WP_096684323.1, WP_096688667.1	WP_015197057.1	WP_223990799.1
N0.HOG0003954	OG0003201	n0	WP_238178496.1		WP_231943096.1	WP_096694237.1	WP_096694237.1	WP_015198668.1	WP_224175211.1, WP_224179182.1
N0.HOG0003955	OG0003202	n0	WP_238178501.1	WP_096660678.1	WP_096623876.1	WP_096689094.1	WP_096689094.1	WP_015199221.1	WP_223986362.1
N0.HOG0003956	OG0003203	n0	WP_238178502.1	WP_096661337.1	WP_096623154.1	WP_096691941.1	WP_096691941.1	WP_015200715.1	WP_223976889.1
N0.HOG0003957	OG0003204	n0	WP_238178507.1	WP_096658234.1	WP_096622096.1	WP_096691621.1	WP_096691621.1	WP_015196143.1	WP_223980696.1
N0.HOG0003958	OG0003205	n0	WP_238178514.1	WP_096661046.1	WP_096623477.1	WP_096691399.1	WP_096691399.1	WP_015199567.1	WP_223980223.1
N0.HOG0003959	OG0003206	n0	WP_238178516.1	WP_096652753.1	WP_231943074.1	WP_096694498.1	WP_096694498.1	WP_015200355.1	WP_223976761.1
N0.HOG0003960	OG0003207	n0	WP_238178521.1	WP_096658321.1	WP_096624471.1			WP_015200723.1	WP_224177736.1, WP_224177737.1, WP_223978890.1
N0.HOG0003961	OG0003208	n0	WP_238178523.1	WP_096655179.1	WP_096620728.1	WP_096690076.1	WP_096690076.1	WP_015200832.1	WP_223984806.1
N0.HOG0003962	OG0003209	n0	WP_238178525.1	WP_096652909.1	WP_096622321.1	WP_096693971.1	WP_096693971.1	WP_041740966.1	WP_224175167.1
N0.HOG0003963	OG0003210	n0	WP_238178526.1	WP_096661161.1	WP_096621255.1	WP_096689451.1	WP_096689451.1	WP_015197297.1	WP_224177760.1
N0.HOG0003964	OG0003211	n0	WP_238178528.1	WP_096656880.1	WP_096622858.1	WP_096688600.1	WP_096688600.1	WP_015197376.1	WP_224174820.1
N0.HOG0003965	OG0003212	n0	WP_238178534.1	WP_096656990.1	WP_096623772.1	WP_096691531.1	WP_096691531.1	WP_015196567.1	WP_224177526.1
N0.HOG0003966	OG0003213	n0	WP_238178539.1	WP_096656160.1	WP_096625593.1	WP_096688290.1	WP_096688290.1	WP_015196341.1	WP_223972538.1
N0.HOG0003967	OG0003214	n0	WP_238178541.1	WP_096656947.1	WP_096622241.1	WP_096691530.1	WP_096691530.1	WP_015199411.1	WP_223976483.1
N0.HOG0003968	OG0003215	n0	WP_238178543.1	WP_096653271.1	WP_231943512.1	WP_096694402.1	WP_096694402.1	WP_015199741.1	WP_019494482.1
N0.HOG0003969	OG0003216	n0	WP_238178544.1	WP_096658509.1	WP_096624967.1	WP_096693613.1	WP_096693613.1	WP_015200720.1	WP_223978823.1
N0.HOG0003970	OG0003217	n0	WP_256388815.1	WP_096656128.1	WP_231943133.1	WP_096693644.1	WP_096693644.1	WP_015197564.1	WP_223978872.1
N0.HOG0003971	OG0003218	n0		WP_096652100.1		WP_096688826.1, WP_096688078.1, WP_096687991.1	WP_096688826.1, WP_096688078.1, WP_096687991.1		
N0.HOG0003972	OG0003219	n0		WP_096652146.1, WP_096657941.1, WP_096657944.1		WP_096685002.1	WP_096685002.1	WP_015196670.1	WP_224175282.1
N0.HOG0003973	OG0003220	n0		WP_096652231.1		WP_096693101.1, WP_096693102.1	WP_096693101.1, WP_096693102.1		WP_223977480.1, WP_223977481.1
N0.HOG0003974	OG0003221	n2		WP_096652290.1					WP_224174734.1
N0.HOG0003975	OG0003221	n3		WP_096656446.1		WP_096691053.1	WP_096691053.1		WP_224174733.1
N0.HOG0003976	OG0003222	n1		WP_096653325.1	WP_096620488.1				
N0.HOG0003977	OG0003222	n2		WP_096652647.1	WP_096622447.1	WP_096689740.1	WP_096689740.1		WP_224178411.1
N0.HOG0003978	OG0003223	n0		WP_096652659.1	WP_096624873.1	WP_096692896.1	WP_096692896.1	WP_015199600.1	WP_224178458.1, WP_224176496.1
N0.HOG0003979	OG0003224	n0		WP_096657091.1, WP_096652674.1	WP_096622439.1	WP_096693650.1	WP_096693650.1	WP_015200645.1	WP_224176196.1
N0.HOG0003980	OG0003225	n0		WP_096660963.1, WP_096653682.1, WP_096653215.1, WP_096661143.1, WP_096654522.1		WP_096692963.1	WP_096692963.1		
N0.HOG0003981	OG0003226	n0		WP_096656926.1, WP_096653412.1	WP_096621020.1	WP_096692722.1	WP_096692722.1	WP_015199872.1	WP_224176536.1
N0.HOG0003982	OG0003227	n0		WP_096656927.1, WP_096653414.1	WP_096625111.1	WP_096692723.1	WP_096692723.1	WP_015199873.1	WP_223977772.1
N0.HOG0003983	OG0003228	n0		WP_096653426.1	WP_096621430.1	WP_096684540.1	WP_096684540.1	WP_015199941.1	WP_224175543.1, WP_224175618.1
N0.HOG0003984	OG0003229	n0		WP_096653438.1	WP_096620862.1	WP_096684606.1	WP_096684606.1	WP_015200569.1, WP_015198821.1	WP_223978079.1
N0.HOG0003985	OG0003230	n0		WP_096661249.1, WP_096657750.1, WP_096658476.1, WP_096654867.1, WP_096653472.1	WP_096620687.1, WP_096621339.1				
N0.HOG0003986	OG0003231	n0		WP_096659045.1, WP_096653476.1		WP_096686986.1, WP_096686987.1	WP_096686986.1, WP_096686987.1		WP_224177567.1
N0.HOG0003987	OG0003232	n1				WP_096686995.1	WP_096686995.1		
N0.HOG0003988	OG0003232	n3		WP_096653668.1					WP_223976266.1
N0.HOG0003989	OG0003232	n4		WP_096653511.1					WP_223980025.1, WP_224177566.1
N0.HOG0003990	OG0003233	n0		WP_096653632.1		WP_096691393.1	WP_096691393.1		WP_224177569.1, WP_224174725.1, WP_224174253.1, WP_224178686.1
N0.HOG0003991	OG0003234	n1		WP_096653773.1	WP_096620504.1			WP_015196522.1	WP_223978140.1
N0.HOG0003992	OG0003234	n4		WP_096654146.1	WP_231943388.1				WP_224174156.1
N0.HOG0003993	OG0003235	n0		WP_096653892.1	WP_096620276.1	WP_096692168.1, WP_096692165.1	WP_096692168.1, WP_096692165.1		WP_223990312.1
N0.HOG0003994	OG0003236	n0		WP_096657740.1, WP_096654011.1		WP_096684129.1, WP_096687570.1	WP_096684129.1, WP_096687570.1	WP_015197989.1	
N0.HOG0003995	OG0003237	n1		WP_096654148.1	WP_096620372.1				
N0.HOG0003996	OG0003237	n2		WP_096654136.1	WP_096624682.1			WP_015199473.1	WP_224174100.1, WP_224174138.1
N0.HOG0003997	OG0003238	n0		WP_096654166.1		WP_096688034.1, WP_096683801.1	WP_096688034.1, WP_096683801.1		WP_223980191.1, WP_224176006.1
N0.HOG0003998	OG0003239	n0		WP_096654345.1	WP_096623812.1	WP_096684946.1, WP_096688979.1	WP_096684946.1, WP_096688979.1		WP_224176642.1
N0.HOG0003999	OG0003240	n0		WP_096654514.1	WP_096622089.1, WP_096625675.1	WP_096688363.1	WP_096688363.1	WP_015197036.1	WP_224173936.1
N0.HOG0004000	OG0003241	n1		WP_096655967.1					WP_224178634.1
N0.HOG0004001	OG0003241	n2		WP_096654552.1, WP_096654550.1		WP_096683917.1	WP_096683917.1		WP_224175485.1
N0.HOG0004002	OG0003242	n0		WP_096660450.1, WP_096654916.1		WP_096692201.1, WP_096691855.1	WP_096692201.1, WP_096691855.1		WP_224177492.1
N0.HOG0004003	OG0003243	n0		WP_096655127.1, WP_096660139.1, WP_096656303.1	WP_096621244.1	WP_096693868.1	WP_096693868.1	WP_015196016.1	
N0.HOG0004004	OG0003244	n1		WP_096655163.1		WP_096692502.1	WP_096692502.1		WP_223989694.1
N0.HOG0004005	OG0003244	n4		WP_096655727.1	WP_096621699.1				WP_223976427.1
N0.HOG0004006	OG0003245	n1		WP_096661015.1		WP_096686982.1	WP_096686982.1		
N0.HOG0004007	OG0003245	n3		WP_096655270.1		WP_096687001.1	WP_096687001.1		WP_224179421.1
N0.HOG0004008	OG0003246	n0		WP_096655318.1		WP_096687050.1	WP_096687050.1	WP_015197731.1	WP_224177777.1, WP_224178956.1, WP_224174057.1
N0.HOG0004009	OG0003247	n0		WP_096655626.1	WP_231943231.1	WP_096693565.1	WP_096693565.1	WP_015196255.1	WP_224175793.1, WP_224176325.1
N0.HOG0004010	OG0003248	n0		WP_096655636.1		WP_096687738.1	WP_096687738.1	WP_015199815.1	WP_224179424.1, WP_224175772.1, WP_224178217.1
N0.HOG0004011	OG0003249	n0		WP_096655650.1	WP_096625571.1	WP_096689499.1	WP_096689499.1	WP_015197807.1, WP_015196842.1	WP_223987504.1
N0.HOG0004012	OG0003250	n0		WP_096655660.1, WP_096655661.1		WP_096692958.1, WP_096692959.1	WP_096692958.1, WP_096692959.1		WP_224180207.1
N0.HOG0004013	OG0003251	n0		WP_096655828.1		WP_096688132.1, WP_096686229.1	WP_096688132.1, WP_096686229.1		WP_224178623.1, WP_255666535.1
N0.HOG0004014	OG0003252	n0		WP_096655879.1		WP_096693405.1, WP_096688643.1	WP_096693405.1, WP_096688643.1		WP_224178736.1, WP_224177373.1
N0.HOG0004015	OG0003253	n0		WP_096656018.1	WP_096624891.1	WP_096684938.1	WP_096684938.1	WP_015197407.1	WP_223973214.1, WP_224179722.1
N0.HOG0004016	OG0003254	n1		WP_096656047.1	WP_096624366.1				
N0.HOG0004017	OG0003254	n4		WP_096656062.1	WP_231943151.1				
N0.HOG0004018	OG0003254	n5		WP_096656046.1	WP_096624368.1				
N0.HOG0004019	OG0003255	n0		WP_096656070.1		WP_096684367.1	WP_096684367.1		WP_224176714.1, WP_223974340.1, WP_223974326.1, WP_223974198.1
N0.HOG0004020	OG0003256	n0		WP_096656132.1, WP_096656131.1	WP_096621746.1	WP_096686424.1	WP_096686424.1	WP_015200340.1	WP_224173998.1
N0.HOG0004021	OG0003257	n0		WP_096656146.1		WP_096690687.1, WP_096688168.1	WP_096690687.1, WP_096688168.1		WP_223975010.1, WP_224175163.1
N0.HOG0004022	OG0003258	n0		WP_096656256.1		WP_096689392.1, WP_096690494.1	WP_096689392.1, WP_096690494.1	WP_015195859.1	WP_224178172.1
N0.HOG0004023	OG0003259	n0		WP_096656589.1		WP_096685756.1	WP_096685756.1		WP_223986590.1, WP_223972686.1, WP_224180147.1, WP_224176230.1
N0.HOG0004024	OG0003260	n0		WP_096656606.1	WP_197707023.1, WP_157780793.1	WP_096694555.1	WP_096694555.1	WP_015196756.1	WP_223977609.1
N0.HOG0004025	OG0003261	n0		WP_096656869.1	WP_096621407.1	WP_096690943.1, WP_096690944.1	WP_096690943.1, WP_096690944.1		WP_223989329.1
N0.HOG0004026	OG0003262	n0		WP_096657035.1		WP_096689805.1, WP_096686972.1	WP_096689805.1, WP_096686972.1		WP_224177571.1, WP_223973880.1
N0.HOG0004027	OG0003263	n0		WP_096657083.1		WP_096694504.1, WP_096691206.1	WP_096694504.1, WP_096691206.1	WP_015195894.1	WP_223977055.1
N0.HOG0004028	OG0003264	n0		WP_096657276.1		WP_096692022.1	WP_096692022.1		WP_224176257.1, WP_224174688.1, WP_224179459.1, WP_224177018.1
N0.HOG0004029	OG0003265	n0		WP_096657277.1, WP_096657437.1		WP_096687715.1, WP_096695296.1	WP_096687715.1, WP_096695296.1		WP_224180355.1
N0.HOG0004030	OG0003266	n0		WP_096657464.1, WP_096657344.1		WP_096694881.1	WP_096694881.1	WP_015198174.1	WP_096694881.1, WP_224175712.1
N0.HOG0004031	OG0003267	n0		WP_096657369.1, WP_096658811.1		WP_096688513.1	WP_096688513.1	WP_015198370.1	WP_224180174.1, WP_224175848.1
N0.HOG0004032	OG0003268	n0		WP_096657602.1	WP_096620443.1	WP_096683835.1	WP_096683835.1	WP_015199424.1	WP_224175983.1, WP_224176701.1
N0.HOG0004033	OG0003269	n0		WP_096658507.1, WP_096657770.1	WP_096622599.1	WP_096690623.1	WP_096690623.1	WP_015196913.1	WP_223974800.1
N0.HOG0004034	OG0003270	n0		WP_096660028.1, WP_096657808.1	WP_096623547.1	WP_096688925.1	WP_096688925.1	WP_015196822.1	WP_223975347.1
N0.HOG0004035	OG0003271	n0		WP_096657962.1		WP_096684424.1, WP_096684858.1	WP_096684424.1, WP_096684858.1		WP_224176683.1, WP_127082278.1
N0.HOG0004036	OG0003272	n0		WP_096657985.1		WP_096685010.1, WP_096693236.1	WP_096685010.1, WP_096693236.1		WP_223973163.1, WP_224178496.1
N0.HOG0004037	OG0003273	n1		WP_096661147.1		WP_096691048.1	WP_096691048.1		
N0.HOG0004038	OG0003273	n3		WP_096658051.1		WP_096691546.1	WP_096691546.1		WP_224178226.1
N0.HOG0004039	OG0003274	n0		WP_096658434.1, WP_096658174.1	WP_096620005.1	WP_096691175.1	WP_096691175.1	WP_041740456.1	WP_224174686.1
N0.HOG0004040	OG0003275	n1		WP_096658220.1				WP_015200037.1	WP_224174762.1
N0.HOG0004041	OG0003275	n3		WP_096661710.1		WP_096694732.1	WP_096694732.1		WP_224180431.1
N0.HOG0004042	OG0003276	n0		WP_096659215.1	WP_096620155.1, WP_096624376.1	WP_096689082.1	WP_096689082.1	WP_015199130.1	WP_224179153.1
N0.HOG0004043	OG0003277	n0		WP_096660160.1		WP_096687126.1, WP_096690480.1, WP_096691781.1	WP_096687126.1, WP_096690480.1, WP_096691781.1		
N0.HOG0004044	OG0003278	n1		WP_096660370.1					WP_224179291.1
N0.HOG0004045	OG0003278	n2		WP_096661119.1	WP_096623938.1	WP_096686271.1	WP_096686271.1		WP_223986776.1
N0.HOG0004046	OG0003279	n0		WP_096660457.1		WP_096689616.1	WP_096689616.1	WP_015196898.1, WP_015196895.1	WP_224178155.1, WP_223976912.1
N0.HOG0004047	OG0003280	n0		WP_096660524.1	WP_096624664.1	WP_096686603.1	WP_096686603.1	WP_015196705.1, WP_015195935.1	WP_223985769.1
N0.HOG0004048	OG0003281	n0		WP_096660581.1, WP_096660556.1	WP_096623406.1	WP_096687478.1	WP_096687478.1	WP_015197816.1	WP_223971656.1
N0.HOG0004049	OG0003282	n0		WP_096660687.1	WP_231943308.1	WP_096689690.1, WP_096692881.1	WP_096689690.1, WP_096692881.1		WP_223990094.1
N0.HOG0004050	OG0003283	n0		WP_096661082.1		WP_096687735.1	WP_096687735.1	WP_015199808.1, WP_015199810.1	WP_224178215.1, WP_224179423.1
N0.HOG0004051	OG0003284	n0		WP_096661089.1		WP_096694197.1	WP_096694197.1		WP_224178542.1, WP_224178476.1, WP_224176628.1, WP_224179325.1
N0.HOG0004052	OG0003285	n0		WP_096661093.1		WP_096686227.1, WP_096688134.1	WP_096686227.1, WP_096688134.1		WP_223973289.1, WP_224178621.1
N0.HOG0004053	OG0003286	n0		WP_096661135.1		WP_096683871.1, WP_096684071.1	WP_096683871.1, WP_096684071.1		WP_223978648.1, WP_224179686.1
N0.HOG0004054	OG0003287	n0		WP_096661165.1, WP_096661571.1, WP_096661623.1		WP_096689310.1	WP_096689310.1	WP_015197389.1	WP_224174208.1
N0.HOG0004055	OG0003288	n0		WP_096661199.1		WP_096685102.1, WP_096684267.1	WP_096685102.1, WP_096684267.1	WP_015197859.1	WP_224178918.1
N0.HOG0004056	OG0003289	n0		WP_096661276.1		WP_096690512.1, WP_096688059.1, WP_096695365.1	WP_096690512.1, WP_096688059.1, WP_096695365.1		
N0.HOG0004057	OG0003290	n0		WP_096661296.1		WP_096683984.1, WP_096692487.1	WP_096683984.1, WP_096692487.1		WP_223978183.1, WP_127083404.1
N0.HOG0004058	OG0003291	n0		WP_096661321.1	WP_172892814.1	WP_096693764.1, WP_096694758.1	WP_096693764.1, WP_096694758.1		WP_224176331.1
N0.HOG0004059	OG0003292	n0		WP_096661403.1		WP_096684696.1, WP_096684700.1	WP_096684696.1, WP_096684700.1		WP_224176015.1, WP_223978721.1
N0.HOG0004060	OG0003293	n1		WP_096661589.1					WP_224180288.1
N0.HOG0004061	OG0003293	n2		WP_096661467.1		WP_096694927.1	WP_096694927.1		WP_224179913.1, WP_224174266.1
N0.HOG0004062	OG0003294	n0		WP_096661524.1		WP_096687256.1	WP_096687256.1	WP_015198436.1	WP_224175638.1, WP_224175636.1, WP_224175635.1
N0.HOG0004063	OG0003295	n0		WP_096661607.1		WP_096692787.1, WP_096686920.1	WP_096692787.1, WP_096686920.1		WP_224176419.1, WP_223983289.1
N0.HOG0004064	OG0003296	n0		WP_096661636.1		WP_096695322.1, WP_096695279.1	WP_096695322.1, WP_096695279.1	WP_015173977.1	WP_224180347.1
N0.HOG0004065	OG0003297	n0		WP_096661638.1		WP_096695287.1, WP_096695233.1	WP_096695287.1, WP_096695233.1	WP_015173979.1	WP_224180349.1
N0.HOG0004066	OG0003298	n0		WP_096661639.1		WP_096695281.1, WP_096695323.1	WP_096695281.1, WP_096695323.1	WP_015173981.1	WP_224180352.1
N0.HOG0004067	OG0003299	n0		WP_096661658.1		WP_096691147.1, WP_096691148.1	WP_096691147.1, WP_096691148.1		WP_224177125.1, WP_223980670.1
N0.HOG0004068	OG0003300	n0		WP_096661717.1		WP_096694594.1	WP_096694594.1	WP_015201149.1	WP_224180403.1, WP_224180492.1, WP_224180054.1
N0.HOG0004069	OG0003301	n0			WP_096620368.1	WP_096686637.1, WP_096692525.1	WP_096686637.1, WP_096692525.1	WP_015200533.1	WP_223989637.1
N0.HOG0004070	OG0003302	n0			WP_096620402.1	WP_096693005.1, WP_096691168.1	WP_096693005.1, WP_096691168.1	WP_015197061.1	WP_127081288.1
N0.HOG0004071	OG0003303	n0			WP_096620757.1	WP_096692676.1, WP_096686793.1	WP_096692676.1, WP_096686793.1	WP_015196882.1	WP_223975872.1
N0.HOG0004072	OG0003304	n0			WP_255408923.1, WP_096621230.1	WP_096687989.1	WP_096687989.1		WP_224174183.1, WP_224175264.1, WP_224174680.1
N0.HOG0004073	OG0003305	n0			WP_096621929.1	WP_096690060.1, WP_096694534.1	WP_096690060.1, WP_096694534.1	WP_015201057.1	WP_224176594.1
N0.HOG0004074	OG0003306	n0			WP_096621938.1	WP_096693776.1, WP_096690393.1	WP_096693776.1, WP_096690393.1	WP_015196907.1	WP_224177691.1
N0.HOG0004075	OG0003307	n0			WP_096622071.1, WP_096622074.1, WP_096622073.1, WP_096622076.1	WP_096692671.1	WP_096692671.1		WP_223977847.1
