HOG	OG	Gene Tree Parent Clade	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
N3.HOG0005424	OG0004504	n0				WP_096684236.1	WP_096684236.1		WP_224175726.1, WP_224178364.1
N3.HOG0005425	OG0004505	n0				WP_096685412.1	WP_096685412.1	WP_041739153.1	WP_224175370.1
N3.HOG0005426	OG0004506	n0				WP_096690918.1	WP_096690918.1	WP_015196451.1	WP_224179363.1
N3.HOG0005427	OG0004507	n0				WP_096691860.1	WP_096691860.1	WP_158333148.1	WP_224175307.1
N3.HOG0005428	OG0004508	n0				WP_096688914.1	WP_096688914.1	WP_015196811.1	WP_223975314.1
N3.HOG0005429	OG0004509	n0				WP_096685746.1	WP_096685746.1	WP_015198014.1	WP_223978152.1
N3.HOG0005430	OG0004510	n0				WP_096687780.1	WP_096687780.1	WP_015195977.1	WP_224174222.1
N3.HOG0005431	OG0004511	n0				WP_096687595.1	WP_096687595.1	WP_015196599.1	WP_224179466.1
N3.HOG0005432	OG0004512	n0				WP_096693007.1	WP_096693007.1	WP_015197096.1	WP_224176576.1
N3.HOG0005433	OG0004513	n0				WP_096689488.1	WP_096689488.1	WP_015196784.1	WP_224177780.1
N3.HOG0005434	OG0004514	n0				WP_096692467.1	WP_096692467.1	WP_041739978.1	WP_223989753.1
N3.HOG0005435	OG0004515	n0				WP_096692466.1	WP_096692466.1	WP_015200736.1	WP_223989755.1
N3.HOG0005436	OG0004516	n0				WP_096691725.1	WP_096691725.1	WP_015200418.1	WP_224177163.1
N3.HOG0005437	OG0004517	n0				WP_096691594.1	WP_096691594.1	WP_015199816.1	WP_223981760.1
N3.HOG0005438	OG0004518	n0				WP_096687802.1	WP_096687802.1	WP_015197395.1	WP_224174210.1
N3.HOG0005439	OG0004519	n0				WP_096691984.1	WP_096691984.1	WP_051036704.1	WP_223987800.1
N3.HOG0005440	OG0004520	n0				WP_096684856.1	WP_096684856.1	WP_015196943.1	WP_223978290.1
N3.HOG0005441	OG0004521	n0				WP_096688762.1	WP_096688762.1		WP_223985401.1, WP_224178733.1
N3.HOG0005442	OG0004522	n0				WP_096692673.1	WP_096692673.1		WP_223977845.1
N3.HOG0005443	OG0004523	n0				WP_096685744.1	WP_096685744.1	WP_015198013.1	WP_224175529.1
N3.HOG0005444	OG0004524	n0				WP_096684901.1	WP_096684901.1	WP_144051008.1	WP_224175442.1
N3.HOG0005445	OG0004525	n0				WP_096729177.1	WP_096692670.1	WP_015199139.1	WP_224176563.1
N3.HOG0005446	OG0004526	n0				WP_096691323.1	WP_096691323.1	WP_015196751.1	WP_223982044.1
N3.HOG0005447	OG0004527	n0				WP_096684113.1	WP_096684113.1	WP_144051068.1	WP_223978260.1
N3.HOG0005448	OG0004528	n0				WP_096689885.1	WP_096689885.1	WP_015197056.1	WP_223977386.1
N3.HOG0005449	OG0004529	n0				WP_096688199.1	WP_096688199.1	WP_015197055.1	WP_224176452.1
N3.HOG0005450	OG0004530	n0				WP_096693784.1	WP_096693784.1	WP_015199706.1	WP_223978261.1
N3.HOG0005451	OG0004531	n0				WP_096691232.1	WP_096691232.1	WP_015196937.1	WP_224177341.1
N3.HOG0005452	OG0004532	n0				WP_096684893.1	WP_096684893.1	WP_015196488.1	WP_223978149.1
N3.HOG0005453	OG0004533	n0				WP_096685131.1	WP_096685131.1	WP_015197240.1	WP_224175550.1
N3.HOG0005454	OG0004534	n0				WP_096692310.1	WP_096692310.1	WP_015196440.1	WP_223989866.1
N3.HOG0005455	OG0004535	n0				WP_096687496.1	WP_096687496.1	WP_015199913.1	WP_224174693.1
N3.HOG0005456	OG0004536	n0				WP_096687725.1, WP_019497000.1	WP_096687725.1, WP_019497000.1		WP_255666327.1
N3.HOG0005457	OG0004537	n0				WP_096688937.1, WP_096683749.1	WP_096688937.1, WP_096683749.1		WP_224179692.1
N3.HOG0005458	OG0004538	n0				WP_096693738.1, WP_096683772.1	WP_096693738.1, WP_096683772.1		WP_223985279.1
N3.HOG0005459	OG0004539	n0				WP_096683785.1, WP_096684654.1	WP_096683785.1, WP_096684654.1		WP_224178180.1
N3.HOG0005460	OG0004540	n0				WP_096683845.1, WP_096684021.1	WP_096683845.1, WP_096684021.1		WP_224176003.1
N3.HOG0005461	OG0004541	n0				WP_096683932.1, WP_096695103.1	WP_096683932.1, WP_096695103.1		WP_224174417.1
N3.HOG0005462	OG0004542	n0				WP_096683943.1, WP_096693073.1	WP_096683943.1, WP_096693073.1		WP_223977450.1
N3.HOG0005463	OG0004543	n0				WP_096684172.1	WP_096684172.1		WP_224177781.1, WP_224174547.1, WP_224174548.1
N3.HOG0005464	OG0004544	n0				WP_096684316.1, WP_096684207.1	WP_096684316.1, WP_096684207.1	WP_015198081.1	
N3.HOG0005465	OG0004545	n0				WP_096684223.1, WP_096692413.1	WP_096684223.1, WP_096692413.1		WP_224175835.1
N3.HOG0005466	OG0004546	n0				WP_096684230.1	WP_096684230.1		WP_224178365.1, WP_224175725.1, WP_224174965.1
N3.HOG0005467	OG0004547	n0				WP_096684257.1, WP_096691010.1	WP_096684257.1, WP_096691010.1		WP_223991210.1
N3.HOG0005468	OG0004548	n0				WP_096685368.1, WP_096684322.1	WP_096685368.1, WP_096684322.1		WP_223978254.1
N3.HOG0005469	OG0004549	n0				WP_096684332.1, WP_096688613.1	WP_096684332.1, WP_096688613.1		WP_224177116.1
N3.HOG0005470	OG0004550	n0				WP_096684554.1	WP_096684554.1	WP_041739413.1, WP_015198126.1	WP_223976460.1
N3.HOG0005471	OG0004551	n0				WP_096684776.1	WP_096684776.1	WP_238993755.1	WP_224178372.1, WP_224175387.1
N3.HOG0005472	OG0004552	n0				WP_096692628.1, WP_096685136.1	WP_096692628.1, WP_096685136.1		WP_224178504.1
N3.HOG0005473	OG0004553	n0				WP_096685138.1, WP_096692629.1	WP_096685138.1, WP_096692629.1		WP_223983722.1
N3.HOG0005474	OG0004554	n0				WP_096688269.1, WP_096685166.1	WP_096688269.1, WP_096685166.1		WP_224175019.1
N3.HOG0005475	OG0004555	n0				WP_096685382.1, WP_096688949.1	WP_096685382.1, WP_096688949.1		WP_223988752.1
N3.HOG0005476	OG0004556	n0				WP_096685416.1, WP_096689171.1	WP_096685416.1, WP_096689171.1		WP_224175371.1
N3.HOG0005477	OG0004557	n0				WP_096685772.1, WP_096685766.1	WP_096685772.1, WP_096685766.1		WP_223983065.1
N3.HOG0005478	OG0004558	n0				WP_096691583.1, WP_096685790.1	WP_096691583.1, WP_096685790.1		WP_224180382.1
N3.HOG0005479	OG0004559	n0				WP_096685840.1	WP_096685840.1	WP_015199519.1	WP_223986695.1, WP_223978315.1
N3.HOG0005480	OG0004560	n0				WP_096686219.1, WP_096686635.1	WP_096686219.1, WP_096686635.1		WP_224176940.1
N3.HOG0005481	OG0004561	n0				WP_096686223.1, WP_096688135.1	WP_096686223.1, WP_096688135.1		WP_224175342.1
N3.HOG0005482	OG0004562	n0				WP_096693683.1, WP_096686344.1	WP_096693683.1, WP_096686344.1		WP_224176200.1
N3.HOG0005483	OG0004563	n0				WP_096690728.1, WP_096686416.1	WP_096690728.1, WP_096686416.1		WP_224178389.1
N3.HOG0005484	OG0004564	n0				WP_096693127.1, WP_096686485.1	WP_096693127.1, WP_096686485.1		WP_224176373.1
N3.HOG0005485	OG0004565	n0				WP_096686722.1, WP_096692078.1	WP_096686722.1, WP_096692078.1		WP_223990456.1
N3.HOG0005486	OG0004566	n0				WP_096686771.1, WP_096693841.1	WP_096686771.1, WP_096693841.1		WP_224178988.1
N3.HOG0005487	OG0004567	n0				WP_096686868.1	WP_096686868.1	WP_238993801.1, WP_041739434.1	WP_223971889.1
N3.HOG0005488	OG0004568	n0				WP_096686934.1	WP_096686934.1	WP_015198111.1, WP_144051041.1	WP_223986903.1
N3.HOG0005489	OG0004569	n0				WP_096686938.1, WP_096688994.1	WP_096686938.1, WP_096688994.1		WP_224178858.1
N3.HOG0005490	OG0004570	n0				WP_096687026.1, WP_096688931.1	WP_096687026.1, WP_096688931.1		WP_223984107.1
N3.HOG0005491	OG0004571	n0				WP_096692776.1, WP_096687069.1	WP_096692776.1, WP_096687069.1		WP_019494435.1
N3.HOG0005492	OG0004572	n0				WP_096687085.1	WP_096687085.1	WP_015199738.1	WP_224174457.1, WP_224176464.1
N3.HOG0005493	OG0004573	n0				WP_096687258.1	WP_096687258.1		WP_224178426.1, WP_224178427.1, WP_224178651.1
N3.HOG0005494	OG0004574	n0				WP_096687442.1, WP_096690754.1	WP_096687442.1, WP_096690754.1		WP_224174652.1
N3.HOG0005495	OG0004575	n0				WP_096687593.1, WP_096689935.1	WP_096687593.1, WP_096689935.1		WP_223991440.1
N3.HOG0005496	OG0004576	n0				WP_096687864.1	WP_096687864.1	WP_015198700.1	WP_224180396.1, WP_224179448.1
N3.HOG0005497	OG0004577	n0				WP_096687938.1	WP_096687938.1		WP_224174476.1, WP_224179898.1, WP_224179006.1
N3.HOG0005498	OG0004578	n0				WP_096690683.1, WP_096687957.1	WP_096690683.1, WP_096687957.1		WP_224176299.1
N3.HOG0005499	OG0004579	n0				WP_096694958.1, WP_096688136.1	WP_096694958.1, WP_096688136.1		WP_224174615.1
N3.HOG0005500	OG0004580	n0				WP_096688292.1	WP_096688292.1	WP_015200966.1	WP_224177108.1, WP_224175014.1
N3.HOG0005501	OG0004581	n0				WP_096688331.1	WP_096688331.1	WP_015200624.1	WP_223980021.1, WP_224178298.1
N3.HOG0005502	OG0004582	n0				WP_096688486.1	WP_096688486.1		WP_224180557.1, WP_201800910.1, WP_224176996.1
N3.HOG0005503	OG0004583	n0				WP_096691209.1, WP_096688716.1	WP_096691209.1, WP_096688716.1		WP_224177348.1
N3.HOG0005504	OG0004584	n0				WP_096689049.1, WP_096689055.1	WP_096689049.1, WP_096689055.1		WP_223970739.1
N3.HOG0005505	OG0004585	n0				WP_096689167.1	WP_096689167.1		WP_224179470.1, WP_224177483.1, WP_224179367.1
N3.HOG0005506	OG0004586	n0				WP_096689267.1, WP_096729110.1, WP_096689253.1	WP_096689267.1, WP_096689253.1		
N3.HOG0005507	OG0004587	n0				WP_096689269.1	WP_096689269.1	WP_015198360.1, WP_158333144.1, WP_083866370.1	
N3.HOG0005508	OG0004588	n0				WP_096689322.1	WP_096689322.1	WP_015195950.1, WP_015197826.1	WP_224178701.1
N3.HOG0005509	OG0004589	n0				WP_096689349.1, WP_096689343.1	WP_096689349.1, WP_096689343.1		WP_224178706.1
N3.HOG0005510	OG0004590	n0				WP_096689344.1, WP_096689350.1	WP_096689344.1, WP_096689350.1		WP_223984757.1
N3.HOG0005511	OG0004591	n0				WP_096689472.1	WP_096689472.1	WP_015197938.1, WP_015197941.1, WP_015197929.1	
N3.HOG0005512	OG0004592	n0				WP_096694385.1, WP_096689704.1	WP_096694385.1, WP_096689704.1		WP_224177651.1
N3.HOG0005513	OG0004593	n0				WP_096689871.1, WP_096689872.1	WP_096689871.1, WP_096689872.1		WP_224177063.1
N3.HOG0005514	OG0004594	n0				WP_096689971.1, WP_096695017.1	WP_096689971.1, WP_096695017.1		WP_224177830.1
N3.HOG0005515	OG0004595	n0				WP_096690032.1	WP_096690032.1	WP_255348455.1, WP_144051036.1, WP_015197949.1	
N3.HOG0005516	OG0004596	n0				WP_096692266.1, WP_096690373.1	WP_096692266.1, WP_096690373.1		WP_224174622.1
N3.HOG0005517	OG0004597	n0				WP_096690472.1	WP_096690472.1		WP_224178160.1, WP_224180345.1, WP_224175682.1
N3.HOG0005518	OG0004598	n0				WP_096690475.1	WP_096690475.1		WP_224175909.1, WP_224174176.1, WP_224178163.1
N3.HOG0005519	OG0004599	n0				WP_096690575.1	WP_096690575.1	WP_015198372.1	WP_224180452.1, WP_223974647.1
N3.HOG0005520	OG0004600	n0				WP_096695123.1, WP_096690624.1	WP_096695123.1, WP_096690624.1		WP_224178102.1
N3.HOG0005521	OG0004601	n0				WP_096692211.1, WP_096690751.1	WP_096692211.1, WP_096690751.1	WP_015173965.1	
N3.HOG0005522	OG0004602	n0				WP_096690888.1	WP_096690888.1	WP_015199645.1	WP_224178318.1, WP_224177955.1
N3.HOG0005523	OG0004603	n0				WP_096691150.1	WP_096691150.1	WP_015198376.1	WP_224179638.1, WP_224177126.1
N3.HOG0005524	OG0004604	n0				WP_096691158.1	WP_096691158.1		WP_224174258.1, WP_223972410.1, WP_223978847.1
N3.HOG0005525	OG0004605	n0				WP_096694333.1, WP_096691212.1	WP_096694333.1, WP_096691212.1		WP_224177095.1
N3.HOG0005526	OG0004606	n0				WP_096691432.1	WP_096691432.1	WP_015198433.1	WP_224175359.1, WP_224176863.1
N3.HOG0005527	OG0004607	n0				WP_096691436.1	WP_096691436.1	WP_015198428.1	WP_255667727.1, WP_224175354.1
N3.HOG0005528	OG0004608	n0				WP_096693561.1, WP_096691461.1	WP_096693561.1, WP_096691461.1	WP_015199128.1	
N3.HOG0005529	OG0004609	n0				WP_096691591.1	WP_096691591.1		WP_224177244.1, WP_224175269.1, WP_224176260.1
N3.HOG0005530	OG0004610	n0				WP_096692160.1, WP_096691593.1	WP_096692160.1, WP_096691593.1		WP_223981766.1
N3.HOG0005531	OG0004611	n0				WP_096691639.1, WP_096691641.1	WP_096691639.1, WP_096691641.1		WP_224177136.1
N3.HOG0005532	OG0004612	n0				WP_096691683.1	WP_096691683.1	WP_015200233.1	WP_224174475.1, WP_224177150.1
N3.HOG0005533	OG0004613	n0				WP_096691969.1	WP_096691969.1		WP_224177392.1, WP_224179437.1, WP_224178233.1
N3.HOG0005534	OG0004614	n0				WP_096691975.1	WP_096691975.1		WP_224179436.1, WP_224178229.1, WP_224177388.1
N3.HOG0005535	OG0004615	n0				WP_096692202.1, WP_096692190.1	WP_096692202.1, WP_096692190.1		WP_223986252.1
N3.HOG0005536	OG0004616	n0				WP_096692208.1	WP_096692208.1		WP_224178442.1, WP_224174006.1, WP_224179368.1
N3.HOG0005537	OG0004617	n0				WP_096692216.1, WP_096692360.1	WP_096692216.1, WP_096692360.1		WP_224174003.1
N3.HOG0005538	OG0004618	n0				WP_096692250.1, WP_096692245.1	WP_096692250.1, WP_096692245.1		WP_224176893.1
N3.HOG0005539	OG0004619	n0				WP_096692508.1	WP_096692508.1	WP_015197745.1, WP_015199087.1	WP_224174582.1
N3.HOG0005540	OG0004620	n0				WP_096692528.1, WP_096692909.1	WP_096692528.1, WP_096692909.1		WP_223991235.1
N3.HOG0005541	OG0004621	n0				WP_096692609.1	WP_096692609.1		WP_224177099.1, WP_224177094.1, WP_224180004.1
N3.HOG0005542	OG0004622	n0				WP_096692638.1	WP_096692638.1	WP_015201132.1, WP_015201125.1	WP_224176656.1
N3.HOG0005543	OG0004623	n0				WP_096692851.1	WP_096692851.1	WP_015198391.1	WP_224179115.1, WP_223990593.1
N3.HOG0005544	OG0004624	n0				WP_096692987.1, WP_096695029.1	WP_096692987.1, WP_096695029.1		WP_223978376.1
N3.HOG0005545	OG0004625	n0				WP_096693098.1	WP_096693098.1		WP_224176785.1, WP_224174727.1, WP_224178731.1
N3.HOG0005546	OG0004626	n0				WP_096693898.1	WP_096693898.1		WP_223973100.1, WP_224179630.1, WP_224175272.1
N3.HOG0005547	OG0004627	n0				WP_096694144.1	WP_096694144.1		WP_224175673.1, WP_224180227.1, WP_224180230.1
N3.HOG0005548	OG0004628	n0				WP_096694161.1	WP_096694161.1		WP_224175216.1, WP_223970420.1, WP_223970614.1
N3.HOG0005549	OG0004629	n0				WP_096694479.1	WP_096694479.1		WP_224177387.1, WP_224178228.1, WP_255667694.1
N3.HOG0005550	OG0004630	n0				WP_096694606.1	WP_096694606.1		WP_224180043.1, WP_224179784.1, WP_224174942.1
N3.HOG0005551	OG0004631	n0				WP_096694637.1	WP_096694637.1		WP_224179943.1, WP_224180015.1, WP_224179893.1
N3.HOG0005552	OG0004632	n0				WP_096694642.1	WP_096694642.1		WP_224179888.1, WP_223988778.1, WP_224180012.1
N3.HOG0005553	OG0004633	n0				WP_096694686.1	WP_096694686.1		WP_224179956.1, WP_224175804.1, WP_224179979.1
N3.HOG0005554	OG0004634	n0				WP_096694789.1	WP_096694789.1		WP_224179855.1, WP_224180191.1, WP_224180190.1
N3.HOG0005555	OG0004635	n0				WP_096694793.1	WP_096694793.1		WP_224174950.1, WP_224174952.1, WP_224179851.1
N3.HOG0005556	OG0004636	n0				WP_096694842.1	WP_096694842.1		WP_224176498.1, WP_224174428.1, WP_224179775.1
N3.HOG0005557	OG0004637	n0				WP_096694873.1	WP_096694873.1		WP_224180086.1, WP_224177281.1, WP_224174205.1
N3.HOG0005558	OG0004638	n0				WP_096694884.1	WP_096694884.1	WP_015198172.1, WP_041739464.1	WP_224180121.1
N3.HOG0005559	OG0004639	n0				WP_096695063.1, WP_096694940.1	WP_096695063.1, WP_096694940.1		WP_224174500.1
N3.HOG0005560	OG0004640	n0				WP_096695153.1, WP_096694941.1	WP_096695153.1, WP_096694941.1		WP_255666582.1
N3.HOG0005561	OG0004641	n0				WP_096694998.1, WP_096694990.1	WP_096694998.1, WP_096694990.1		WP_224174575.1
N3.HOG0005562	OG0004642	n0				WP_096695140.1, WP_096694999.1	WP_096695140.1, WP_096694999.1		WP_224174574.1
N3.HOG0005563	OG0004643	n0				WP_096695001.1	WP_096695001.1		WP_224178052.1, WP_223987527.1, WP_224174568.1
N3.HOG0005564	OG0004644	n0				WP_096695039.1, WP_096695092.1	WP_096695039.1, WP_096695092.1		WP_224174390.1
N3.HOG0005565	OG0004645	n0				WP_096695051.1	WP_096695051.1		WP_224180225.1, WP_224179934.1, WP_224174511.1
N3.HOG0005566	OG0004646	n0				WP_096695085.1	WP_096695085.1		WP_224174445.1, WP_224179785.1, WP_224174437.1
N3.HOG0005567	OG0004647	n0				WP_096695115.1	WP_096695115.1		WP_224174350.1, WP_224174349.1, WP_224174348.1
N3.HOG0005568	OG0004648	n0				WP_096695185.1	WP_096695185.1		WP_224177070.1, WP_224180485.1, WP_224174325.1
N3.HOG0005569	OG0004649	n0				WP_096695226.1, WP_096695221.1	WP_096695226.1, WP_096695221.1		WP_224174431.1
N3.HOG0005570	OG0004650	n0				WP_096695315.1, WP_096695269.1	WP_096695315.1, WP_096695269.1		WP_224180502.1
N3.HOG0005571	OG0004651	n0				WP_096695285.1, WP_096695327.1	WP_096695285.1, WP_096695327.1		WP_224180503.1
N3.HOG0005572	OG0004652	n0				WP_096695311.1	WP_096695311.1		WP_224180435.1, WP_224180497.1, WP_224180468.1
N3.HOG0005573	OG0004653	n0				WP_096695312.1	WP_096695312.1		WP_224180467.1, WP_224180498.1, WP_224180436.1
N3.HOG0005574	OG0004654	n0				WP_096695313.1	WP_096695313.1		WP_224180466.1, WP_224180437.1, WP_224180499.1
N3.HOG0005575	OG0004655	n0				WP_096695339.1	WP_096695339.1	WP_015173971.1	WP_224180440.1, WP_224180463.1
N3.HOG0005576	OG0004656	n0				WP_096695349.1	WP_096695349.1		WP_224180472.1, WP_224174676.1, WP_224180327.1
N3.HOG0005577	OG0004657	n0				WP_096729131.1	WP_096690505.1		WP_224178182.1, WP_224178244.1, WP_224180306.1
N3.HOG0005578	OG0004658	n1						WP_255348453.1	WP_224174958.1
N3.HOG0005579	OG0004658	n2						WP_015196004.1	WP_224174144.1, WP_224174955.1
N3.HOG0005580	OG0004659	n0						WP_015197927.1, WP_015198149.1, WP_015198022.1, WP_015196048.1	WP_224178957.1
N3.HOG0005581	OG0004660	n0						WP_015198087.1, WP_015198168.1	WP_224175717.1, WP_224178974.1, WP_224174892.1
N3.HOG0005582	OG0004661	n0						WP_015198171.1, WP_015198090.1	WP_224175715.1, WP_224178977.1, WP_224180076.1
N3.HOG0005583	OG0004662	n0							WP_224177585.1, WP_224177587.1, WP_224177584.1, WP_224177588.1, WP_224177586.1
N3.HOG0005584	OG0004663	n0				WP_096695223.1	WP_096695223.1		WP_224174300.1
N3.HOG0005585	OG0004664	n0				WP_096688694.1	WP_096688694.1		WP_224179321.1
N3.HOG0005586	OG0004665	n0						WP_015196317.1	
N3.HOG0005587	OG0004666	n0				WP_096692006.1	WP_096692006.1	WP_015196235.1	
N3.HOG0005588	OG0004667	n0				WP_096692427.1	WP_096692427.1		
N3.HOG0005589	OG0004668	n0				WP_096684370.1	WP_096684370.1		WP_223974221.1
N3.HOG0005590	OG0004669	n0				WP_096684384.1	WP_096684384.1		WP_224178199.1
N3.HOG0005591	OG0004670	n0				WP_096693309.1	WP_096693309.1		WP_224176504.1
N3.HOG0005592	OG0004671	n0				WP_096691426.1	WP_096691426.1		WP_224177573.1
N3.HOG0005593	OG0004672	n0				WP_096688663.1	WP_096688663.1		
N3.HOG0005594	OG0004673	n0				WP_096683855.1	WP_096683855.1		WP_223972360.1
N3.HOG0005595	OG0004674	n0				WP_096683853.1	WP_096683853.1		WP_223972359.1
N3.HOG0005596	OG0004675	n0				WP_096692859.1	WP_096692859.1		WP_223990575.1
N3.HOG0005597	OG0004676	n0				WP_096692860.1	WP_096692860.1		WP_224179703.1
N3.HOG0005598	OG0004677	n0				WP_096692861.1	WP_096692861.1		WP_224176437.1
N3.HOG0005599	OG0004678	n0				WP_096692862.1	WP_096692862.1		WP_224176438.1
N3.HOG0005600	OG0004679	n0				WP_096692863.1	WP_096692863.1		WP_224176439.1
N3.HOG0005601	OG0004680	n0				WP_096692864.1	WP_096692864.1		WP_223990565.1
N3.HOG0005602	OG0004681	n0				WP_096692865.1	WP_096692865.1		WP_223990563.1
N3.HOG0005603	OG0004682	n0				WP_096689829.1	WP_096689829.1		WP_223973849.1
N3.HOG0005604	OG0004683	n0				WP_096692524.1	WP_096692524.1		WP_224176773.1
N3.HOG0005605	OG0004684	n0				WP_096693106.1	WP_096693106.1		WP_224176369.1
N3.HOG0005606	OG0004685	n0				WP_096693108.1	WP_096693108.1		WP_224176370.1
N3.HOG0005607	OG0004686	n0				WP_096689108.1	WP_096689108.1		
N3.HOG0005608	OG0004687	n0						WP_015198495.1	WP_224177252.1
N3.HOG0005609	OG0004688	n0						WP_015199852.1	WP_224179663.1
N3.HOG0005610	OG0004689	n0				WP_096689917.1	WP_096689917.1		WP_224178488.1
N3.HOG0005611	OG0004690	n0							WP_224179643.1
N3.HOG0005612	OG0004691	n0							WP_224175072.1
N3.HOG0005613	OG0004692	n0				WP_096687701.1	WP_096687701.1		WP_224174381.1
N3.HOG0005614	OG0004693	n0				WP_096692120.1	WP_096692120.1	WP_015199665.1	
N3.HOG0005615	OG0004694	n0							WP_223977366.1, WP_224175156.1
N3.HOG0005616	OG0004696	n0				WP_096688166.1	WP_096688166.1		WP_224177806.1
N3.HOG0005617	OG0004697	n0				WP_096692106.1	WP_096692106.1		
N3.HOG0005618	OG0004698	n0				WP_096692304.1	WP_096692304.1		WP_224176851.1
N3.HOG0005619	OG0004699	n0				WP_096691991.1	WP_096691991.1		WP_224177029.1
N3.HOG0005620	OG0004700	n0				WP_096688348.1	WP_096688348.1		WP_223976232.1
N3.HOG0005621	OG0004701	n0				WP_096687176.1	WP_096687176.1		WP_255666928.1
N3.HOG0005622	OG0004702	n0				WP_096690949.1	WP_096690949.1		WP_224177642.1
N3.HOG0005623	OG0004703	n0						WP_015197159.1	WP_224179102.1
N3.HOG0005624	OG0004704	n0						WP_015199871.1	
N3.HOG0005625	OG0004705	n0				WP_096692595.1	WP_096692595.1		WP_224175238.1
N3.HOG0005626	OG0004706	n0				WP_096693329.1	WP_096693329.1		WP_223977584.1
N3.HOG0005627	OG0004707	n0				WP_096693335.1	WP_096693335.1		WP_223977592.1
N3.HOG0005628	OG0004708	n0				WP_096693343.1	WP_096693343.1		WP_224176509.1
N3.HOG0005629	OG0004709	n0				WP_096693936.1	WP_096693936.1		
N3.HOG0005630	OG0004710	n0						WP_041739350.1, WP_015199380.1	WP_224175483.1
N3.HOG0005631	OG0004711	n0				WP_096690604.1	WP_096690604.1		WP_224178119.1
N3.HOG0005632	OG0004712	n0							WP_224174828.1
N3.HOG0005633	OG0004713	n0				WP_096685096.1	WP_096685096.1		WP_224175702.1
N3.HOG0005634	OG0004714	n0						WP_015199689.1	WP_224175488.1
N3.HOG0005635	OG0004715	n0				WP_096688308.1	WP_096688308.1		WP_224175007.1
N3.HOG0005636	OG0004716	n0							WP_224174520.1, WP_223972209.1
N3.HOG0005637	OG0004717	n0				WP_096684674.1	WP_096684674.1		WP_224175520.1
N3.HOG0005638	OG0004718	n0				WP_096684676.1	WP_096684676.1		WP_224175521.1
N3.HOG0005639	OG0004719	n0						WP_015198564.1	
N3.HOG0005640	OG0004720	n0				WP_096687481.1	WP_096687481.1		WP_223971681.1
N3.HOG0005641	OG0004721	n0				WP_096693311.1	WP_096693311.1		WP_223977573.1
N3.HOG0005642	OG0004722	n0				WP_096694132.1	WP_096694132.1		WP_224178243.1
N3.HOG0005643	OG0004723	n0				WP_096692148.1	WP_096692148.1		WP_224176928.1
N3.HOG0005644	OG0004724	n0				WP_096692138.1	WP_096692138.1		WP_224176933.1
N3.HOG0005645	OG0004725	n0							WP_223973496.1
N3.HOG0005646	OG0004726	n0							WP_223971206.1
N3.HOG0005647	OG0004727	n0							WP_224179165.1
N3.HOG0005648	OG0004728	n0						WP_015198072.1	WP_224176942.1
N3.HOG0005649	OG0004729	n0						WP_015198381.1	WP_224175782.1
N3.HOG0005650	OG0004730	n0						WP_015198268.1	WP_224179140.1
N3.HOG0005651	OG0004731	n0							WP_224178569.1, WP_224177994.1
N3.HOG0005652	OG0004732	n0							WP_224177995.1, WP_224178570.1
N3.HOG0005653	OG0004733	n0							WP_224177997.1
N3.HOG0005654	OG0004734	n0				WP_096692935.1	WP_096692935.1	WP_015201145.1	
N3.HOG0005655	OG0004735	n0							WP_224175313.1
N3.HOG0005656	OG0004736	n0						WP_015197973.1, WP_015196053.1	WP_224178953.1
N3.HOG0005657	OG0004737	n0				WP_096688666.1	WP_096688666.1	WP_015197058.1	
N3.HOG0005658	OG0004738	n0				WP_096684974.1	WP_096684974.1		WP_224175276.1
N3.HOG0005659	OG0004739	n0						WP_015198324.1	
N3.HOG0005660	OG0004740	n0						WP_015196210.1	
N3.HOG0005661	OG0004741	n0				WP_096690379.1	WP_096690379.1		WP_224179350.1
N3.HOG0005662	OG0004742	n1							WP_223979710.1
N3.HOG0005663	OG0004742	n2							WP_224176277.1
N3.HOG0005664	OG0004743	n0							WP_223979328.1, WP_223979459.1
N3.HOG0005665	OG0004744	n0				WP_096689001.1	WP_096689001.1		WP_224178862.1
N3.HOG0005666	OG0004745	n0							WP_224176280.1, WP_223987387.1
N3.HOG0005667	OG0004746	n0				WP_096685639.1	WP_096685639.1		WP_224176240.1
N3.HOG0005668	OG0004747	n0							WP_224176317.1, WP_224175817.1
N3.HOG0005669	OG0004748	n0							WP_223979377.1, WP_224178607.1, WP_224175451.1
N3.HOG0005670	OG0004749	n0				WP_096684158.1	WP_096684158.1		WP_224176252.1
N3.HOG0005671	OG0004750	n0				WP_096691170.1	WP_096691170.1	WP_238993777.1	
N3.HOG0005672	OG0004751	n0						WP_015197875.1	WP_224178933.1
N3.HOG0005673	OG0004752	n0						WP_015197857.1	WP_224178916.1
N3.HOG0005674	OG0004753	n0				WP_096684174.1	WP_096684174.1		WP_223978384.1
N3.HOG0005675	OG0004754	n0				WP_096691625.1	WP_096691625.1		WP_223980704.1
N3.HOG0005676	OG0004755	n0				WP_096691307.1	WP_096691307.1		
N3.HOG0005677	OG0004756	n0				WP_096687563.1	WP_096687563.1		
N3.HOG0005678	OG0004757	n0				WP_096691615.1	WP_096691615.1		WP_224177381.1
N3.HOG0005679	OG0004758	n0				WP_096692471.1	WP_096692471.1		WP_224176813.1
N3.HOG0005680	OG0004759	n0				WP_096692470.1	WP_096692470.1		WP_224176814.1
