Orthogroup	336-3	NIES-3974
OG0001521	WP_035151576.1	WP_096621162.1
OG0001522	WP_035151579.1	WP_096621161.1
OG0001523	WP_035151581.1	WP_096621160.1
OG0001524	WP_035151583.1	WP_096620139.1
OG0001526	WP_035151591.1	WP_096624354.1
OG0001527	WP_035151593.1	WP_172892739.1
OG0001528	WP_035151597.1	WP_172892797.1
OG0001529	WP_035151600.1	WP_096623792.1
OG0001531	WP_035151734.1	WP_096624147.1
OG0001537	WP_035152022.1	WP_096620833.1
OG0001544	WP_035152512.1	WP_096622479.1
OG0001545	WP_035152516.1	WP_096622477.1
OG0001546	WP_035152518.1	WP_096622476.1
OG0001547	WP_035152521.1	WP_096622475.1
OG0001548	WP_035152524.1	WP_096622474.1
OG0001549	WP_035152526.1	WP_096622473.1
OG0001550	WP_035152565.1	WP_096621082.1
OG0001552	WP_035152591.1	WP_096620131.1
OG0001553	WP_035152593.1	WP_096620132.1
OG0001554	WP_035152751.1	WP_157780740.1
OG0001555	WP_035152754.1	WP_096622386.1
OG0001556	WP_035152759.1	WP_096622672.1
OG0001557	WP_035152763.1	WP_096624414.1
OG0001558	WP_035152765.1	WP_096621157.1
OG0001559	WP_035152775.1	WP_096624957.1
OG0001560	WP_035152802.1	WP_231943511.1
OG0001561	WP_035152805.1	WP_096621115.1
OG0001562	WP_035152812.1	WP_096620712.1
OG0001563	WP_035152818.1	WP_096620714.1
OG0001564	WP_035152821.1	WP_096619823.1
OG0001565	WP_035152826.1	WP_096622644.1
OG0001566	WP_035152829.1	WP_096622642.1
OG0001567	WP_035152831.1	WP_096622641.1
OG0001568	WP_035152834.1	WP_096622640.1
OG0001569	WP_035152836.1	WP_096622394.1
OG0001570	WP_035152841.1	WP_096620165.1, WP_231943210.1
OG0001571	WP_035152865.1	WP_096620780.1
OG0001572	WP_035152868.1	WP_231943225.1
OG0001573	WP_035152876.1	WP_096622662.1
OG0001574	WP_035152880.1	WP_231943048.1
OG0001575	WP_035152883.1	WP_096624182.1
OG0001576	WP_035152892.1	WP_096623046.1
OG0001577	WP_035152894.1	WP_096623178.1
OG0001578	WP_035152899.1	WP_096622594.1
OG0001579	WP_035152901.1	WP_096622618.1
OG0001580	WP_035152908.1, WP_035154771.1	WP_096624402.1
OG0001581	WP_035152911.1	WP_096625428.1
OG0001582	WP_035152913.1	WP_096623591.1
OG0001583	WP_035152920.1	WP_172892847.1
OG0001584	WP_035152922.1	WP_096620940.1
OG0001585	WP_035152926.1	WP_096620941.1
OG0001586	WP_035152928.1	WP_096620839.1
OG0001587	WP_035152929.1	WP_096619965.1
OG0001588	WP_035152931.1	WP_231943340.1
OG0001589	WP_035152936.1	WP_096621211.1
OG0001590	WP_035152938.1	WP_096623465.1
OG0001591	WP_035152940.1	WP_231943088.1
OG0001592	WP_035152941.1	WP_096623170.1
OG0001593	WP_035152943.1	WP_096623168.1
OG0001594	WP_035152946.1	WP_096623166.1
OG0001595	WP_035152951.1	WP_157780632.1
OG0001596	WP_035152956.1	WP_096625290.1
OG0001597	WP_035152957.1	WP_096625288.1
OG0001598	WP_035152966.1	WP_096620883.1
OG0001599	WP_035152968.1	WP_096622287.1
OG0001600	WP_035152974.1	WP_096621090.1
OG0001601	WP_035152977.1	WP_096621786.1
OG0001602	WP_035152979.1	WP_096621784.1
OG0001603	WP_035152982.1	WP_096621783.1
OG0001604	WP_035152985.1	WP_096625511.1
OG0001605	WP_035152991.1	WP_096622491.1
OG0001606	WP_035153011.1	WP_096622811.1
OG0001607	WP_035153013.1	WP_096624895.1
OG0001608	WP_035153015.1	WP_096621340.1
OG0001609	WP_035153018.1	WP_096621501.1
OG0001610	WP_035153021.1	WP_231943359.1
OG0001611	WP_035153029.1	WP_096626335.1
OG0001612	WP_035153031.1	WP_096621163.1
OG0001613	WP_035153036.1	WP_096625156.1
OG0001614	WP_035153042.1	WP_096623182.1
OG0001615	WP_035153044.1	WP_096622377.1
OG0001616	WP_035153046.1	WP_231943064.1
OG0001617	WP_035153056.1	WP_096626552.1
OG0001618	WP_035153066.1	WP_096622485.1
OG0001619	WP_035153067.1	WP_096622484.1
OG0001620	WP_035153069.1	WP_096622482.1
OG0001621	WP_035153080.1	WP_096622040.1
OG0001622	WP_035153083.1	WP_096622039.1
OG0001623	WP_035153086.1	WP_096622037.1
OG0001624	WP_035153088.1	WP_096626191.1
OG0001625	WP_035153094.1	WP_096620483.1
OG0001626	WP_035153099.1	WP_096620900.1
OG0001627	WP_035153102.1	WP_096620899.1
OG0001628	WP_035153106.1	WP_096621535.1
OG0001629	WP_035153109.1	WP_096626473.1
OG0001630	WP_035153170.1	WP_096621993.1
OG0001631	WP_035153174.1	WP_096621438.1
OG0001632	WP_035153183.1	WP_096624284.1
OG0001633	WP_035153188.1	WP_096624288.1
OG0001634	WP_035153192.1	WP_096624290.1
OG0001635	WP_035153198.1	WP_096625719.1
OG0001636	WP_035153202.1	WP_096625723.1
OG0001637	WP_035153207.1	WP_096625727.1
OG0001638	WP_035153208.1	WP_096625729.1
OG0001639	WP_035153209.1	WP_096625731.1
OG0001640	WP_035153211.1	WP_096625733.1
OG0001641	WP_035153212.1	WP_096625735.1
OG0001642	WP_035153215.1	WP_096626611.1
OG0001643	WP_035153219.1	WP_096621343.1
OG0001644	WP_035153226.1	WP_096621345.1
OG0001645	WP_035153230.1	WP_096622815.1
OG0001646	WP_035153267.1	WP_096624009.1
OG0001647	WP_035153269.1	WP_096623820.1
OG0001648	WP_035153272.1	WP_096626125.1
OG0001649	WP_035153275.1	WP_096622119.1
OG0001650	WP_035153277.1	WP_096626391.1
OG0001651	WP_035153280.1	WP_096626459.1
OG0001652	WP_035153282.1	WP_096625345.1
OG0001653	WP_035153301.1	WP_096621131.1
OG0001654	WP_035153311.1	WP_096621133.1
OG0001655	WP_035153316.1	WP_096624795.1
OG0001656	WP_035153320.1	WP_096624398.1
OG0001657	WP_035153324.1	WP_096622289.1
OG0001658	WP_035153328.1	WP_096625982.1
OG0001659	WP_035153331.1	WP_096624622.1
OG0001660	WP_035153333.1	WP_096620444.1
OG0001661	WP_035153335.1	WP_096620896.1
OG0001662	WP_035153337.1	WP_096622027.1
OG0001663	WP_035153338.1	WP_096626109.1
OG0001664	WP_035153339.1	WP_096622028.1
OG0001665	WP_035153340.1	WP_096623128.1
OG0001666	WP_035153342.1	WP_096622665.1
OG0001667	WP_035153344.1	WP_096620386.1
OG0001668	WP_035153346.1	WP_172892790.1
OG0001669	WP_035153348.1	WP_096619909.1
OG0001670	WP_035153350.1	WP_096625339.1
OG0001671	WP_035153356.1	WP_096625717.1
OG0001672	WP_035153359.1	WP_096625715.1
OG0001673	WP_035153360.1	WP_096625711.1
OG0001674	WP_035153362.1	WP_096625705.1
OG0001675	WP_035153363.1	WP_096622136.1
OG0001676	WP_035153364.1	WP_096622134.1
OG0001677	WP_035153365.1	WP_197707056.1
OG0001678	WP_035153367.1	WP_096621863.1
OG0001679	WP_035153369.1	WP_096625359.1
OG0001680	WP_035153372.1	WP_096625357.1
OG0001681	WP_035153374.1	WP_096621526.1
OG0001682	WP_035153377.1	WP_096621525.1
OG0001683	WP_035153379.1	WP_096625633.1
OG0001684	WP_035153381.1	WP_096621554.1
OG0001685	WP_035153386.1	WP_096622133.1
OG0001686	WP_035153395.1	WP_096623270.1
OG0001687	WP_035153403.1	WP_096623268.1
OG0001688	WP_035153408.1	WP_096621150.1
OG0001689	WP_035153413.1	WP_231943481.1
OG0001690	WP_035153415.1	WP_096622675.1
OG0001691	WP_035153420.1	WP_096621584.1
OG0001692	WP_035153421.1	WP_096620617.1
OG0001693	WP_035153424.1	WP_096625898.1
OG0001694	WP_035153427.1	WP_096620619.1
OG0001695	WP_035153431.1	WP_096621357.1
OG0001696	WP_035153434.1	WP_096621356.1
OG0001697	WP_035153439.1	WP_096625595.1
OG0001698	WP_035153442.1	WP_096623274.1
OG0001699	WP_035153444.1	WP_096621354.1
OG0001700	WP_035153446.1	WP_096621353.1
OG0001701	WP_035153453.1	WP_096620466.1
OG0001702	WP_035153456.1	WP_096620465.1
OG0001703	WP_035153458.1	WP_096620464.1
OG0001704	WP_035153460.1	WP_096626067.1
OG0001705	WP_035153462.1	WP_096620605.1
OG0001706	WP_035153470.1	WP_096622530.1
OG0001707	WP_035153478.1	WP_096621883.1
OG0001708	WP_035153483.1	WP_096622229.1
OG0001709	WP_035153485.1	WP_096622227.1
OG0001710	WP_035153489.1	WP_172892810.1
OG0001711	WP_035153491.1	WP_096625001.1
OG0001712	WP_035153493.1	WP_096624752.1
OG0001713	WP_035153495.1	WP_231943135.1
OG0001714	WP_035153498.1	WP_096624756.1
OG0001715	WP_035153500.1	WP_096626479.1
OG0001716	WP_035153502.1	WP_096626481.1
OG0001717	WP_035153505.1	WP_096624759.1
OG0001718	WP_035153507.1	WP_096624761.1
OG0001719	WP_035153509.1	WP_096624763.1
OG0001721	WP_035153522.1	WP_096625035.1
OG0001722	WP_035153527.1	WP_096625037.1
OG0001723	WP_035153530.1	WP_096626587.1
OG0001724	WP_035154767.1, WP_035153535.1	WP_096622063.1
OG0001725	WP_035153541.1	WP_096625396.1
OG0001726	WP_035153543.1	WP_096626558.1
OG0001727	WP_035153545.1	WP_096625394.1
OG0001728	WP_035153549.1	WP_096624251.1
OG0001729	WP_035153551.1	WP_096626404.1
OG0001730	WP_035153553.1	WP_096624101.1
OG0001731	WP_035153555.1	WP_096624099.1
OG0001732	WP_035153564.1	WP_096620972.1
OG0001733	WP_035153567.1	WP_096620974.1
OG0001734	WP_035153570.1	WP_096620047.1
OG0001735	WP_035153573.1	WP_096620049.1
OG0001736	WP_035153575.1	WP_096619879.1
OG0001737	WP_035153577.1	WP_096619877.1
OG0001738	WP_035153581.1	WP_096622320.1
OG0001739	WP_035153582.1	WP_096622601.1
OG0001740	WP_035153584.1	WP_096621601.1
OG0001741	WP_035153585.1	WP_096621600.1
OG0001742	WP_035153586.1	WP_096621598.1
OG0001743	WP_035153587.1	WP_096621458.1
OG0001744	WP_035153588.1	WP_096621456.1
OG0001745	WP_035153589.1	WP_096621455.1
OG0001746	WP_035153594.1	WP_096621259.1
OG0001747	WP_035153595.1	WP_096621258.1
OG0001748	WP_035153604.1	WP_096620194.1
OG0001749	WP_035153614.1	WP_096621834.1, WP_096620453.1
OG0001750	WP_035153634.1	WP_096622095.1
OG0001751	WP_035153643.1	WP_096625276.1
OG0001752	WP_035153645.1	WP_096622012.1
OG0001753	WP_035153647.1	WP_096620391.1
OG0001755	WP_035153656.1	WP_096620675.1
OG0001756	WP_035153657.1	WP_096620676.1
OG0001757	WP_035153659.1	WP_096624189.1
OG0001758	WP_035153660.1	WP_096624186.1
OG0001759	WP_035153663.1	WP_096620184.1
OG0001760	WP_035153664.1	WP_096620183.1
OG0001761	WP_035153666.1	WP_096620182.1
OG0001762	WP_035153667.1	WP_096620181.1
OG0001763	WP_035153669.1	WP_096620180.1
OG0001764	WP_035153670.1	WP_096620179.1
OG0001765	WP_035153672.1	WP_096620178.1
OG0001766	WP_035153676.1	WP_096621537.1
OG0001767	WP_035153678.1	WP_096621536.1
OG0001768	WP_035153686.1	WP_096625860.1
OG0001769	WP_035153688.1	WP_096625569.1
OG0001770	WP_035153689.1	WP_096625567.1
OG0001771	WP_035153699.1	WP_096622693.1
OG0001772	WP_035153703.1	WP_096625603.1
OG0001773	WP_035153705.1	WP_096625601.1
OG0001774	WP_035153708.1	WP_096624783.1
OG0001775	WP_035153716.1	WP_096622635.1
OG0001776	WP_035153739.1	WP_096620231.1
OG0001777	WP_035153744.1	WP_096619802.1
OG0001778	WP_035153746.1	WP_096619804.1
OG0001779	WP_035153751.1	WP_096623950.1
OG0001780	WP_035153761.1	WP_096620114.1
OG0001781	WP_035153762.1	WP_096620653.1
OG0001782	WP_035153764.1	WP_096625266.1
OG0001783	WP_035153795.1	WP_231943185.1
OG0001784	WP_035153811.1	WP_096622668.1
OG0001785	WP_035153813.1	WP_096622667.1
OG0001786	WP_035153815.1	WP_096622666.1
OG0001787	WP_035153819.1	WP_096622597.1
OG0001788	WP_035153820.1	WP_096621616.1
OG0001789	WP_035153822.1	WP_096621617.1
OG0001790	WP_035153824.1	WP_231943446.1
OG0001791	WP_035153837.1	WP_096624023.1
OG0001792	WP_035153839.1	WP_096625452.1
OG0001793	WP_035153841.1	WP_096624310.1
OG0001794	WP_035153843.1	WP_096622276.1
OG0001795	WP_035153847.1	WP_096622630.1
OG0001796	WP_035153850.1	WP_096624819.1
OG0001797	WP_035153852.1	WP_096624817.1
OG0001798	WP_035153854.1	WP_096624815.1
OG0001799	WP_035153857.1	WP_096620222.1
OG0001800	WP_035153859.1	WP_096623230.1
OG0001801	WP_035153861.1	WP_096623226.1
OG0001802	WP_035153863.1	WP_096623224.1
OG0001803	WP_035153866.1	WP_231943065.1
OG0001804	WP_035153869.1	WP_096621645.1
OG0001805	WP_035153899.1	WP_096625130.1
OG0001806	WP_035153910.1	WP_096620262.1
OG0001807	WP_035153921.1	WP_096622254.1
OG0001808	WP_035159010.1, WP_035153937.1	WP_096620257.1
OG0001809	WP_035153940.1	WP_096621644.1
OG0001810	WP_035153942.1	WP_157780828.1
OG0001811	WP_035153944.1	WP_096625278.1
OG0001812	WP_035153946.1	WP_096625695.1
OG0001813	WP_035153950.1	WP_096625699.1
OG0001814	WP_035153952.1	WP_096622208.1
OG0001815	WP_035153955.1	WP_096622604.1
OG0001816	WP_035153957.1	WP_096620298.1
OG0001817	WP_035153958.1	WP_096620299.1
OG0001818	WP_035153959.1	WP_096620725.1
OG0001819	WP_035153963.1	WP_096623609.1
OG0001820	WP_035153964.1	WP_096622797.1
OG0001821	WP_035153966.1	WP_096622664.1
OG0001822	WP_035153970.1	WP_096619989.1
OG0001824	WP_035153978.1	WP_096621632.1
OG0001825	WP_035153982.1	WP_096621459.1
OG0001826	WP_035153985.1	WP_096622785.1
OG0001827	WP_035153986.1	WP_096622787.1
OG0001830	WP_035154012.1	WP_096625440.1
OG0001831	WP_035154018.1	WP_231943259.1
OG0001832	WP_035154020.1	WP_096622904.1
OG0001833	WP_035154022.1	WP_096623519.1
OG0001834	WP_035154024.1	WP_096623515.1
OG0001835	WP_035154029.1	WP_096624129.1
OG0001836	WP_035154031.1	WP_096620532.1
OG0001837	WP_035154035.1	WP_096621183.1
OG0001838	WP_035154039.1	WP_096621180.1
OG0001839	WP_035154043.1	WP_096625978.1
OG0001840	WP_035154046.1	WP_096621073.1
OG0001841	WP_035154048.1	WP_096621075.1
OG0001842	WP_035154050.1	WP_231943116.1
OG0001843	WP_035154054.1	WP_096623727.1
OG0001844	WP_035154056.1	WP_096621433.1
OG0001845	WP_035154058.1	WP_096621434.1
OG0001846	WP_035154065.1, WP_082127247.1	WP_096621019.1
OG0001847	WP_035154067.1	WP_096625244.1
OG0001848	WP_035154069.1	WP_096621799.1
OG0001849	WP_035154071.1	WP_096621801.1
OG0001850	WP_035154073.1	WP_096621803.1
OG0001851	WP_035154075.1	WP_096624107.1
OG0001852	WP_035154079.1	WP_096624137.1
OG0001853	WP_035154087.1	WP_096621893.1
OG0001854	WP_035154089.1	WP_096621894.1
OG0001856	WP_035154100.1	WP_096621503.1
OG0001857	WP_035154105.1	WP_096621700.1
OG0001858	WP_035154112.1	WP_096620158.1
OG0001859	WP_035154113.1	WP_096625801.1
OG0001860	WP_035154115.1	WP_096620866.1
OG0001861	WP_035154117.1	WP_096625623.1
OG0001862	WP_035154124.1	WP_096620835.1
OG0001863	WP_035154126.1	WP_096622673.1
OG0001864	WP_035154128.1	WP_096622674.1
OG0001865	WP_035154130.1	WP_096622182.1
OG0001866	WP_035154134.1	WP_096622183.1
OG0001867	WP_035154137.1	WP_096623695.1
OG0001868	WP_035154138.1	WP_096620026.1
OG0001869	WP_035154143.1	WP_096620027.1
OG0001870	WP_035154145.1	WP_096620969.1
OG0001871	WP_035154147.1	WP_231943140.1
OG0001872	WP_035154151.1	WP_096626151.1
OG0001873	WP_035154152.1	WP_096623707.1
OG0001874	WP_035154153.1	WP_096620025.1
OG0001875	WP_035154155.1	WP_096625085.1
OG0001876	WP_035154157.1	WP_096620838.1
OG0001877	WP_035154160.1	WP_096625017.1
OG0001878	WP_035154161.1	WP_096625033.1
OG0001879	WP_035154166.1	WP_096620235.1
OG0001880	WP_035154174.1	WP_096622444.1
OG0001881	WP_035154176.1	WP_096625321.1
OG0001882	WP_035154178.1	WP_096625323.1
OG0001883	WP_035154180.1	WP_096626546.1
OG0001884	WP_035154185.1	WP_096620537.1
OG0001885	WP_035154187.1	WP_096620800.1
OG0001886	WP_035154197.1	WP_096621311.1
OG0001887	WP_035154199.1	WP_096621310.1
OG0001888	WP_035154213.1	WP_096624672.1
OG0001889	WP_035154216.1	WP_096620843.1
OG0001890	WP_035154218.1	WP_096623087.1
OG0001891	WP_035154220.1	WP_096623089.1
OG0001892	WP_035154224.1	WP_096620628.1
OG0001893	WP_035154228.1	WP_096620626.1
OG0001894	WP_035154232.1	WP_096622001.1
OG0001895	WP_035154234.1	WP_096620268.1
OG0001896	WP_035154235.1	WP_096620842.1
OG0001897	WP_035154245.1	WP_096620023.1
OG0001898	WP_035154247.1	WP_096624642.1
OG0001899	WP_035154249.1	WP_096620983.1
OG0001900	WP_035154253.1	WP_096625371.1
OG0001902	WP_035154259.1	WP_096623398.1
OG0001903	WP_035154261.1	WP_096623396.1
OG0001904	WP_035154265.1	WP_096621573.1
OG0001905	WP_035154268.1	WP_096622390.1
OG0001906	WP_035154275.1	WP_096626181.1
OG0001907	WP_035154277.1	WP_096622428.1
OG0001908	WP_035154280.1	WP_231943056.1
OG0001909	WP_035154281.1	WP_096622295.1
OG0001910	WP_035154282.1	WP_096622296.1
OG0001911	WP_035154284.1	WP_096622297.1
OG0001912	WP_035154285.1	WP_096622298.1
OG0001913	WP_035154289.1	WP_096620909.1
OG0001914	WP_035154294.1	WP_172892760.1
OG0001915	WP_035154295.1	WP_096620905.1
OG0001916	WP_035154297.1	WP_096620904.1
OG0001917	WP_035154298.1	WP_096620903.1
OG0001918	WP_035154299.1	WP_096620902.1
OG0001919	WP_035154300.1	WP_096620901.1
OG0001920	WP_035154302.1	WP_096621006.1
OG0001921	WP_035154303.1	WP_096621005.1
OG0001922	WP_035154305.1	WP_096621004.1
OG0001923	WP_035154306.1	WP_096621003.1
OG0001924	WP_035154307.1	WP_096621002.1
OG0001925	WP_035154309.1	WP_096621001.1
OG0001926	WP_035154313.1	WP_096620999.1
OG0001927	WP_035154316.1	WP_096621247.1
OG0001928	WP_035154319.1	WP_096620664.1
OG0001929	WP_035154329.1	WP_096620189.1
OG0001930	WP_035154331.1	WP_096620190.1
OG0001931	WP_035154332.1	WP_096620191.1
OG0001932	WP_035154334.1	WP_096622723.1
OG0001933	WP_035154345.1	WP_096622725.1
OG0001934	WP_035154347.1	WP_096621248.1
OG0001935	WP_035154350.1	WP_096622737.1
OG0001936	WP_035154352.1	WP_096622100.1
OG0001937	WP_035154359.1	WP_096624547.1
OG0001938	WP_035154360.1	WP_096624545.1
OG0001939	WP_035154362.1	WP_096624543.1
OG0001940	WP_035154364.1	WP_096624541.1
OG0001942	WP_035154371.1	WP_096624863.1
OG0001943	WP_035154377.1	WP_096621697.1
OG0001944	WP_035154378.1	WP_096624177.1
OG0001945	WP_035154382.1	WP_096621429.1
OG0001946	WP_035154383.1	WP_096626420.1
OG0001947	WP_035154385.1	WP_157780771.1
OG0001948	WP_035154389.1	WP_096626329.1
OG0001949	WP_035154391.1	WP_096623380.1
OG0001950	WP_035154419.1	WP_096621023.1
OG0001951	WP_035154425.1	WP_096620408.1
OG0001952	WP_035154428.1	WP_096624539.1
OG0001953	WP_035154430.1	WP_096624537.1
OG0001954	WP_035154432.1	WP_096624535.1
OG0001955	WP_035154434.1	WP_096624533.1
OG0001956	WP_035154437.1	WP_096624529.1
OG0001957	WP_035154439.1	WP_096625067.1
OG0001958	WP_035154441.1	WP_096621756.1
OG0001959	WP_035154443.1	WP_096623238.1
OG0001960	WP_035154445.1	WP_096623796.1
OG0001961	WP_035154448.1	WP_096622803.1
OG0001962	WP_035154452.1	WP_096625607.1
OG0001963	WP_035154456.1	WP_096624328.1
OG0001964	WP_035154458.1	WP_096621527.1
OG0001965	WP_035154463.1	WP_096626141.1
OG0001966	WP_035154465.1	WP_096622217.1
OG0001967	WP_035154469.1	WP_096622214.1
OG0001968	WP_035154471.1	WP_096626135.1
OG0001969	WP_035154475.1	WP_096622179.1
OG0001970	WP_035154477.1	WP_096626137.1
OG0001971	WP_035154479.1	WP_096622180.1
OG0001972	WP_035154481.1	WP_096625252.1
OG0001973	WP_035154483.1	WP_096625254.1
OG0001974	WP_035154495.1	WP_096624388.1
OG0001975	WP_035154500.1	WP_096623744.1
OG0001976	WP_035154502.1	WP_096620645.1
OG0001977	WP_035154507.1	WP_096622555.1
OG0001978	WP_035154508.1	WP_096622140.1
OG0001979	WP_035154509.1	WP_096622139.1
OG0001980	WP_035154510.1	WP_096622137.1
OG0001981	WP_035154511.1	WP_096624448.1
OG0001982	WP_035154512.1	WP_096623176.1
OG0001983	WP_035154514.1	WP_096623991.1
OG0001984	WP_035154515.1	WP_157780653.1
OG0001986	WP_035154518.1	WP_096621768.1
OG0001987	WP_035154519.1	WP_096621186.1
OG0001988	WP_035154522.1	WP_096623106.1
OG0001989	WP_035154523.1	WP_096623810.1
OG0001990	WP_035154528.1	WP_096626016.1
OG0001991	WP_035154529.1	WP_096622535.1
OG0001992	WP_035154530.1	WP_096623960.1
OG0001993	WP_035154535.1	WP_096621013.1
OG0001994	WP_035154540.1	WP_096623932.1
OG0001995	WP_035154542.1	WP_096621106.1
OG0001997	WP_035154547.1	WP_231943361.1
OG0001998	WP_035154549.1	WP_096621307.1
OG0001999	WP_035154551.1	WP_096621306.1
OG0002000	WP_035154552.1	WP_096623619.1
OG0002001	WP_035154558.1	WP_096619925.1
OG0002002	WP_035154560.1	WP_096620681.1
OG0002003	WP_035154561.1	WP_096625641.1
OG0002004	WP_035154563.1	WP_096625637.1
OG0002005	WP_035154568.1	WP_096620612.1
OG0002006	WP_035154571.1	WP_096620717.1
OG0002007	WP_035154573.1	WP_096625920.1
OG0002008	WP_035154575.1	WP_096625169.1
OG0002009	WP_035154577.1	WP_096624909.1
OG0002010	WP_035154584.1	WP_096622265.1
OG0002011	WP_035154588.1	WP_096621482.1
OG0002012	WP_035154589.1	WP_096621483.1
OG0002013	WP_035154591.1	WP_096620732.1
OG0002014	WP_035154592.1	WP_096620733.1
OG0002015	WP_035154593.1	WP_096624771.1
OG0002016	WP_035158102.1, WP_035154596.1	WP_096622610.1
OG0002017	WP_035154598.1	WP_096622581.1
OG0002018	WP_035154600.1	WP_231943124.1
OG0002019	WP_035154601.1	WP_096624499.1
OG0002020	WP_035154603.1	WP_096624501.1
OG0002021	WP_035154605.1	WP_096620017.1
OG0002022	WP_035154613.1	WP_096626583.1
OG0002023	WP_035154615.1	WP_096621911.1
OG0002024	WP_035154619.1	WP_231943179.1
OG0002025	WP_035154620.1	WP_096620118.1
OG0002026	WP_035154632.1	WP_096619899.1
OG0002027	WP_035154633.1	WP_096621815.1
OG0002028	WP_035154634.1	WP_096623569.1
OG0002029	WP_035154635.1	WP_096620756.1
OG0002030	WP_035154638.1	WP_096622438.1
OG0002031	WP_035154641.1	WP_096621529.1
OG0002032	WP_035154642.1	WP_096624346.1
OG0002033	WP_035154645.1	WP_096624342.1
OG0002034	WP_035154647.1	WP_096622146.1
OG0002035	WP_035154648.1	WP_096620389.1
OG0002036	WP_035154653.1	WP_096622607.1
OG0002037	WP_035154654.1	WP_096621923.1
OG0002038	WP_035154655.1	WP_096620738.1
OG0002039	WP_035154656.1	WP_096620722.1
OG0002040	WP_035154657.1	WP_096624143.1
OG0002041	WP_035154662.1	WP_096625256.1
OG0002042	WP_035154668.1	WP_096621650.1
OG0002043	WP_035154675.1	WP_096620871.1
OG0002045	WP_035154686.1	WP_096625197.1
OG0002046	WP_035154688.1	WP_096620196.1
OG0002047	WP_035154690.1	WP_096620195.1
OG0002048	WP_035154694.1	WP_096625355.1
OG0002049	WP_035154700.1	WP_096623912.1
OG0002050	WP_035154702.1	WP_096623914.1
OG0002051	WP_035154703.1	WP_096623916.1
OG0002052	WP_035154704.1	WP_096623918.1
OG0002053	WP_035154705.1	WP_096624135.1
OG0002054	WP_035154706.1	WP_096620577.1
OG0002055	WP_035154707.1	WP_096621855.1
OG0002056	WP_035154708.1	WP_096621686.1
OG0002057	WP_035154709.1	WP_096625039.1
OG0002058	WP_035154712.1	WP_096626516.1
OG0002059	WP_035154713.1	WP_096620572.1
OG0002060	WP_035154777.1	WP_096625515.1
OG0002061	WP_035154779.1	WP_096625513.1
OG0002062	WP_035154782.1	WP_096622010.1
OG0002063	WP_035154790.1	WP_096620869.1
OG0002064	WP_035154793.1	WP_096620870.1
OG0002065	WP_035154803.1	WP_096620892.1
OG0002066	WP_035154806.1	WP_096621142.1
OG0002067	WP_035154808.1	WP_096621141.1
OG0002068	WP_035154811.1	WP_096621140.1
OG0002069	WP_035154813.1	WP_096621139.1
OG0002070	WP_035154818.1	WP_096621138.1
OG0002071	WP_035154821.1	WP_096620242.1
OG0002072	WP_035154827.1	WP_096621604.1
OG0002073	WP_035154828.1	WP_096624969.1
OG0002074	WP_035154830.1	WP_096623242.1
OG0002075	WP_035154832.1	WP_096623240.1
OG0002076	WP_035154836.1	WP_096626301.1
OG0002077	WP_035154840.1	WP_096622448.1
OG0002078	WP_035154842.1	WP_096625749.1
OG0002079	WP_035154848.1	WP_096625272.1
OG0002080	WP_035154850.1	WP_096620115.1
OG0002082	WP_035154871.1	WP_231943232.1
OG0002084	WP_035154883.1	WP_096625380.1
OG0002085	WP_035154885.1	WP_231943154.1
OG0002086	WP_035154889.1	WP_096621738.1
OG0002087	WP_035154891.1	WP_096620050.1
OG0002088	WP_035154892.1	WP_016875849.1
OG0002089	WP_035154896.1	WP_096620051.1
OG0002090	WP_035154913.1	WP_096620827.1
OG0002091	WP_035154916.1	WP_231943228.1
OG0002092	WP_035154920.1	WP_096620826.1
OG0002093	WP_035154922.1	WP_096624624.1
OG0002094	WP_035154931.1	WP_096625649.1
OG0002095	WP_035154934.1	WP_096625647.1
OG0002096	WP_035154940.1	WP_096624233.1
OG0002097	WP_035154945.1	WP_096624025.1
OG0002098	WP_035154947.1	WP_096621696.1
OG0002099	WP_035154951.1	WP_096620668.1
OG0002100	WP_035154953.1	WP_096619827.1
OG0002101	WP_035154965.1	WP_096621822.1
OG0002102	WP_035154970.1	WP_096626145.1
OG0002103	WP_035154974.1	WP_096623364.1
OG0002104	WP_035154977.1	WP_096626323.1
OG0002105	WP_035154980.1	WP_096619963.1
OG0002106	WP_035154985.1	WP_096619959.1
OG0002107	WP_035154988.1	WP_096619961.1
OG0002108	WP_035154991.1	WP_096625761.1
OG0002109	WP_035154997.1	WP_096621250.1
OG0002110	WP_035154999.1	WP_096619913.1
OG0002111	WP_035155002.1	WP_096619915.1
OG0002112	WP_035155013.1	WP_096623104.1
OG0002113	WP_035155016.1	WP_096623102.1
OG0002114	WP_035155019.1	WP_096624031.1
OG0002115	WP_035155022.1	WP_096621175.1
OG0002116	WP_035155025.1	WP_231943535.1
OG0002117	WP_035155028.1	WP_096621178.1
OG0002118	WP_035155045.1	WP_096620965.1
OG0002119	WP_035155048.1	WP_096620964.1
OG0002120	WP_035155050.1	WP_096620963.1
OG0002121	WP_035155052.1	WP_096620962.1
OG0002122	WP_035155057.1	WP_096620960.1
OG0002123	WP_035155067.1	WP_096621194.1
OG0002124	WP_035155078.1	WP_096621199.1
OG0002125	WP_035155081.1	WP_096621200.1
OG0002126	WP_035155084.1	WP_096621201.1
