Orthogroup	336-3	PCC_7716
OG0000966	WP_035158305.1	WP_223977333.1
OG0000967	WP_046814821.1, WP_035158330.1	WP_224175165.1
OG0000968	WP_035158922.1	WP_224178140.1
OG0000969	WP_035159028.1	WP_223972871.1
OG0000970	WP_035159061.1	WP_223990011.1
OG0000971	WP_035159069.1	WP_224177900.1
OG0000973	WP_035159197.1	WP_223973767.1, WP_224176866.1
OG0000974	WP_035159222.1	WP_224177471.1
OG0000975	WP_035159425.1	WP_224174732.1, WP_127085455.1
OG0000977	WP_035159519.1	WP_224178413.1
OG0000978	WP_035159602.1	WP_223974025.1
OG0000979	WP_035159833.1	WP_223989542.1
OG0000980	WP_046814676.1	WP_223972938.1
OG0000981	WP_046814689.1	WP_224177609.1
OG0000982	WP_144415973.1, WP_046814707.1	WP_223986113.1
OG0000983	WP_046814745.1	WP_224176812.1
OG0000984	WP_046814746.1	WP_223977903.1
OG0000986	WP_046814859.1	WP_224176781.1, WP_223977011.1
OG0000987	WP_046814865.1	WP_223972430.1
OG0000988	WP_046814973.1	WP_224177836.1
OG0000989	WP_046815003.1	WP_224178148.1
OG0000990	WP_046815013.1	WP_224178806.1
OG0000991	WP_052754362.1	WP_224175420.1, WP_224175421.1
OG0000992	WP_238178370.1, WP_052754377.1	WP_223981562.1
OG0000993	WP_052754388.1	WP_223976692.1, WP_224179015.1
OG0000994	WP_052754413.1	WP_224178656.1, WP_224178655.1, WP_224176220.1
OG0000995	WP_052754427.1	WP_223978047.1
OG0000996	WP_052754438.1	WP_224175512.1
OG0000997	WP_052754484.1	WP_224176186.1
OG0000998	WP_052754514.1	WP_223984566.1
OG0001000	WP_052754530.1	WP_224176430.1, WP_224177437.1
OG0001001	WP_052754581.1	WP_224180530.1, WP_224174274.1, WP_224174898.1, WP_224179998.1, WP_224180066.1
OG0001002	WP_082127291.1	WP_224180220.1, WP_224175677.1
OG0001003	WP_082127324.1	WP_224178872.1
OG0001004	WP_082127342.1	WP_223978798.1
OG0001005	WP_082127441.1	WP_223988215.1
OG0001006	WP_144416029.1	WP_224179702.1
OG0001007	WP_144416076.1	WP_224175351.1
OG0001008	WP_201782639.1	WP_224178032.1
OG0001009	WP_201782649.1	WP_224178083.1
OG0001010	WP_201782655.1	WP_186538615.1
OG0001011	WP_201782668.1	WP_223982230.1
OG0001012	WP_201782688.1	WP_223991094.1
OG0001013	WP_238178341.1	WP_223981076.1
OG0001014	WP_238178361.1	WP_223989476.1
OG0001015	WP_238178379.1	WP_224178120.1
OG0001016	WP_238178381.1	WP_223986280.1
OG0001017	WP_238178403.1	WP_223973022.1, WP_224177305.1
OG0001018	WP_238178428.1, WP_238178427.1	WP_224178236.1
OG0001019	WP_238178513.1	WP_223991386.1
OG0001020	WP_238178535.1	WP_223976156.1
OG0001108	WP_006276978.1	WP_006276978.1
OG0001109	WP_008232935.1	WP_010998474.1
OG0001110	WP_010995042.1	WP_010995042.1
OG0001111	WP_010997613.1	WP_010997613.1
OG0001112	WP_010998401.1	WP_010998401.1
OG0001113	WP_033336317.1	WP_015114387.1
OG0001114	WP_035148857.1	WP_224175379.1
OG0001115	WP_035148861.1	WP_223976672.1
OG0001116	WP_035148865.1	WP_224179467.1
OG0001117	WP_035148867.1	WP_223985523.1
OG0001118	WP_035148873.1	WP_223984465.1
OG0001119	WP_035148881.1	WP_223978952.1
OG0001120	WP_035148885.1	WP_224178335.1
OG0001121	WP_035148888.1	WP_224178336.1
OG0001122	WP_035148892.1	WP_224178513.1
OG0001123	WP_035148895.1	WP_223990367.1
OG0001124	WP_035148897.1	WP_224177797.1
OG0001125	WP_035148899.1	WP_224178752.1
OG0001126	WP_035148905.1	WP_223973071.1
OG0001127	WP_035148907.1	WP_223973077.1
OG0001128	WP_035148913.1	WP_223977950.1
OG0001129	WP_035148914.1	WP_223976787.1
OG0001130	WP_035148927.1	WP_019493295.1
OG0001131	WP_035148929.1	WP_223989498.1
OG0001132	WP_035148933.1	WP_223980634.1
OG0001133	WP_035148935.1	WP_127080252.1
OG0001134	WP_035148947.1	WP_223978120.1
OG0001135	WP_035148952.1	WP_223972525.1
OG0001136	WP_035148953.1	WP_073616159.1
OG0001137	WP_035148955.1	WP_223978370.1
OG0001138	WP_035148957.1	WP_223978369.1
OG0001139	WP_035148974.1	WP_224177300.1
OG0001140	WP_035148982.1	WP_224179485.1
OG0001141	WP_035148983.1	WP_224176361.1
OG0001142	WP_035149001.1	WP_223977962.1
OG0001143	WP_035149003.1	WP_223977308.1
OG0001144	WP_035155841.1, WP_035149017.1	WP_224178845.1
OG0001145	WP_035149019.1	WP_223991259.1
OG0001146	WP_035149021.1	WP_019495151.1
OG0001147	WP_035149024.1	WP_073619884.1
OG0001148	WP_035149026.1	WP_223976317.1
OG0001149	WP_035149028.1	WP_224177563.1
OG0001150	WP_035149030.1	WP_223982607.1
OG0001151	WP_035149032.1	WP_224178291.1
OG0001152	WP_035149036.1	WP_223987714.1
OG0001153	WP_035149040.1	WP_224177140.1
OG0001154	WP_035149044.1	WP_223972553.1
OG0001155	WP_035149046.1	WP_223989532.1
OG0001156	WP_035149048.1	WP_223989290.1
OG0001157	WP_035149051.1	WP_224178671.1
OG0001158	WP_035149063.1	WP_223980855.1
OG0001159	WP_035149066.1	WP_223988277.1
OG0001160	WP_035149070.1	WP_223976149.1
OG0001161	WP_035149071.1	WP_224177985.1
OG0001162	WP_035149076.1	WP_224176409.1
OG0001163	WP_035149078.1	WP_223983708.1
OG0001164	WP_035149081.1	WP_223984869.1
OG0001165	WP_035149083.1	WP_223983704.1
OG0001166	WP_035149086.1	WP_224178502.1
OG0001167	WP_035149088.1	WP_223982749.1
OG0001168	WP_035149091.1	WP_223975608.1
OG0001169	WP_035149098.1	WP_224177624.1
OG0001170	WP_035149100.1	WP_224177345.1
OG0001171	WP_035149102.1	WP_224177344.1
OG0001172	WP_035149104.1	WP_127078636.1
OG0001173	WP_035149106.1	WP_223983802.1
OG0001174	WP_035149110.1	WP_019489948.1
OG0001175	WP_035149125.1	WP_019492323.1
OG0001176	WP_035149126.1	WP_223975524.1
OG0001177	WP_035149127.1	WP_223975526.1
OG0001178	WP_035149135.1	WP_223973600.1
OG0001179	WP_035151746.1, WP_035149167.1	WP_224178198.1
OG0001180	WP_035149173.1	WP_223986468.1
OG0001181	WP_035149184.1	WP_224178209.1
OG0001182	WP_035149187.1	WP_224178681.1
OG0001183	WP_035149196.1	WP_223985511.1
OG0001184	WP_035149201.1	WP_223989278.1
OG0001185	WP_035149209.1	WP_224179107.1
OG0001186	WP_035149231.1	WP_224176823.1
OG0001187	WP_035149233.1	WP_224176008.1
OG0001188	WP_035149240.1	WP_223983107.1
OG0001189	WP_035149247.1	WP_223989292.1
OG0001190	WP_035149250.1	WP_223989294.1
OG0001191	WP_035149253.1	WP_223989296.1
OG0001192	WP_035149254.1	WP_019492353.1
OG0001193	WP_035154763.1, WP_035149257.1	WP_223990760.1
OG0001194	WP_035149267.1	WP_224176225.1
OG0001194	WP_035157246.1	WP_223978678.1
OG0001195	WP_035149276.1	WP_223980120.1, WP_224174011.1
OG0001196	WP_035149288.1	WP_223986031.1
OG0001197	WP_035149290.1	WP_223971100.1
OG0001198	WP_035149292.1	WP_224174699.1
OG0001199	WP_035149315.1	WP_223977913.1
OG0001200	WP_035149319.1	WP_223976036.1
OG0001201	WP_035149376.1	WP_223973395.1
OG0001202	WP_035149378.1	WP_223988015.1
OG0001203	WP_035149379.1	WP_224178698.1
OG0001204	WP_035149381.1	WP_223984708.1
OG0001205	WP_035149397.1	WP_224176021.1
OG0001206	WP_035149400.1	WP_223978741.1
OG0001207	WP_035149404.1	WP_224176025.1
OG0001208	WP_035149410.1	WP_224176029.1
OG0001209	WP_035149412.1	WP_223978752.1
OG0001210	WP_035149415.1	WP_019497397.1
OG0001211	WP_035149418.1	WP_224176030.1
OG0001212	WP_035149421.1	WP_223972742.1
OG0001213	WP_035149423.1	WP_223972743.1
OG0001214	WP_035149428.1	WP_019489541.1
OG0001215	WP_035149433.1	WP_223985030.1
OG0001216	WP_035149435.1	WP_223986084.1
OG0001217	WP_035149441.1	WP_224178393.1
OG0001218	WP_035149454.1	WP_223986810.1
OG0001219	WP_035149466.1	WP_223985961.1
OG0001220	WP_035149468.1	WP_223985957.1
OG0001221	WP_035149472.1	WP_223985955.1
OG0001222	WP_035149474.1	WP_224173996.1
OG0001223	WP_035149481.1	WP_223975462.1
OG0001224	WP_035149483.1	WP_223975460.1
OG0001225	WP_035149486.1	WP_223991423.1
OG0001226	WP_035149502.1	WP_223976797.1
OG0001227	WP_035149504.1	WP_223989802.1
OG0001228	WP_035149510.1	WP_223989796.1
OG0001229	WP_035149512.1	WP_223989794.1
OG0001230	WP_035149514.1	WP_019492311.1
OG0001231	WP_035149517.1	WP_223975476.1
OG0001232	WP_035149521.1	WP_224177418.1
OG0001233	WP_035149533.1	WP_026093335.1
OG0001234	WP_035149535.1	WP_019493631.1
OG0001235	WP_035149574.1	WP_223986348.1
OG0001236	WP_035149577.1	WP_019491212.1
OG0001237	WP_035149589.1	WP_127082019.1
OG0001238	WP_035149605.1	WP_224179531.1
OG0001239	WP_035149625.1	WP_223977559.1
OG0001240	WP_035149627.1	WP_223977557.1
OG0001241	WP_035149629.1	WP_223977553.1
OG0001242	WP_035149632.1	WP_223977329.1
OG0001243	WP_035149634.1	WP_223982637.1
OG0001244	WP_035149636.1	WP_224177343.1
OG0001245	WP_035149638.1	WP_224178670.1
OG0001246	WP_035149641.1	WP_224178039.1
OG0001247	WP_035149646.1	WP_223973672.1
OG0001248	WP_035149653.1	WP_224178729.1
OG0001249	WP_035149661.1	WP_223977989.1
OG0001250	WP_035149663.1	WP_223969946.1
OG0001251	WP_035149665.1	WP_223978730.1
OG0001252	WP_035149675.1	WP_224177001.1
OG0001253	WP_035149680.1	WP_224175590.1
OG0001254	WP_035149697.1	WP_224179568.1
OG0001255	WP_035149699.1	WP_019491391.1
OG0001256	WP_035149701.1	WP_127081723.1
OG0001257	WP_035149706.1	WP_223972329.1
OG0001258	WP_035149710.1	WP_223976644.1
OG0001259	WP_035149715.1	WP_224177762.1
OG0001260	WP_035149726.1	WP_223976056.1
OG0001261	WP_035149734.1	WP_224179042.1
OG0001262	WP_035149738.1	WP_223978213.1
OG0001263	WP_035149739.1	WP_223978859.1
OG0001264	WP_035149745.1	WP_223972460.1
OG0001265	WP_035149747.1	WP_224174829.1
OG0001266	WP_035149759.1	WP_223977876.1
OG0001267	WP_035149769.1	WP_224174769.1
OG0001268	WP_035149794.1	WP_019494428.1
OG0001269	WP_035149804.1	WP_224179502.1
OG0001270	WP_035149807.1	WP_019494432.1
OG0001271	WP_035149813.1	WP_223991428.1
OG0001272	WP_035149818.1	WP_224177752.1
OG0001273	WP_035149820.1	WP_224179655.1
OG0001275	WP_035149860.1	WP_127083405.1, WP_224175964.1
OG0001276	WP_035149869.1	WP_073619417.1
OG0001277	WP_035149871.1	WP_019491256.1
OG0001278	WP_035149889.1	WP_224173999.1
OG0001279	WP_035149897.1	WP_224176407.1
OG0001280	WP_035149900.1	WP_223977713.1
OG0001281	WP_035149915.1	WP_224176231.1
OG0001282	WP_035149918.1	WP_224176203.1
OG0001283	WP_035149929.1	WP_224176583.1
OG0001284	WP_035149931.1	WP_019495257.1
OG0001285	WP_035149946.1	WP_223977901.1
OG0001286	WP_035149950.1	WP_223990776.1
OG0001287	WP_035149952.1	WP_224174805.1
OG0001288	WP_035149960.1	WP_223978243.1
OG0001289	WP_035149967.1	WP_223988142.1
OG0001290	WP_035149969.1	WP_223978111.1
OG0001291	WP_035149987.1	WP_223984912.1
OG0001292	WP_035150007.1	WP_224176579.1
OG0001293	WP_035150009.1	WP_223977890.1
OG0001294	WP_035150011.1	WP_224175336.1
OG0001295	WP_035150035.1	WP_127080705.1
OG0001296	WP_035150037.1	WP_223977784.1
OG0001297	WP_035150052.1	WP_223990360.1
OG0001298	WP_035150056.1	WP_223990320.1
OG0001299	WP_035150058.1	WP_224176923.1
OG0001300	WP_035150061.1	WP_223990325.1
OG0001301	WP_035150078.1	WP_224176918.1
OG0001302	WP_035150084.1	WP_223990351.1
OG0001303	WP_035150086.1	WP_223990353.1
OG0001304	WP_035150092.1	WP_223990335.1
OG0001305	WP_035150098.1	WP_224176924.1
OG0001306	WP_035150099.1	WP_223990327.1
OG0001307	WP_035150111.1	WP_224176199.1
OG0001308	WP_035150121.1	WP_224175037.1
OG0001309	WP_035150123.1	WP_223972600.1
OG0001310	WP_035150126.1	WP_223972599.1
OG0001311	WP_035150129.1	WP_223972598.1
OG0001312	WP_035150131.1	WP_223986445.1
OG0001313	WP_035150142.1	WP_223973807.1
OG0001314	WP_035150144.1	WP_224178382.1
OG0001315	WP_035150148.1	WP_223973805.1
OG0001316	WP_035150150.1	WP_224178383.1
OG0001317	WP_035150151.1	WP_223973803.1
OG0001318	WP_035150154.1	WP_223973802.1
OG0001319	WP_035150157.1	WP_224178384.1
OG0001320	WP_035150160.1	WP_224178385.1
OG0001321	WP_035150165.1	WP_223991285.1
OG0001322	WP_035150168.1	WP_223978976.1
OG0001323	WP_035150171.1	WP_224176192.1
OG0001324	WP_035150193.1	WP_224179066.1
OG0001325	WP_035150196.1	WP_224179065.1
OG0001326	WP_035150209.1	WP_224176501.1
OG0001327	WP_035150219.1	WP_223991304.1
OG0001328	WP_035150226.1	WP_224180477.1, WP_223977662.1
OG0001329	WP_035150232.1	WP_224179316.1
OG0001330	WP_035150235.1	WP_224179315.1
OG0001331	WP_035150243.1	WP_224178183.1
OG0001332	WP_035150249.1	WP_224178126.1
OG0001333	WP_035150252.1	WP_224178089.1
OG0001334	WP_035150255.1	WP_224178090.1
OG0001335	WP_168163415.1, WP_168163414.1, WP_035150292.1	WP_224175974.1, WP_224176229.1, WP_224177966.1
OG0001336	WP_035150300.1	WP_224175547.1, WP_224177561.1
OG0001337	WP_035150311.1	WP_223973753.1
OG0001338	WP_035150318.1	WP_224176517.1
OG0001339	WP_035150328.1	WP_223978164.1
OG0001340	WP_035150336.1	WP_223977532.1
OG0001341	WP_035150337.1	WP_223990064.1
OG0001342	WP_035150347.1	WP_223988076.1
OG0001343	WP_035150349.1	WP_223988273.1
OG0001344	WP_035150352.1	WP_224175504.1
OG0001345	WP_035150358.1	WP_223985027.1
OG0001346	WP_035150360.1	WP_223985024.1
OG0001347	WP_035150362.1	WP_223978774.1
OG0001348	WP_035150369.1	WP_223986273.1
OG0001349	WP_035150372.1	WP_224177981.1
OG0001350	WP_035150379.1	WP_224179219.1
OG0001351	WP_035150381.1	WP_224179218.1
OG0001352	WP_035150396.1	WP_223978147.1
OG0001353	WP_035150397.1	WP_223982532.1
OG0001354	WP_035150399.1	WP_224177336.1
OG0001355	WP_035150409.1	WP_223977588.1, WP_224179994.1
OG0001356	WP_035150412.1	WP_223982513.1
OG0001357	WP_035150436.1	WP_224177920.1
OG0001358	WP_035150438.1	WP_223984184.1
OG0001359	WP_035150441.1	WP_224178624.1
OG0001360	WP_035150448.1	WP_224175557.1
OG0001361	WP_035150453.1	WP_224177448.1
OG0001362	WP_035150460.1	WP_223978110.1
OG0001363	WP_035150466.1	WP_223977530.1
OG0001364	WP_035150476.1	WP_224178388.1
OG0001365	WP_035150497.1	WP_223978857.1
OG0001366	WP_035150499.1	WP_223978853.1
OG0001367	WP_035150505.1	WP_223976066.1
OG0001368	WP_035150508.1	WP_223973949.1
OG0001369	WP_035150510.1	WP_224175098.1
OG0001370	WP_035150513.1	WP_224175255.1
OG0001371	WP_035150525.1	WP_224175926.1, WP_224180292.1
OG0001372	WP_035150540.1	WP_223971423.1
OG0001373	WP_035150543.1	WP_224179606.1
OG0001374	WP_035150550.1	WP_223987685.1
OG0001375	WP_035150576.1	WP_223972961.1
OG0001376	WP_035150578.1	WP_223972963.1
OG0001377	WP_035150591.1	WP_224178668.1
OG0001378	WP_035150597.1	WP_224177839.1
OG0001379	WP_035150601.1	WP_223986194.1
OG0001380	WP_035150603.1	WP_223986192.1
OG0001381	WP_035150605.1	WP_223986186.1
OG0001382	WP_035150609.1	WP_223986180.1
OG0001383	WP_035150617.1	WP_224177599.1
OG0001384	WP_035150618.1	WP_224173929.1
OG0001385	WP_035150629.1	WP_224176962.1
OG0001386	WP_035150645.1	WP_223979921.1
OG0001387	WP_035150647.1	WP_224176434.1
OG0001388	WP_035150651.1	WP_223990588.1
OG0001389	WP_035150653.1	WP_224176435.1
OG0001390	WP_035150660.1	WP_224177054.1
OG0001391	WP_035150662.1	WP_223980221.1
OG0001392	WP_035150666.1	WP_223980225.1
OG0001393	WP_035150667.1	WP_223985658.1
OG0001394	WP_035150673.1	WP_127086973.1
OG0001395	WP_035150675.1	WP_224177332.1
OG0001396	WP_035150677.1	WP_223982488.1
OG0001397	WP_035150686.1	WP_223986208.1
OG0001398	WP_035150712.1	WP_223990686.1
OG0001399	WP_035150719.1	WP_224179492.1
OG0001400	WP_035150721.1	WP_223990477.1
OG0001401	WP_035150727.1	WP_223991368.1
OG0001402	WP_035150729.1	WP_224176970.1
OG0001403	WP_035150731.1	WP_019494659.1
OG0001404	WP_035150736.1	WP_224176969.1
OG0001405	WP_035150738.1	WP_224175112.1
OG0001406	WP_035150747.1	WP_224175109.1
OG0001407	WP_035150750.1	WP_223980752.1
OG0001408	WP_035150754.1	WP_224176620.1
OG0001409	WP_035150761.1	WP_224176396.1
OG0001410	WP_035150762.1	WP_223978666.1
OG0001412	WP_035150770.1	WP_224175459.1, WP_224178899.1
OG0001413	WP_035150774.1	WP_224178632.1
OG0001414	WP_035150778.1	WP_224177313.1
OG0001415	WP_035150791.1	WP_223973382.1
OG0001416	WP_035150794.1	WP_224177867.1
OG0001417	WP_035150801.1	WP_223972510.1
OG0001418	WP_035150819.1	WP_223975992.1
OG0001419	WP_035150826.1	WP_224175091.1
OG0001420	WP_035150829.1	WP_223990078.1
OG0001421	WP_035150832.1	WP_224176363.1
OG0001422	WP_035150838.1	WP_073616549.1
OG0001423	WP_035150841.1	WP_019495698.1
OG0001424	WP_035155324.1	WP_224178355.1
OG0001425	WP_035150864.1	WP_223978950.1
OG0001426	WP_035150882.1	WP_223987791.1
OG0001427	WP_035150886.1	WP_223985584.1
OG0001428	WP_035150888.1	WP_073620480.1
OG0001429	WP_035150901.1	WP_026093591.1
OG0001430	WP_035150939.1	WP_224176431.1
OG0001431	WP_035150946.1	WP_223976507.1
OG0001432	WP_035150955.1	WP_223973040.1
OG0001433	WP_035150960.1	WP_223973376.1
OG0001434	WP_035150966.1	WP_224175533.1
OG0001435	WP_035150969.1	WP_224177654.1
OG0001436	WP_035150971.1	WP_224178178.1
OG0001437	WP_035150974.1	WP_223974448.1
OG0001438	WP_035150979.1	WP_224175364.1
OG0001439	WP_035150982.1	WP_223977683.1
OG0001442	WP_035151040.1	WP_224174677.1
OG0001443	WP_035151043.1	WP_224174670.1
OG0001444	WP_035151054.1	WP_223971571.1
OG0001445	WP_035151058.1	WP_224174667.1
OG0001446	WP_035151072.1	WP_223975325.1
OG0001447	WP_035151088.1	WP_223971548.1
OG0001448	WP_035151091.1	WP_224176446.1
OG0001449	WP_035151099.1	WP_224176414.1
OG0001450	WP_035151104.1	WP_224175195.1
OG0001451	WP_035151109.1	WP_224173942.1
OG0001452	WP_035151113.1	WP_224175113.1
OG0001453	WP_035151124.1	WP_223972811.1
OG0001454	WP_035151134.1	WP_127082742.1
OG0001455	WP_035151137.1	WP_224175114.1
OG0001456	WP_035151139.1	WP_223972816.1
OG0001457	WP_035151155.1	WP_224176590.1
OG0001458	WP_035151156.1	WP_224176589.1
OG0001459	WP_035151159.1	WP_223977915.1
OG0001460	WP_035151199.1	WP_224173995.1
OG0001461	WP_256388822.1, WP_035151200.1	WP_127084257.1
OG0001463	WP_035151204.1, WP_035158729.1	WP_224179604.1
OG0001464	WP_035151205.1	WP_223985949.1
OG0001465	WP_035151206.1	WP_223985947.1
OG0001466	WP_035151232.1	WP_223978312.1
OG0001467	WP_035151247.1	WP_224178880.1
OG0001468	WP_035151251.1	WP_224177012.1
OG0001469	WP_035151266.1	WP_224177007.1
OG0001470	WP_035151268.1	WP_224177006.1
OG0001471	WP_035151272.1	WP_223978698.1
OG0001473	WP_035151277.1	WP_223990117.1
OG0001474	WP_035151283.1	WP_223990115.1
OG0001475	WP_035151310.1	WP_223991257.1
OG0001476	WP_035151313.1	WP_223977948.1
OG0001477	WP_035151315.1	WP_223976757.1
OG0001478	WP_035151323.1	WP_223977912.1
OG0001479	WP_035151329.1	WP_223978051.1
OG0001480	WP_035151332.1	WP_223978052.1
OG0001481	WP_035151340.1	WP_073617728.1
OG0001482	WP_035151342.1	WP_019492986.1
OG0001483	WP_035151344.1	WP_019492985.1
OG0001484	WP_035151350.1	WP_224176769.1
OG0001485	WP_035151361.1	WP_224176774.1
OG0001486	WP_035151366.1	WP_224177662.1
OG0001487	WP_035151369.1	WP_224176500.1
OG0001488	WP_035151371.1	WP_019495464.1
OG0001489	WP_035151373.1	WP_223977546.1
OG0001490	WP_035151400.1	WP_223989244.1
OG0001491	WP_035151407.1	WP_224174928.1, WP_224177792.1, WP_224179773.1, WP_224176755.1
OG0001492	WP_035151412.1	WP_224177608.1
OG0001493	WP_035151415.1	WP_223989502.1
OG0001494	WP_035151419.1	WP_223985508.1
OG0001495	WP_035151424.1	WP_223975550.1
OG0001496	WP_035151428.1	WP_224176436.1
OG0001497	WP_035151431.1	WP_223985750.1
OG0001498	WP_035151434.1	WP_223985752.1
OG0001499	WP_035151440.1	WP_224178261.1
OG0001500	WP_035151442.1	WP_223974019.1
OG0001501	WP_035151445.1	WP_223974018.1
OG0001502	WP_035151448.1	WP_223975262.1
OG0001503	WP_035151450.1	WP_019492223.1
OG0001504	WP_035151453.1	WP_224177978.1
OG0001505	WP_035151470.1	WP_223990088.1
OG0001506	WP_035151475.1	WP_019495824.1
OG0001507	WP_035151477.1	WP_223978978.1
OG0001508	WP_035151502.1	WP_224174664.1
OG0001509	WP_035151528.1	WP_224176822.1
OG0001510	WP_035151531.1	WP_224175568.1
OG0001511	WP_035151533.1	WP_223977904.1
OG0001512	WP_035151536.1	WP_223977905.1
OG0001513	WP_035151538.1	WP_223977906.1
OG0001514	WP_035151540.1	WP_223977979.1
OG0001515	WP_035151545.1	WP_223977909.1
OG0001516	WP_035151555.1	WP_019494149.1
OG0001517	WP_035151558.1	WP_019490979.1
OG0001518	WP_035151561.1	WP_223990520.1
OG0001519	WP_035151564.1	WP_223990517.1
OG0001520	WP_035151567.1	WP_224175991.1
OG0001521	WP_035151576.1	WP_223976752.1
OG0001522	WP_035151579.1	WP_223976754.1
OG0001523	WP_035151581.1	WP_019494112.1
OG0001524	WP_035151583.1	WP_223991255.1
OG0001525	WP_035151586.1	WP_255667081.1, WP_224177010.1
OG0001526	WP_035151591.1	WP_224176966.1
OG0001527	WP_035151593.1	WP_224179739.1
OG0001528	WP_035151597.1	WP_223991206.1
OG0001529	WP_035151600.1	WP_223991204.1
OG0001530	WP_035151669.1	WP_224175961.1
OG0001531	WP_035151734.1	WP_223977118.1, WP_223974342.1
OG0001532	WP_035152491.1, WP_035151738.1	WP_224178044.1
OG0001534	WP_035151952.1	WP_224176151.1
OG0001535	WP_035152015.1	WP_224175674.1
OG0001536	WP_035152018.1	WP_224175671.1
OG0001537	WP_035152022.1	WP_223980802.1
OG0001538	WP_035152045.1	WP_224175663.1
OG0001539	WP_035152053.1	WP_224180241.1, WP_224175660.1
OG0001540	WP_035152173.1, WP_035157342.1	WP_223978266.1
OG0001541	WP_035152260.1	WP_223979784.1
OG0001541	WP_035152276.1, WP_035152268.1	WP_223979347.1
OG0001542	WP_035152306.1	WP_223979367.1
OG0001544	WP_035152512.1	WP_223979195.1
OG0001545	WP_035152516.1	WP_223979191.1
OG0001546	WP_035152518.1	WP_127082961.1
OG0001547	WP_035152521.1	WP_223979189.1
OG0001548	WP_035152524.1	WP_223979187.1
OG0001549	WP_035152526.1	WP_223979185.1
OG0001550	WP_035152565.1	WP_223987672.1
OG0001552	WP_035152591.1	WP_223975548.1
OG0001553	WP_035152593.1	WP_073617699.1
OG0001554	WP_035152751.1	WP_223987004.1
OG0001555	WP_035152754.1	WP_224177674.1
OG0001556	WP_035152759.1	WP_224177931.1
OG0001557	WP_035152763.1	WP_224177932.1
OG0001558	WP_035152765.1	WP_224177933.1
OG0001559	WP_035152775.1	WP_224174780.1
OG0001560	WP_035152802.1	WP_223982843.1
OG0001561	WP_035152805.1	WP_223984810.1
OG0001562	WP_035152812.1	WP_223986126.1
OG0001563	WP_035152818.1	WP_224173963.1
OG0001564	WP_035152821.1	WP_223973296.1
OG0001565	WP_035152826.1	WP_223973300.1
OG0001566	WP_035152829.1	WP_223973305.1
OG0001567	WP_035152831.1	WP_223973306.1
OG0001568	WP_035152834.1	WP_223973639.1
OG0001569	WP_035152836.1	WP_224175346.1
OG0001570	WP_035152841.1	WP_224174789.1
OG0001571	WP_035152865.1	WP_223972623.1
OG0001572	WP_035152868.1	WP_223972625.1
OG0001573	WP_035152876.1	WP_223986423.1
OG0001574	WP_035152880.1	WP_224176807.1
OG0001575	WP_035152883.1	WP_223989724.1
OG0001576	WP_035152892.1	WP_223986406.1
OG0001577	WP_035152894.1	WP_073617634.1
OG0001578	WP_035152899.1	WP_127079674.1
OG0001579	WP_035152901.1	WP_223985812.1
OG0001580	WP_035152908.1, WP_035154771.1	WP_224178723.1
OG0001581	WP_035152911.1	WP_223985814.1
OG0001582	WP_035152913.1	WP_223985816.1
OG0001583	WP_035152920.1	WP_224176330.1
OG0001584	WP_035152922.1	WP_223991438.1
OG0001585	WP_035152926.1	WP_223991437.1
OG0001586	WP_035152928.1	WP_223970141.1
OG0001587	WP_035152929.1	WP_224178025.1
OG0001588	WP_035152931.1	WP_224179535.1
OG0001589	WP_035152936.1	WP_223975069.1
OG0001590	WP_035152938.1	WP_224178050.1
OG0001591	WP_035152940.1	WP_223991073.1
OG0001592	WP_035152941.1	WP_224177851.1
OG0001593	WP_035152943.1	WP_223991077.1
OG0001594	WP_035152946.1	WP_224177852.1
OG0001595	WP_035152951.1	WP_224177853.1
OG0001596	WP_035152956.1	WP_127083501.1
OG0001597	WP_035152957.1	WP_223987637.1
OG0001598	WP_035152966.1	WP_223987642.1
OG0001599	WP_035152968.1	WP_224177859.1
OG0001600	WP_035152974.1	WP_224178179.1
OG0001601	WP_035152977.1	WP_073618877.1
OG0001602	WP_035152979.1	WP_224175182.1
OG0001603	WP_035152982.1	WP_223972933.1
OG0001604	WP_035152985.1	WP_223972934.1
OG0001605	WP_035152991.1	WP_224176453.1
OG0001606	WP_035153011.1	WP_224175461.1
OG0001607	WP_035153013.1	WP_224173988.1
OG0001608	WP_035153015.1	WP_223990660.1
OG0001609	WP_035153018.1	WP_223990664.1
OG0001610	WP_035153021.1	WP_223986813.1
OG0001611	WP_035153029.1	WP_223986821.1
OG0001612	WP_035153031.1	WP_224177520.1
OG0001613	WP_035153036.1	WP_224175382.1
OG0001614	WP_035153042.1	WP_223976570.1
OG0001615	WP_035153044.1	WP_223976574.1
OG0001616	WP_035153046.1	WP_224178046.1
OG0001617	WP_035153056.1	WP_223975093.1
OG0001618	WP_035153066.1	WP_223990656.1
OG0001619	WP_035153067.1	WP_026093586.1
OG0001620	WP_035153069.1	WP_019495578.1
OG0001621	WP_035153080.1	WP_127085796.1
OG0001622	WP_035153083.1	WP_224174656.1
OG0001623	WP_035153086.1	WP_223973570.1
OG0001624	WP_035153088.1	WP_224174655.1
OG0001625	WP_035153094.1	WP_224174651.1
OG0001626	WP_035153099.1	WP_223989778.1
OG0001627	WP_035153102.1	WP_223989776.1
OG0001628	WP_035153106.1	WP_223985838.1
OG0001629	WP_035153109.1	WP_224173965.1
