Orthogroup	NIES-4105	336-3
OG0001182	WP_096684478.1	WP_035149187.1
OG0001183	WP_096687596.1	WP_035149196.1
OG0001184	WP_096694323.1	WP_035149201.1
OG0001185	WP_096688197.1	WP_035149209.1
OG0001186	WP_096694502.1	WP_035149231.1
OG0001187	WP_096684586.1	WP_035149233.1
OG0001188	WP_096689966.1	WP_035149240.1
OG0001189	WP_096690177.1	WP_035149247.1
OG0001190	WP_096690178.1	WP_035149250.1
OG0001191	WP_096690179.1	WP_035149253.1
OG0001192	WP_096690180.1	WP_035149254.1
OG0001193	WP_096688786.1	WP_035154763.1, WP_035149257.1
OG0001194	WP_096684670.1	WP_035157246.1
OG0001195	WP_096686381.1	WP_035149276.1
OG0001196	WP_096686355.1	WP_035149288.1
OG0001197	WP_096687294.1	WP_035149290.1
OG0001198	WP_096687519.1	WP_035149292.1
OG0001199	WP_096692897.1	WP_035149315.1
OG0001200	WP_096689595.1	WP_035149319.1
OG0001201	WP_096684493.1	WP_035149376.1
OG0001202	WP_096688682.1	WP_035149378.1
OG0001203	WP_096689318.1	WP_035149379.1
OG0001204	WP_096689319.1	WP_035149381.1
OG0001205	WP_096684074.1	WP_035149397.1
OG0001206	WP_096684073.1	WP_035149400.1
OG0001207	WP_096684065.1	WP_035149404.1
OG0001208	WP_096684014.1	WP_035149410.1
OG0001209	WP_096684013.1	WP_035149412.1
OG0001210	WP_096684012.1	WP_035149415.1
OG0001211	WP_096684011.1	WP_035149418.1
OG0001212	WP_096686296.1	WP_035149421.1
OG0001213	WP_096686298.1	WP_035149423.1
OG0001214	WP_096686302.1	WP_035149428.1
OG0001215	WP_096689176.1	WP_035149433.1
OG0001216	WP_096694243.1	WP_035149435.1
OG0001217	WP_096690721.1	WP_035149441.1
OG0001218	WP_096689047.1	WP_035149454.1
OG0001219	WP_096686432.1	WP_035149466.1
OG0001220	WP_096686434.1	WP_035149468.1
OG0001221	WP_096694046.1	WP_035149472.1
OG0001222	WP_096686436.1	WP_035149474.1
OG0001223	WP_096688955.1	WP_035149481.1
OG0001224	WP_096688954.1	WP_035149483.1
OG0001225	WP_096689580.1	WP_035149486.1
OG0001226	WP_096692358.1	WP_035149502.1
OG0001227	WP_096692438.1	WP_035149504.1
OG0001228	WP_096692442.1	WP_035149510.1
OG0001229	WP_096692443.1	WP_035149512.1
OG0001230	WP_096688961.1	WP_035149514.1
OG0001231	WP_096688960.1	WP_035149517.1
OG0001232	WP_096691935.1	WP_035149521.1
OG0001233	WP_096689635.1	WP_035149533.1
OG0001234	WP_019493631.1	WP_035149535.1
OG0001235	WP_096689101.1	WP_035149574.1
OG0001236	WP_096689099.1	WP_035149577.1
OG0001237	WP_096689098.1	WP_035149589.1
OG0001238	WP_096689646.1	WP_035149605.1
OG0001239	WP_096693299.1	WP_035149625.1
OG0001240	WP_096693297.1	WP_035149627.1
OG0001241	WP_096693293.1	WP_035149629.1
OG0001242	WP_096692663.1	WP_035149632.1
OG0001243	WP_096691230.1	WP_035149634.1
OG0001244	WP_096691231.1	WP_035149636.1
OG0001245	WP_096689229.1	WP_035149638.1
OG0001246	WP_096690353.1	WP_035149641.1
OG0001247	WP_096689684.1	WP_035149646.1
OG0001248	WP_096688770.1	WP_035149653.1
OG0001249	WP_096688097.1	WP_035149661.1
OG0001250	WP_096688098.1	WP_035149663.1
OG0001251	WP_096684511.1	WP_035149665.1
OG0001252	WP_096692041.1	WP_035149675.1
OG0001253	WP_096684891.1	WP_035149680.1
OG0001254	WP_096689216.1	WP_035149697.1
OG0001255	WP_096689217.1	WP_035149699.1
OG0001256	WP_096689218.1	WP_035149701.1
OG0001257	WP_096688537.1	WP_035149706.1
OG0001258	WP_096694472.1	WP_035149710.1
OG0001259	WP_096689456.1	WP_035149715.1
OG0001260	WP_096689839.1, WP_096687272.1	WP_035149726.1
OG0001261	WP_096683790.1	WP_035149734.1
OG0001262	WP_096685110.1	WP_035149738.1
OG0001263	WP_096693637.1	WP_035149739.1
OG0001264	WP_096694305.1	WP_035149745.1
OG0001265	WP_096689931.1	WP_035149747.1
OG0001266	WP_096692997.1	WP_035149759.1
OG0001267	WP_096688539.1	WP_035149769.1
OG0001268	WP_096691668.1	WP_035149794.1
OG0001269	WP_096691667.1	WP_035149804.1
OG0001270	WP_096691666.1	WP_035149807.1
OG0001271	WP_096689440.1	WP_035149813.1
OG0001272	WP_096689439.1	WP_035149818.1
OG0001273	WP_096694106.1	WP_035149820.1
OG0001275	WP_096688323.1	WP_035149860.1
OG0001276	WP_096689072.1	WP_035149869.1
OG0001277	WP_096689073.1	WP_035149871.1
OG0001278	WP_096686422.1	WP_035149889.1
OG0001279	WP_096693457.1	WP_035149897.1
OG0001280	WP_096692732.1	WP_035149900.1
OG0001281	WP_096684466.1	WP_035149915.1
OG0001282	WP_096693695.1	WP_035149918.1
OG0001283	WP_096693017.1	WP_035149929.1
OG0001284	WP_096693016.1	WP_035149931.1
OG0001285	WP_096693022.1	WP_035149946.1
OG0001286	WP_096688776.1	WP_035149950.1
OG0001287	WP_096688574.1	WP_035149952.1
OG0001288	WP_096685350.1	WP_035149960.1
OG0001289	WP_096690908.1	WP_035149967.1
OG0001290	WP_096685291.1	WP_035149969.1
OG0001291	WP_096688137.1	WP_035149987.1
OG0001292	WP_096693009.1	WP_035150007.1
OG0001293	WP_096693008.1	WP_035150009.1
OG0001294	WP_096686211.1	WP_035150011.1
OG0001295	WP_096692714.1	WP_035150035.1
OG0001296	WP_096692713.1	WP_035150037.1
OG0001297	WP_096692136.1	WP_035150052.1
OG0001298	WP_096692156.1	WP_035150056.1
OG0001299	WP_096692155.1	WP_035150058.1
OG0001300	WP_096692154.1	WP_035150061.1
OG0001301	WP_096692177.1	WP_035150078.1
OG0001302	WP_096692142.1	WP_035150084.1
OG0001303	WP_096692141.1	WP_035150086.1
OG0001304	WP_096692150.1	WP_035150092.1
OG0001305	WP_096692152.1	WP_035150098.1
OG0001306	WP_096692153.1	WP_035150099.1
OG0001307	WP_096693656.1	WP_035150111.1
OG0001308	WP_096687696.1	WP_035150121.1
OG0001309	WP_096687695.1	WP_035150123.1
OG0001310	WP_096687694.1	WP_035150126.1
OG0001311	WP_096687693.1	WP_035150129.1
OG0001312	WP_096689078.1	WP_035150131.1
OG0001313	WP_096690739.1	WP_035150142.1
OG0001314	WP_096690738.1	WP_035150144.1
OG0001315	WP_096690737.1	WP_035150148.1
OG0001316	WP_096694371.1	WP_035150150.1
OG0001317	WP_096690736.1	WP_035150151.1
OG0001318	WP_096690735.1	WP_035150154.1
OG0001319	WP_096690733.1	WP_035150157.1
OG0001320	WP_096690732.1	WP_035150160.1
OG0001321	WP_096687427.1	WP_035150165.1
OG0001322	WP_096694577.1	WP_035150168.1
OG0001323	WP_096693627.1	WP_035150171.1
OG0001324	WP_096689509.1, WP_096688631.1	WP_035150193.1
OG0001325	WP_096689508.1, WP_096688629.1	WP_035150196.1
OG0001326	WP_096692887.1	WP_035150209.1
OG0001327	WP_096692369.1	WP_035150219.1
OG0001328	WP_096692760.1	WP_035150226.1
OG0001329	WP_096688681.1	WP_035150232.1
OG0001330	WP_096688680.1	WP_035150235.1
OG0001331	WP_096690506.1	WP_035150243.1
OG0001332	WP_096690581.1	WP_035150249.1
OG0001333	WP_096690639.1	WP_035150252.1
OG0001334	WP_096690638.1	WP_035150255.1
OG0001336	WP_096685139.1, WP_096691151.1	WP_035150300.1
OG0001337	WP_096688822.1	WP_035150311.1
OG0001338	WP_096693365.1	WP_035150318.1
OG0001339	WP_096684007.1	WP_035150328.1
OG0001340	WP_096693037.1	WP_035150336.1
OG0001341	WP_096693261.1	WP_035150337.1
OG0001342	WP_096688709.1	WP_035150347.1
OG0001343	WP_096688710.1	WP_035150349.1
OG0001344	WP_096684638.1	WP_035150352.1
OG0001345	WP_096689175.1	WP_035150358.1
OG0001346	WP_096694242.1	WP_035150360.1
OG0001347	WP_096685273.1	WP_035150362.1
OG0001348	WP_096693549.1	WP_035150369.1
OG0001349	WP_096688897.1	WP_035150372.1
OG0001350	WP_096688468.1	WP_035150379.1
OG0001351	WP_096688469.1	WP_035150381.1
OG0001352	WP_096684888.1	WP_035150396.1
OG0001353	WP_096691248.1	WP_035150397.1
OG0001354	WP_096691241.1	WP_035150399.1
OG0001355	WP_096693332.1, WP_096690545.1	WP_035150409.1
OG0001356	WP_096691249.1	WP_035150412.1
OG0001357	WP_096694380.1	WP_035150436.1
OG0001358	WP_096688128.1	WP_035150438.1
OG0001359	WP_096688131.1	WP_035150441.1
OG0001360	WP_096685113.1	WP_035150448.1
OG0001361	WP_096692380.1	WP_035150453.1
OG0001362	WP_096684560.1	WP_035150460.1
OG0001363	WP_096693038.1	WP_035150466.1
OG0001364	WP_096690730.1	WP_035150476.1
OG0001365	WP_096693635.1	WP_035150497.1
OG0001366	WP_096693631.1	WP_035150499.1
OG0001367	WP_096690205.1	WP_035150505.1
OG0001368	WP_096694334.1	WP_035150508.1
OG0001369	WP_096686824.1	WP_035150510.1
OG0001370	WP_096685991.1	WP_035150513.1
OG0001371	WP_096694827.1	WP_035150525.1
OG0001372	WP_096687413.1	WP_035150540.1
OG0001373	WP_096688123.1	WP_035150543.1
OG0001374	WP_096689446.1	WP_035150550.1
OG0001375	WP_096694007.1	WP_035150576.1
OG0001376	WP_096685857.1	WP_035150578.1
OG0001377	WP_096689223.1	WP_035150591.1
OG0001378	WP_096689534.1	WP_035150597.1
OG0001379	WP_096688474.1	WP_035150601.1
OG0001380	WP_096688473.1	WP_035150603.1
OG0001381	WP_096688472.1	WP_035150605.1
OG0001382	WP_096688470.1	WP_035150609.1
OG0001383	WP_096691470.1	WP_035150617.1
OG0001384	WP_096687668.1	WP_035150618.1
OG0001385	WP_096692103.1	WP_035150629.1
OG0001386	WP_096684590.1	WP_035150645.1
OG0001387	WP_096692852.1	WP_035150647.1
OG0001388	WP_096692854.1	WP_035150651.1
OG0001389	WP_096694528.1	WP_035150653.1
OG0001390	WP_096694422.1	WP_035150660.1
OG0001391	WP_096694423.1	WP_035150662.1
OG0001392	WP_096691400.1	WP_035150666.1
OG0001393	WP_096687673.1	WP_035150667.1
OG0001394	WP_096690077.1	WP_035150673.1
OG0001395	WP_096691252.1	WP_035150675.1
OG0001396	WP_096694410.1	WP_035150677.1
OG0001397	WP_096688481.1	WP_035150686.1
OG0001398	WP_096692788.1	WP_035150712.1
OG0001399	WP_096692061.1	WP_035150719.1
OG0001400	WP_096692067.1	WP_035150721.1
OG0001401	WP_096692087.1	WP_035150727.1
OG0001402	WP_096692088.1	WP_035150729.1
OG0001403	WP_096692089.1	WP_035150731.1
OG0001404	WP_096692091.1	WP_035150736.1
OG0001405	WP_096686070.1	WP_035150738.1
OG0001406	WP_096686076.1	WP_035150747.1
OG0001407	WP_096694452.1	WP_035150750.1
OG0001408	WP_096684072.1	WP_035150754.1
OG0001409	WP_096693205.1	WP_035150761.1
OG0001410	WP_096693879.1	WP_035150762.1
OG0001411	WP_096688623.1	WP_035150768.1, WP_035152031.1
OG0001412	WP_096687076.1	WP_035150770.1
OG0001413	WP_096688025.1	WP_035150774.1
OG0001414	WP_096694417.1	WP_035150778.1
OG0001415	WP_096693267.1	WP_035150791.1
OG0001416	WP_096689609.1	WP_035150794.1
OG0001417	WP_096688310.1	WP_035150801.1
OG0001418	WP_096689611.1	WP_035150819.1
OG0001419	WP_096686310.1	WP_035150826.1
OG0001420	WP_096693274.1	WP_035150829.1
OG0001421	WP_096693275.1	WP_035150832.1
OG0001422	WP_096693279.1	WP_035150838.1
OG0001423	WP_096693281.1	WP_035150841.1
OG0001424	WP_096694297.1	WP_035155324.1
OG0001425	WP_096693699.1	WP_035150864.1
OG0001426	WP_096688399.1	WP_035150882.1
OG0001427	WP_096687629.1	WP_035150886.1
OG0001428	WP_096687628.1	WP_035150888.1
OG0001429	WP_026093591.1	WP_035150901.1
OG0001430	WP_096692837.1	WP_035150939.1
OG0001431	WP_096691544.1	WP_035150946.1
OG0001432	WP_096685948.1	WP_035150955.1
OG0001433	WP_096685396.1	WP_035150960.1
OG0001434	WP_096684725.1	WP_035150966.1
OG0001435	WP_096690169.1	WP_035150969.1
OG0001436	WP_096690500.1	WP_035150971.1
OG0001437	WP_096690501.1	WP_035150974.1
OG0001438	WP_096685793.1	WP_035150979.1
OG0001439	WP_096692747.1	WP_035150982.1
OG0001440	WP_096694421.1, WP_096689705.1	WP_035150997.1
OG0001441	WP_096689490.1	WP_035151027.1, WP_035154661.1
OG0001442	WP_096687493.1	WP_035151040.1
OG0001443	WP_096687490.1	WP_035151043.1
OG0001444	WP_096687457.1	WP_035151054.1
OG0001445	WP_096687477.1	WP_035151058.1
OG0001446	WP_096685906.1, WP_096685272.1	WP_035151072.1
OG0001447	WP_096687450.1	WP_035151088.1
OG0001448	WP_096693048.1	WP_035151091.1
OG0001449	WP_096692773.1	WP_035151099.1
OG0001450	WP_096685862.1	WP_035151104.1
OG0001451	WP_096694052.1	WP_035151109.1
OG0001452	WP_096686068.1	WP_035151113.1
OG0001453	WP_096686064.1	WP_035151124.1
OG0001454	WP_096686057.1	WP_035151134.1
OG0001455	WP_096686055.1	WP_035151137.1
OG0001456	WP_096686053.1	WP_035151139.1
OG0001457	WP_096692904.1	WP_035151155.1
OG0001458	WP_096692903.1	WP_035151156.1
OG0001459	WP_096694532.1	WP_035151159.1
OG0001460	WP_096686440.1	WP_035151199.1
OG0001461	WP_096686442.1	WP_256388822.1, WP_035151200.1
OG0001462	WP_096691215.1	WP_052754500.1
OG0001463	WP_096694048.1	WP_035151204.1, WP_035158729.1
OG0001464	WP_096686444.1	WP_035151205.1
OG0001465	WP_096686446.1	WP_035151206.1
OG0001466	WP_096685235.1	WP_035151232.1
OG0001467	WP_096688091.1	WP_035151247.1
OG0001468	WP_096692032.1	WP_035151251.1
OG0001469	WP_096694484.1	WP_035151266.1
OG0001470	WP_096692040.1	WP_035151268.1
OG0001471	WP_096684023.1	WP_035151272.1
OG0001472	WP_096692530.1	WP_035157769.1
OG0001473	WP_096693121.1	WP_035151277.1
OG0001474	WP_096693114.1	WP_035151283.1
OG0001475	WP_096692392.1	WP_035151310.1
OG0001476	WP_096692391.1	WP_035151313.1
OG0001477	WP_096692389.1	WP_035151315.1
OG0001478	WP_096693033.1	WP_035151323.1
OG0001479	WP_096685173.1	WP_035151329.1
OG0001480	WP_096685171.1	WP_035151332.1
OG0001481	WP_096690892.1	WP_035151340.1
OG0001482	WP_096690891.1	WP_035151342.1
OG0001483	WP_096690890.1	WP_035151344.1
OG0001484	WP_096692529.1	WP_035151350.1
OG0001485	WP_096692522.1	WP_035151361.1
OG0001486	WP_096690160.1	WP_035151366.1
OG0001487	WP_096692891.1	WP_035151369.1
OG0001488	WP_096692890.1	WP_035151371.1
OG0001489	WP_096692889.1	WP_035151373.1
OG0001490	WP_096690303.1	WP_035151400.1
OG0001492	WP_096691494.1	WP_035151412.1
OG0001493	WP_096691493.1	WP_035151415.1
OG0001494	WP_096694133.1	WP_035151419.1
OG0001495	WP_096690883.1	WP_035151424.1
OG0001496	WP_096692858.1	WP_035151428.1
OG0001497	WP_096686623.1	WP_035151431.1
OG0001498	WP_096686621.1	WP_035151434.1
OG0001499	WP_096690229.1	WP_035151440.1
OG0001500	WP_096690228.1	WP_035151442.1
OG0001501	WP_096690227.1	WP_035151445.1
OG0001502	WP_096688899.1	WP_035151448.1
OG0001503	WP_096688900.1	WP_035151450.1
OG0001504	WP_096688901.1	WP_035151453.1
OG0001505	WP_096692884.1	WP_035151470.1
OG0001506	WP_096693714.1	WP_035151475.1
OG0001507	WP_096693716.1	WP_035151477.1
OG0001508	WP_096687474.1	WP_035151502.1
OG0001509	WP_096692432.1	WP_035151528.1
OG0001510	WP_096685364.1	WP_035151531.1
OG0001511	WP_096693025.1	WP_035151533.1
OG0001512	WP_096693026.1	WP_035151536.1
OG0001513	WP_096693027.1	WP_035151538.1
OG0001514	WP_096693028.1	WP_035151540.1
OG0001515	WP_096693030.1	WP_035151545.1
OG0001516	WP_096692409.1	WP_035151555.1
OG0001517	WP_096690905.1	WP_035151558.1
OG0001518	WP_096683858.1	WP_035151561.1
OG0001519	WP_096683857.1	WP_035151564.1
OG0001520	WP_096683856.1	WP_035151567.1
OG0001521	WP_096692400.1	WP_035151576.1
OG0001522	WP_096692399.1	WP_035151579.1
OG0001523	WP_096692398.1	WP_035151581.1
OG0001524	WP_096692396.1	WP_035151583.1
OG0001525	WP_096694287.1, WP_096690291.1	WP_035151586.1
OG0001526	WP_096692094.1	WP_035151591.1
OG0001527	WP_096692096.1	WP_035151593.1
OG0001528	WP_096692097.1	WP_035151597.1
OG0001529	WP_096692098.1	WP_035151600.1
OG0001530	WP_096687558.1	WP_035151669.1
OG0001531	WP_096684400.1	WP_035151734.1
OG0001532	WP_096687966.1, WP_096687967.1	WP_035152491.1, WP_035151738.1
OG0001533	WP_096687931.1, WP_096687929.1	WP_035158733.1, WP_035151754.1
OG0001534	WP_096694942.1	WP_035159846.1
OG0001534	WP_096695009.1	WP_035151952.1
OG0001537	WP_096691642.1	WP_035152022.1
OG0001540	WP_096684118.1	WP_035152173.1, WP_035157342.1
OG0001542	WP_096684159.1, WP_096683842.1	WP_035152306.1
OG0001544	WP_096689274.1	WP_035152512.1
OG0001545	WP_096689276.1	WP_035152516.1
OG0001546	WP_096689277.1	WP_035152518.1
OG0001547	WP_096689278.1	WP_035152521.1
OG0001548	WP_096689279.1	WP_035152524.1
OG0001549	WP_096689280.1	WP_035152526.1
OG0001550	WP_096694344.1	WP_035152565.1
OG0001551	WP_096688251.1, WP_096689008.1	WP_035152587.1, WP_082127303.1
OG0001552	WP_096690885.1	WP_035152591.1
OG0001553	WP_096690884.1	WP_035152593.1
OG0001554	WP_096690294.1	WP_035152751.1
OG0001555	WP_096694342.1	WP_035152754.1
OG0001556	WP_096690826.1	WP_035152759.1
OG0001557	WP_096690827.1	WP_035152763.1
OG0001558	WP_096690828.1	WP_035152765.1
OG0001559	WP_096689135.1	WP_035152775.1
OG0001560	WP_096690074.1	WP_035152802.1
OG0001561	WP_096690073.1	WP_035152805.1
OG0001562	WP_096686541.1	WP_035152812.1
OG0001563	WP_096686545.1	WP_035152818.1
OG0001564	WP_096686767.1	WP_035152821.1
OG0001565	WP_096686773.1	WP_035152826.1
OG0001566	WP_096686776.1	WP_035152829.1
OG0001567	WP_096686780.1	WP_035152831.1
OG0001568	WP_096686782.1	WP_035152834.1
OG0001569	WP_096686785.1	WP_035152836.1
OG0001570	WP_096688549.1	WP_035152841.1
OG0001571	WP_096686710.1	WP_035152865.1
OG0001572	WP_096686708.1	WP_035152868.1
OG0001573	WP_096689086.1	WP_035152876.1
OG0001574	WP_096692481.1	WP_035152880.1
OG0001575	WP_096692488.1	WP_035152883.1
OG0001576	WP_096689087.1	WP_035152892.1
OG0001577	WP_096690802.1	WP_035152894.1
OG0001578	WP_096686559.1	WP_035152899.1
OG0001579	WP_096686557.1	WP_035152901.1
OG0001580	WP_096688783.1	WP_035152908.1, WP_035154771.1
OG0001581	WP_096686553.1	WP_035152911.1
OG0001582	WP_096686551.1	WP_035152913.1
OG0001583	WP_096694904.1, WP_096694760.1	WP_035152920.1
OG0001584	WP_096690097.1	WP_035152922.1
OG0001585	WP_096690096.1	WP_035152926.1
OG0001586	WP_096694151.1	WP_035152928.1
OG0001587	WP_096688856.1	WP_035152929.1
OG0001588	WP_096688858.1	WP_035152931.1
OG0001589	WP_096690703.1	WP_035152936.1
OG0001590	WP_096690702.1	WP_035152938.1
OG0001591	WP_096689553.1	WP_035152940.1
OG0001592	WP_096689554.1	WP_035152941.1
OG0001593	WP_096689555.1	WP_035152943.1
OG0001594	WP_096689556.1	WP_035152946.1
OG0001595	WP_096689557.1	WP_035152951.1
OG0001596	WP_096689569.1	WP_035152956.1
OG0001597	WP_096689570.1	WP_035152957.1
OG0001598	WP_096694267.1	WP_035152966.1
OG0001599	WP_096689573.1	WP_035152968.1
OG0001600	WP_096690502.1	WP_035152974.1
OG0001601	WP_096685587.1	WP_035152977.1
OG0001602	WP_096685589.1	WP_035152979.1
OG0001603	WP_096685591.1	WP_035152982.1
OG0001604	WP_096685612.1	WP_035152985.1
OG0001605	WP_096694540.1	WP_035152991.1
OG0001606	WP_096684687.1	WP_035153011.1
OG0001607	WP_096686460.1	WP_035153013.1
OG0001608	WP_096692803.1	WP_035153015.1
OG0001609	WP_096692802.1	WP_035153018.1
OG0001610	WP_096689046.1	WP_035153021.1
OG0001611	WP_096689042.1	WP_035153029.1
OG0001612	WP_096694441.1	WP_035153031.1
OG0001613	WP_096685378.1	WP_035153036.1
OG0001614	WP_096691572.1	WP_035153042.1
OG0001615	WP_096691575.1	WP_035153044.1
OG0001616	WP_096690362.1	WP_035153046.1
OG0001617	WP_096690360.1	WP_035153056.1
OG0001618	WP_096692807.1	WP_035153066.1
OG0001619	WP_096692808.1	WP_035153067.1
OG0001620	WP_096692810.1	WP_035153069.1
OG0001621	WP_096687447.1	WP_035153080.1
OG0001622	WP_096687446.1	WP_035153083.1
OG0001623	WP_096687445.1	WP_035153086.1
OG0001624	WP_096687444.1	WP_035153088.1
OG0001625	WP_096687439.1	WP_035153094.1
OG0001626	WP_096692450.1	WP_035153099.1
OG0001627	WP_096692451.1	WP_035153102.1
OG0001628	WP_096686535.1	WP_035153106.1
OG0001629	WP_096686539.1	WP_035153109.1
OG0001630	WP_096684097.1	WP_035153170.1
OG0001631	WP_096689113.1	WP_035153174.1
OG0001632	WP_096692456.1	WP_035153183.1
OG0001633	WP_096692454.1	WP_035153188.1
OG0001634	WP_096692453.1	WP_035153192.1
OG0001635	WP_096686533.1	WP_035153198.1
OG0001636	WP_096686529.1	WP_035153202.1
OG0001637	WP_096686525.1	WP_035153207.1
OG0001638	WP_096686523.1	WP_035153208.1
OG0001639	WP_096686521.1	WP_035153209.1
OG0001640	WP_096686519.1	WP_035153211.1
OG0001641	WP_096686517.1	WP_035153212.1
OG0001642	WP_096686515.1	WP_035153215.1
OG0001643	WP_096686511.1	WP_035153219.1
OG0001644	WP_019490652.1	WP_035153226.1
OG0001645	WP_096686507.1	WP_035153230.1
OG0001646	WP_019491739.1	WP_035153267.1
OG0001647	WP_096690436.1	WP_035153269.1
OG0001648	WP_096690438.1	WP_035153272.1
OG0001649	WP_096690439.1	WP_035153275.1
OG0001650	WP_096690440.1	WP_035153277.1
OG0001651	WP_096690443.1	WP_035153280.1
OG0001652	WP_096690444.1	WP_035153282.1
OG0001653	WP_096686581.1	WP_035153301.1
OG0001654	WP_096686577.1	WP_035153311.1
OG0001655	WP_096694314.1	WP_035153316.1
OG0001656	WP_019491762.1	WP_035153320.1
OG0001657	WP_096689092.1	WP_035153324.1
OG0001658	WP_096689095.1	WP_035153328.1
OG0001659	WP_096689096.1	WP_035153331.1
OG0001660	WP_096694236.1	WP_035153333.1
OG0001661	WP_096689079.1	WP_035153335.1
OG0001662	WP_096690036.1	WP_035153337.1
OG0001663	WP_096694315.1	WP_035153338.1
OG0001664	WP_096690037.1	WP_035153339.1
OG0001665	WP_096690038.1	WP_035153340.1
OG0001666	WP_096690041.1	WP_035153342.1
OG0001667	WP_096691691.1	WP_035153344.1
OG0001668	WP_096685722.1	WP_035153346.1
OG0001669	WP_096685720.1	WP_035153348.1
OG0001670	WP_096691689.1	WP_035153350.1
OG0001671	WP_096691679.1	WP_035153356.1
OG0001672	WP_096691676.1	WP_035153359.1
OG0001673	WP_096691675.1	WP_035153360.1
OG0001674	WP_096691673.1	WP_035153362.1
OG0001675	WP_096690018.1	WP_035153363.1
OG0001676	WP_096690020.1	WP_035153364.1
OG0001677	WP_096690452.1	WP_035153365.1
OG0001678	WP_096690451.1	WP_035153367.1
OG0001679	WP_096690450.1	WP_035153369.1
OG0001680	WP_096690449.1	WP_035153372.1
OG0001681	WP_096690448.1	WP_035153374.1
OG0001682	WP_096690447.1	WP_035153377.1
OG0001683	WP_096690446.1	WP_035153379.1
OG0001684	WP_096685530.1	WP_035153381.1
OG0001685	WP_096690021.1	WP_035153386.1
OG0001686	WP_096691745.1	WP_035153395.1
OG0001687	WP_096691744.1	WP_035153403.1
OG0001688	WP_096691742.1	WP_035153408.1
OG0001689	WP_096694477.1	WP_035153413.1
OG0001690	WP_096691940.1	WP_035153415.1
OG0001691	WP_096692492.1	WP_035153420.1
OG0001692	WP_096690367.1	WP_035153421.1
OG0001693	WP_096690365.1	WP_035153424.1
OG0001694	WP_096690364.1	WP_035153427.1
OG0001695	WP_096690135.1	WP_035153431.1
OG0001696	WP_096690134.1	WP_035153434.1
OG0001697	WP_096684900.1	WP_035153439.1
OG0001698	WP_096691179.1	WP_035153442.1
OG0001699	WP_096690132.1	WP_035153444.1
OG0001700	WP_096690131.1	WP_035153446.1
OG0001701	WP_096694321.1	WP_035153453.1
OG0001702	WP_096690125.1	WP_035153456.1
OG0001703	WP_096690124.1	WP_035153458.1
OG0001704	WP_096690122.1	WP_035153460.1
OG0001705	WP_096690121.1	WP_035153462.1
OG0001706	WP_096688869.1	WP_035153470.1
OG0001707	WP_096691020.1	WP_035153478.1
OG0001708	WP_096685529.1	WP_035153483.1
OG0001709	WP_096685527.1	WP_035153485.1
OG0001710	WP_096692493.1	WP_035153489.1
OG0001711	WP_096685689.1	WP_035153491.1
OG0001712	WP_096691217.1	WP_035153493.1
OG0001713	WP_096691219.1	WP_035153495.1
OG0001714	WP_096691220.1	WP_035153498.1
OG0001715	WP_026093369.1	WP_035153500.1
OG0001716	WP_096691221.1	WP_035153502.1
OG0001717	WP_096691222.1	WP_035153505.1
OG0001718	WP_096691223.1	WP_035153507.1
OG0001719	WP_096691225.1	WP_035153509.1
OG0001720	WP_096685068.1, WP_096691551.1	WP_035153519.1
OG0001721	WP_096694246.1	WP_035153522.1
OG0001722	WP_096689212.1	WP_035153527.1
OG0001723	WP_096689213.1	WP_035153530.1
OG0001724	WP_096688785.1	WP_035154767.1, WP_035153535.1
OG0001725	WP_096689956.1	WP_035153541.1
OG0001726	WP_096689955.1	WP_035153543.1
OG0001727	WP_096689954.1	WP_035153545.1
OG0001728	WP_096691366.1	WP_035153549.1
OG0001729	WP_096691367.1	WP_035153551.1
OG0001730	WP_096691368.1	WP_035153553.1
OG0001731	WP_096691369.1	WP_035153555.1
OG0001732	WP_096692991.1	WP_035153564.1
OG0001733	WP_096692993.1	WP_035153567.1
OG0001734	WP_096689727.1	WP_035153570.1
OG0001735	WP_096689725.1	WP_035153573.1
OG0001736	WP_096691791.1	WP_035153575.1
OG0001737	WP_096691790.1	WP_035153577.1
OG0001738	WP_096685533.1	WP_035153581.1
OG0001739	WP_096685543.1	WP_035153582.1
OG0001740	WP_096685547.1	WP_035153584.1
OG0001741	WP_096685549.1	WP_035153585.1
OG0001742	WP_096685551.1	WP_035153586.1
OG0001743	WP_096691794.1	WP_035153587.1
OG0001744	WP_096691796.1	WP_035153588.1
OG0001745	WP_096694467.1	WP_035153589.1
OG0001746	WP_096694432.1	WP_035153594.1
OG0001747	WP_096691488.1	WP_035153595.1
OG0001748	WP_096686363.1	WP_035153604.1
OG0001750	WP_096694450.1	WP_035153634.1
OG0001751	WP_096690904.1	WP_035153643.1
OG0001752	WP_096692538.1	WP_035153645.1
OG0001753	WP_096689853.1	WP_035153647.1
OG0001754	WP_096689852.1	WP_035153649.1
OG0001755	WP_096690858.1	WP_035153656.1
OG0001756	WP_096690859.1	WP_035153657.1
OG0001757	WP_096690860.1	WP_035153659.1
OG0001758	WP_096690861.1	WP_035153660.1
OG0001759	WP_096690873.1	WP_035153663.1
OG0001760	WP_096690874.1	WP_035153664.1
OG0001761	WP_096690875.1	WP_035153666.1
OG0001762	WP_096690876.1	WP_035153667.1
OG0001763	WP_096690877.1	WP_035153669.1
