Orthogroup	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
OG0011495						WP_015197999.1	
OG0011496						WP_015198007.1	
OG0011497						WP_015198019.1	
OG0011498						WP_015198021.1	
OG0011499						WP_015198027.1	
OG0011500						WP_015198067.1	
OG0011501						WP_015198079.1	
OG0011502						WP_015198080.1	
OG0011503						WP_015198116.1	
OG0011504						WP_015198136.1	
OG0011505						WP_015198151.1	
OG0011506						WP_015198185.1	
OG0011507						WP_015198243.1	
OG0011508						WP_015198246.1	
OG0011509						WP_015198252.1	
OG0011510						WP_015198255.1	
OG0011511						WP_015198264.1	
OG0011512						WP_015198274.1	
OG0011513						WP_015198277.1	
OG0011514						WP_015198285.1	
OG0011515						WP_015198287.1	
OG0011516						WP_015198295.1	
OG0011517						WP_015198297.1	
OG0011518						WP_015198299.1	
OG0011519						WP_015198301.1	
OG0011520						WP_015198302.1	
OG0011521						WP_015198303.1	
OG0011522						WP_015198304.1	
OG0011523						WP_015198326.1	
OG0011524						WP_015198337.1	
OG0011525						WP_015198345.1	
OG0011526						WP_015198347.1	
OG0011527						WP_015198377.1	
OG0011528						WP_015198379.1	
OG0011529						WP_015198380.1	
OG0011530						WP_015198404.1	
OG0011531						WP_015198410.1	
OG0011532						WP_015198439.1	
OG0011533						WP_015198447.1	
OG0011534						WP_015198471.1	
OG0011535						WP_015198481.1	
OG0011536						WP_015198517.1	
OG0011537						WP_015198588.1	
OG0011538						WP_015198671.1	
OG0011539						WP_015198679.1	
OG0011540						WP_015198745.1	
OG0011541						WP_015198759.1	
OG0011542						WP_015198785.1	
OG0011543						WP_015198827.1	
OG0011544						WP_015198838.1	
OG0011545						WP_015198852.1	
OG0011546						WP_015198873.1	
OG0011547						WP_015198876.1	
OG0011548						WP_015198924.1	
OG0011549						WP_015198977.1	
OG0011550						WP_015198985.1	
OG0011551						WP_015199007.1	
OG0011552						WP_015199012.1	
OG0011553						WP_015199028.1	
OG0011554						WP_015199033.1	
OG0011555						WP_015199094.1	
OG0011556						WP_015199097.1	
OG0011557						WP_015199102.1	
OG0011558						WP_015199124.1	
OG0011559						WP_015199155.1	
OG0011560						WP_015199237.1	
OG0011561						WP_015199260.1	
OG0011562						WP_015199330.1	
OG0011563						WP_015199335.1	
OG0011564						WP_015199337.1	
OG0011565						WP_015199390.1	
OG0011566						WP_015199398.1	
OG0011567						WP_015199406.1	
OG0011568						WP_015199421.1	
OG0011569						WP_015199429.1	
OG0011570						WP_015199508.1	
OG0011571						WP_015199538.1	
OG0011572						WP_015199552.1	
OG0011573						WP_015199613.1	
OG0011574						WP_015199633.1	
OG0011575						WP_015199666.1	
OG0011576						WP_015199681.1	
OG0011577						WP_015199720.1	
OG0011578						WP_015199777.1	
OG0011579						WP_015199812.1	
OG0011580						WP_015199839.1	
OG0011581						WP_015199969.1	
OG0011582						WP_015199985.1	
OG0011583						WP_015199994.1	
OG0011584						WP_015200015.1	
OG0011585						WP_015200030.1	
OG0011586						WP_015200032.1	
OG0011587						WP_015200033.1	
OG0011588						WP_015200041.1	
OG0011589						WP_015200081.1	
OG0011590						WP_015200088.1	
OG0011591						WP_015200094.1	
OG0011592						WP_015200204.1	
OG0011593						WP_015200257.1	
OG0011594						WP_015200258.1	
OG0011595						WP_015200279.1	
OG0011596						WP_015200304.1	
OG0011597						WP_015200315.1	
OG0011598						WP_015200400.1	
OG0011599						WP_015200414.1	
OG0011600						WP_015200443.1	
OG0011601						WP_015200451.1	
OG0011602						WP_015200493.1	
OG0011603						WP_015200509.1	
OG0011604						WP_015200512.1	
OG0011605						WP_015200517.1	
OG0011606						WP_015200518.1	
OG0011607						WP_015200571.1	
OG0011608						WP_015200574.1	
OG0011609						WP_015200586.1	
OG0011610						WP_015200588.1	
OG0011611						WP_015200589.1	
OG0011612						WP_015200668.1	
OG0011613						WP_015200719.1	
OG0011614						WP_015200722.1	
OG0011615						WP_015200730.1	
OG0011616						WP_015200830.1	
OG0011617						WP_015200833.1	
OG0011618						WP_015200891.1	
OG0011619						WP_015201004.1	
OG0011620						WP_015201005.1	
OG0011621						WP_015201066.1	
OG0011622						WP_015201095.1	
OG0011623						WP_015201133.1	
OG0011624						WP_015201136.1	
OG0011625						WP_015201138.1	
OG0011626						WP_015201139.1	
OG0011627						WP_015201140.1	
OG0011628						WP_015201151.1	
OG0011629						WP_041738899.1	
OG0011630						WP_041738925.1	
OG0011631						WP_041739189.1	
OG0011632						WP_041739214.1	
OG0011633						WP_041739313.1	
OG0011634						WP_041739363.1	
OG0011635						WP_041739405.1	
OG0011636						WP_041739418.1	
OG0011637						WP_041739428.1	
OG0011638						WP_041739597.1	
OG0011639						WP_041739634.1	
OG0011640						WP_041739691.1	
OG0011641						WP_041739745.1	
OG0011642						WP_041739791.1	
OG0011643						WP_041739845.1	
OG0011644						WP_041739863.1	
OG0011645						WP_041739921.1	
OG0011646						WP_041739933.1	
OG0011647						WP_041739956.1	
OG0011648						WP_041740004.1	
OG0011649						WP_041740615.1	
OG0011650						WP_041740894.1	
OG0011651						WP_041740910.1	
OG0011652						WP_041741238.1	
OG0011653						WP_041741241.1	
OG0011654						WP_041741286.1	
OG0011655						WP_051036588.1	
OG0011656						WP_051036594.1	
OG0011657						WP_051036650.1	
OG0011658						WP_051036653.1	
OG0011659						WP_051036672.1	
OG0011660						WP_051036842.1	
OG0011661						WP_051036844.1	
OG0011662						WP_083866311.1	
OG0011663						WP_083866321.1	
OG0011664						WP_083866324.1	
OG0011665						WP_083866328.1	
OG0011666						WP_083866376.1	
OG0011667						WP_085953329.1	
OG0011668						WP_144050990.1	
OG0011669						WP_144050991.1	
OG0011670						WP_144050994.1	
OG0011671						WP_144051002.1	
OG0011672						WP_144051009.1	
OG0011673						WP_144051010.1	
OG0011674						WP_144051011.1	
OG0011675						WP_144051013.1	
OG0011676						WP_144051016.1	
OG0011677						WP_144051017.1	
OG0011678						WP_144051027.1	
OG0011679						WP_144051032.1	
OG0011680						WP_144051034.1	
OG0011681						WP_144051040.1	
OG0011682						WP_144051042.1	
OG0011683						WP_144051054.1	
OG0011684						WP_144051055.1	
OG0011685						WP_144051057.1	
OG0011686						WP_144051058.1	
OG0011687						WP_144051060.1	
OG0011688						WP_144051061.1	
OG0011689						WP_144051062.1	
OG0011690						WP_144051066.1	
OG0011691						WP_144051067.1	
OG0011692						WP_144051070.1	
OG0011693						WP_144051072.1	
OG0011694						WP_144051073.1	
OG0011695						WP_144051081.1	
OG0011696						WP_144051082.1	
OG0011697						WP_144051084.1	
OG0011698						WP_144051160.1	
OG0011699						WP_144051171.1	
OG0011700						WP_158333117.1	
OG0011701						WP_158333118.1	
OG0011702						WP_158333119.1	
OG0011703						WP_158333120.1	
OG0011704						WP_158333126.1	
OG0011705						WP_158333127.1	
OG0011706						WP_158333129.1	
OG0011707						WP_158333130.1	
OG0011708						WP_158333131.1	
OG0011709						WP_158333136.1	
OG0011710						WP_158333137.1	
OG0011711						WP_158333139.1	
OG0011712						WP_158333140.1	
OG0011713						WP_158333142.1	
OG0011714						WP_158333143.1	
OG0011715						WP_158333145.1	
OG0011716						WP_158333146.1	
OG0011717						WP_158333149.1	
OG0011718						WP_158333150.1	
OG0011719						WP_158333151.1	
OG0011720						WP_158333153.1	
OG0011721						WP_158333155.1	
OG0011722						WP_158333159.1	
OG0011723						WP_158333161.1	
OG0011724						WP_158333166.1	
OG0011725						WP_158333168.1	
OG0011726						WP_158333172.1	
OG0011727						WP_158333173.1	
OG0011728						WP_158333176.1	
OG0011729						WP_158333179.1	
OG0011730						WP_158333180.1	
OG0011731						WP_158333184.1	
OG0011732						WP_158333185.1	
OG0011733						WP_158333187.1	
OG0011734						WP_158333188.1	
OG0011735						WP_158333189.1	
OG0011736						WP_162471396.1	
OG0011737						WP_162471397.1	
OG0011738						WP_203225928.1	
OG0011739						WP_203225934.1	
OG0011740						WP_203225935.1	
OG0011741						WP_203225936.1	
OG0011742						WP_203225939.1	
OG0011743						WP_203225942.1	
OG0011744						WP_203225950.1	
OG0011745						WP_203225990.1	
OG0011746						WP_238993700.1	
OG0011747						WP_238993738.1	
OG0011748						WP_238993754.1	
OG0011749						WP_238993758.1	
OG0011750						WP_238993781.1	
OG0011751						WP_238993782.1	
OG0011752						WP_238993785.1	
OG0011753						WP_238993792.1	
OG0011754						WP_238993812.1	
OG0011755						WP_238993816.1	
OG0011756						WP_255348423.1	
OG0011757						WP_255348424.1	
OG0011758						WP_255348425.1	
OG0011759						WP_255348426.1	
OG0011760						WP_255348427.1	
OG0011761						WP_255348429.1	
OG0011762						WP_255348430.1	
OG0011763						WP_255348433.1	
OG0011764						WP_255348434.1	
OG0011765						WP_255348435.1	
OG0011766						WP_255348436.1	
OG0011767						WP_255348438.1	
OG0011768						WP_255348439.1	
OG0011769						WP_255348443.1	
OG0011770						WP_255348444.1	
OG0011771						WP_255348445.1	
OG0011772						WP_255348446.1	
OG0011773						WP_255348447.1	
OG0011774						WP_255348448.1	
OG0011775						WP_255348449.1	
OG0011776						WP_255348450.1	
OG0011777						WP_255348451.1	
OG0011778						WP_255348452.1	
OG0011779						WP_255348456.1	
OG0011780						WP_255348457.1	
OG0011781						WP_255348458.1	
OG0011782						WP_255348459.1	
OG0011783						WP_255348462.1	
OG0011784						WP_255348469.1	
OG0011785						WP_255348470.1	
OG0011786							WP_019494436.1
OG0011787							WP_127081191.1
OG0011788							WP_127084158.1
OG0011789							WP_186538572.1
OG0011790							WP_223970069.1
OG0011791							WP_223970073.1
OG0011792							WP_223970180.1
OG0011793							WP_223970274.1
OG0011794							WP_223970410.1
OG0011795							WP_223970472.1
OG0011796							WP_223970478.1
OG0011797							WP_223970512.1
OG0011798							WP_223970583.1
OG0011799							WP_223970691.1
OG0011800							WP_223970763.1
OG0011801							WP_223970787.1
OG0011802							WP_223970903.1
OG0011803							WP_223970979.1
OG0011804							WP_223971461.1
OG0011805							WP_223971472.1
OG0011806							WP_223971705.1
OG0011807							WP_223971720.1
OG0011808							WP_223972045.1
OG0011809							WP_223972578.1
OG0011810							WP_223972644.1
OG0011811							WP_223972692.1
OG0011812							WP_223973081.1
OG0011813							WP_223973104.1
OG0011814							WP_223973113.1
OG0011815							WP_223973119.1
OG0011816							WP_223973160.1
OG0011817							WP_223973162.1
OG0011818							WP_223973269.1
OG0011819							WP_223973334.1
OG0011820							WP_223973367.1
OG0011821							WP_223973414.1
OG0011822							WP_223973426.1
OG0011823							WP_223973442.1
OG0011824							WP_223973451.1
OG0011825							WP_223973750.1
OG0011826							WP_223973930.1
OG0011827							WP_223973951.1
OG0011828							WP_223973952.1
OG0011829							WP_223973958.1
OG0011830							WP_223974049.1
OG0011831							WP_223974067.1
OG0011832							WP_223974139.1
OG0011833							WP_223974153.1
OG0011834							WP_223974368.1
OG0011835							WP_223974382.1
OG0011836							WP_223974426.1
OG0011837							WP_223974428.1
OG0011838							WP_223974562.1
OG0011839							WP_223974582.1
OG0011840							WP_223974590.1
OG0011841							WP_223974596.1
OG0011842							WP_223974637.1
OG0011843							WP_223975271.1
OG0011844							WP_223975302.1
OG0011845							WP_223975368.1
OG0011846							WP_223975450.1
OG0011847							WP_223975466.1
OG0011848							WP_223975484.1
OG0011849							WP_223975486.1
OG0011850							WP_223975854.1
OG0011851							WP_223976113.1
OG0011852							WP_223976275.1
OG0011853							WP_223976531.1
OG0011854							WP_223976663.1
OG0011855							WP_223976728.1
OG0011856							WP_223976770.1
OG0011857							WP_223976825.1
OG0011858							WP_223976849.1
OG0011859							WP_223976879.1
OG0011860							WP_223976881.1
OG0011861							WP_223976918.1
OG0011862							WP_223977185.1
OG0011863							WP_223977294.1
OG0011864							WP_223977338.1
OG0011865							WP_223977421.1
OG0011866							WP_223977429.1
OG0011867							WP_223977442.1
OG0011868							WP_223977491.1
OG0011869							WP_223977493.1
OG0011870							WP_223977495.1
OG0011871							WP_223977526.1
OG0011872							WP_223977574.1
OG0011873							WP_223977651.1
OG0011874							WP_223977652.1
OG0011875							WP_223977654.1
OG0011876							WP_223977675.1
OG0011877							WP_223977872.1
OG0011878							WP_223977895.1
OG0011879							WP_223978013.1
OG0011880							WP_223978017.1
OG0011881							WP_223978043.1
OG0011882							WP_223978106.1
OG0011883							WP_223978107.1
OG0011884							WP_223978226.1
OG0011885							WP_223978229.1
OG0011886							WP_223978230.1
OG0011887							WP_223978252.1
OG0011888							WP_223978304.1
OG0011889							WP_223978308.1
OG0011890							WP_223978371.1
OG0011891							WP_223978810.1
OG0011892							WP_223979160.1
OG0011893							WP_223979230.1
OG0011894							WP_223979257.1
OG0011895							WP_223979261.1
OG0011896							WP_223979379.1
OG0011897							WP_223979554.1
OG0011898							WP_223979612.1
OG0011899							WP_223980110.1
OG0011900							WP_223980124.1
OG0011901							WP_223980577.1
OG0011902							WP_223980583.1
OG0011903							WP_223980615.1
OG0011904							WP_223980681.1
OG0011905							WP_223980811.1
OG0011906							WP_223980893.1
OG0011907							WP_223980896.1
OG0011908							WP_223980927.1
OG0011909							WP_223981033.1
OG0011910							WP_223981830.1
OG0011911							WP_223981833.1
OG0011912							WP_223981974.1
OG0011913							WP_223982001.1
OG0011914							WP_223982200.1
OG0011915							WP_223982810.1
OG0011916							WP_223982840.1
OG0011917							WP_223982919.1
OG0011918							WP_223982992.1
OG0011919							WP_223983229.1
OG0011920							WP_223983783.1
OG0011921							WP_223983983.1
OG0011922							WP_223984233.1
OG0011923							WP_223984353.1
OG0011924							WP_223984508.1
OG0011925							WP_223984656.1
OG0011926							WP_223984659.1
OG0011927							WP_223984728.1
OG0011928							WP_223984759.1
OG0011929							WP_223985044.1
OG0011930							WP_223985245.1
OG0011931							WP_223985316.1
OG0011932							WP_223985334.1
OG0011933							WP_223985682.1
OG0011934							WP_223985794.1
OG0011935							WP_223985895.1
OG0011936							WP_223985904.1
OG0011937							WP_223986189.1
OG0011938							WP_223986541.1
OG0011939							WP_223986594.1
OG0011940							WP_223986675.1
OG0011941							WP_223986691.1
OG0011942							WP_223986692.1
OG0011943							WP_223986731.1
OG0011944							WP_223986802.1
OG0011945							WP_223986954.1
OG0011946							WP_223986989.1
OG0011947							WP_223986991.1
OG0011948							WP_223987019.1
OG0011949							WP_223987105.1
OG0011950							WP_223987118.1
OG0011951							WP_223987152.1
OG0011952							WP_223987163.1
OG0011953							WP_223987231.1
OG0011954							WP_223987455.1
OG0011955							WP_223987529.1
OG0011956							WP_223987532.1
OG0011957							WP_223987534.1
OG0011958							WP_223987633.1
OG0011959							WP_223987975.1
OG0011960							WP_223988030.1
OG0011961							WP_223988032.1
OG0011962							WP_223988043.1
OG0011963							WP_223988047.1
OG0011964							WP_223988079.1
OG0011965							WP_223988108.1
OG0011966							WP_223988111.1
OG0011967							WP_223988147.1
OG0011968							WP_223988209.1
OG0011969							WP_223988211.1
OG0011970							WP_223988226.1
OG0011971							WP_223988731.1
OG0011972							WP_223988733.1
OG0011973							WP_223988774.1
OG0011974							WP_223989306.1
OG0011975							WP_223989337.1
OG0011976							WP_223989633.1
OG0011977							WP_223989782.1
OG0011978							WP_223989919.1
OG0011979							WP_223989997.1
OG0011980							WP_223990033.1
OG0011981							WP_223990153.1
OG0011982							WP_223990212.1
OG0011983							WP_223990375.1
OG0011984							WP_223990662.1
OG0011985							WP_223990746.1
OG0011986							WP_223990780.1
OG0011987							WP_223990870.1
OG0011988							WP_223990998.1
OG0011989							WP_223991002.1
OG0011990							WP_223991037.1
OG0011991							WP_223991117.1
OG0011992							WP_223991125.1
OG0011993							WP_223991127.1
OG0011994							WP_223991370.1
OG0011995							WP_223991374.1
OG0011996							WP_223991458.1
OG0011997							WP_223991504.1
OG0011998							WP_224173925.1
OG0011999							WP_224173927.1
OG0012000							WP_224173943.1
OG0012001							WP_224173966.1
OG0012002							WP_224173967.1
OG0012003							WP_224173970.1
OG0012004							WP_224173989.1
OG0012005							WP_224174005.1
OG0012006							WP_224174010.1
OG0012007							WP_224174028.1
OG0012008							WP_224174032.1
OG0012009							WP_224174035.1
OG0012010							WP_224174043.1
OG0012011							WP_224174047.1
OG0012012							WP_224174058.1
OG0012013							WP_224174064.1
OG0012014							WP_224174065.1
OG0012015							WP_224174066.1
OG0012016							WP_224174067.1
OG0012017							WP_224174068.1
OG0012018							WP_224174069.1
OG0012019							WP_224174071.1
OG0012020							WP_224174073.1
OG0012021							WP_224174074.1
OG0012022							WP_224174075.1
OG0012023							WP_224174076.1
OG0012024							WP_224174077.1
OG0012025							WP_224174078.1
OG0012026							WP_224174080.1
OG0012027							WP_224174081.1
OG0012028							WP_224174082.1
OG0012029							WP_224174109.1
OG0012030							WP_224174115.1
OG0012031							WP_224174121.1
OG0012032							WP_224174124.1
OG0012033							WP_224174136.1
OG0012034							WP_224174187.1
OG0012035							WP_224174190.1
OG0012036							WP_224174201.1
OG0012037							WP_224174213.1
OG0012038							WP_224174251.1
OG0012039							WP_224174263.1
OG0012040							WP_224174267.1
OG0012041							WP_224174269.1
OG0012042							WP_224174270.1
OG0012043							WP_224174271.1
OG0012044							WP_224174275.1
OG0012045							WP_224174276.1
OG0012046							WP_224174277.1
OG0012047							WP_224174283.1
OG0012048							WP_224174292.1
OG0012049							WP_224174293.1
OG0012050							WP_224174295.1
OG0012051							WP_224174296.1
OG0012052							WP_224174297.1
OG0012053							WP_224174299.1
OG0012054							WP_224174301.1
OG0012055							WP_224174303.1
OG0012056							WP_224174304.1
OG0012057							WP_224174307.1
OG0012058							WP_224174313.1
OG0012059							WP_224174316.1
OG0012060							WP_224174317.1
OG0012061							WP_224174319.1
OG0012062							WP_224174324.1
OG0012063							WP_224174332.1
OG0012064							WP_224174333.1
OG0012065							WP_224174334.1
OG0012066							WP_224174340.1
OG0012067							WP_224174342.1
OG0012068							WP_224174353.1
OG0012069							WP_224174358.1
OG0012070							WP_224174362.1
OG0012071							WP_224174364.1
OG0012072							WP_224174366.1
OG0012073							WP_224174370.1
OG0012074							WP_224174371.1
OG0012075							WP_224174372.1
OG0012076							WP_224174379.1
OG0012077							WP_224174380.1
OG0012078							WP_224174396.1
OG0012079							WP_224174397.1
OG0012080							WP_224174399.1
OG0012081							WP_224174403.1
OG0012082							WP_224174405.1
OG0012083							WP_224174406.1
OG0012084							WP_224174407.1
OG0012085							WP_224174415.1
OG0012086							WP_224174422.1
OG0012087							WP_224174426.1
OG0012088							WP_224174436.1
OG0012089							WP_224174444.1
OG0012090							WP_224174448.1
OG0012091							WP_224174449.1
OG0012092							WP_224174451.1
OG0012093							WP_224174452.1
OG0012094							WP_224174458.1
OG0012095							WP_224174459.1
OG0012096							WP_224174464.1
OG0012097							WP_224174467.1
OG0012098							WP_224174468.1
OG0012099							WP_224174469.1
OG0012100							WP_224174474.1
OG0012101							WP_224174483.1
OG0012102							WP_224174485.1
OG0012103							WP_224174491.1
OG0012104							WP_224174507.1
OG0012105							WP_224174513.1
OG0012106							WP_224174514.1
OG0012107							WP_224174516.1
OG0012108							WP_224174525.1
OG0012109							WP_224174528.1
OG0012110							WP_224174532.1
OG0012111							WP_224174535.1
OG0012112							WP_224174544.1
OG0012113							WP_224174545.1
OG0012114							WP_224174546.1
OG0012115							WP_224174550.1
OG0012116							WP_224174551.1
OG0012117							WP_224174560.1
OG0012118							WP_224174563.1
OG0012119							WP_224174565.1
OG0012120							WP_224174567.1
OG0012121							WP_224174570.1
OG0012122							WP_224174573.1
OG0012123							WP_224174578.1
OG0012124							WP_224174580.1
OG0012125							WP_224174583.1
OG0012126							WP_224174588.1
OG0012127							WP_224174593.1
OG0012128							WP_224174597.1
OG0012129							WP_224174605.1
OG0012130							WP_224174609.1
OG0012131							WP_224174671.1
OG0012132							WP_224174674.1
OG0012133							WP_224174675.1
OG0012134							WP_224174679.1
OG0012135							WP_224174710.1
OG0012136							WP_224174711.1
OG0012137							WP_224174735.1
OG0012138							WP_224174740.1
OG0012139							WP_224174770.1
OG0012140							WP_224174773.1
OG0012141							WP_224174775.1
OG0012142							WP_224174791.1
OG0012143							WP_224174823.1
OG0012144							WP_224174830.1
OG0012145							WP_224174831.1
OG0012146							WP_224174833.1
OG0012147							WP_224174837.1
OG0012148							WP_224174845.1
OG0012149							WP_224174858.1
OG0012150							WP_224174863.1
OG0012151							WP_224174864.1
OG0012152							WP_224174870.1
OG0012153							WP_224174872.1
OG0012154							WP_224174873.1
OG0012155							WP_224174890.1
OG0012156							WP_224174910.1
OG0012157							WP_224174912.1
OG0012158							WP_224174913.1
OG0012159							WP_224174914.1
OG0012160							WP_224174916.1
OG0012161							WP_224174923.1
OG0012162							WP_224174924.1
OG0012163							WP_224174925.1
OG0012164							WP_224174926.1
OG0012165							WP_224174929.1
OG0012166							WP_224174930.1
OG0012167							WP_224174931.1
OG0012168							WP_224174932.1
OG0012169							WP_224174933.1
OG0012170							WP_224174937.1
OG0012171							WP_224174939.1
OG0012172							WP_224174945.1
OG0012173							WP_224174946.1
OG0012174							WP_224174953.1
OG0012175							WP_224174954.1
OG0012176							WP_224174979.1
OG0012177							WP_224174983.1
OG0012178							WP_224174989.1
OG0012179							WP_224174993.1
OG0012180							WP_224174997.1
OG0012181							WP_224175024.1
OG0012182							WP_224175025.1
OG0012183							WP_224175036.1
OG0012184							WP_224175040.1
OG0012185							WP_224175067.1
OG0012186							WP_224175080.1
OG0012187							WP_224175084.1
OG0012188							WP_224175121.1
OG0012189							WP_224175130.1
OG0012190							WP_224175151.1
OG0012191							WP_224175171.1
OG0012192							WP_224175191.1
OG0012193							WP_224175215.1
OG0012194							WP_224175217.1
OG0012195							WP_224175222.1
OG0012196							WP_224175236.1
OG0012197							WP_224175244.1
OG0012198							WP_224175257.1
OG0012199							WP_224175286.1
OG0012200							WP_224175291.1
OG0012201							WP_224175292.1
OG0012202							WP_224175294.1
OG0012203							WP_224175296.1
OG0012204							WP_224175297.1
OG0012205							WP_224175298.1
OG0012206							WP_224175301.1
OG0012207							WP_224175305.1
OG0012208							WP_224175306.1
OG0012209							WP_224175308.1
OG0012210							WP_224175314.1
OG0012211							WP_224175316.1
OG0012212							WP_224175318.1
OG0012213							WP_224175319.1
OG0012214							WP_224175325.1
OG0012215							WP_224175339.1
OG0012216							WP_224175362.1
OG0012217							WP_224175363.1
OG0012218							WP_224175392.1
OG0012219							WP_224175396.1
OG0012220							WP_224175400.1
OG0012221							WP_224175408.1
OG0012222							WP_224175417.1
OG0012223							WP_224175418.1
OG0012224							WP_224175428.1
OG0012225							WP_224175462.1
OG0012226							WP_224175486.1
OG0012227							WP_224175489.1
OG0012228							WP_224175490.1
OG0012229							WP_224175510.1
OG0012230							WP_224175537.1
OG0012231							WP_224175545.1
OG0012232							WP_224175546.1
OG0012233							WP_224175567.1
OG0012234							WP_224175575.1
OG0012235							WP_224175597.1
OG0012236							WP_224175598.1
OG0012237							WP_224175599.1
OG0012238							WP_224175625.1
OG0012239							WP_224175642.1
OG0012240							WP_224175643.1
OG0012241							WP_224175644.1
OG0012242							WP_224175649.1
OG0012243							WP_224175668.1
OG0012244							WP_224175681.1
OG0012245							WP_224175697.1
OG0012246							WP_224175703.1
OG0012247							WP_224175704.1
OG0012248							WP_224175719.1
OG0012249							WP_224175720.1
OG0012250							WP_224175763.1
OG0012251							WP_224175776.1
OG0012252							WP_224175777.1
OG0012253							WP_224175780.1
OG0012254							WP_224175781.1
OG0012255							WP_224175812.1
OG0012256							WP_224175815.1
OG0012257							WP_224175829.1
OG0012258							WP_224175831.1
OG0012259							WP_224175836.1
OG0012260							WP_224175838.1
OG0012261							WP_224175855.1
OG0012262							WP_224175856.1
OG0012263							WP_224175857.1
OG0012264							WP_224175861.1
OG0012265							WP_224175867.1
OG0012266							WP_224175876.1
OG0012267							WP_224175880.1
OG0012268							WP_224175884.1
OG0012269							WP_224175889.1
OG0012270							WP_224175891.1
OG0012271							WP_224175899.1
OG0012272							WP_224175900.1
OG0012273							WP_224175905.1
OG0012274							WP_224175913.1
OG0012275							WP_224175921.1
OG0012276							WP_224175923.1
OG0012277							WP_224175950.1
OG0012278							WP_224175952.1
OG0012279							WP_224175953.1
OG0012280							WP_224175954.1
OG0012281							WP_224175958.1
OG0012282							WP_224175966.1
OG0012283							WP_224175969.1
OG0012284							WP_224175987.1
OG0012285							WP_224175990.1
OG0012286							WP_224175996.1
OG0012287							WP_224175997.1
OG0012288							WP_224176024.1
OG0012289							WP_224176038.1
OG0012290							WP_224176041.1
OG0012291							WP_224176059.1
OG0012292							WP_224176060.1
OG0012293							WP_224176073.1
OG0012294							WP_224176074.1
OG0012295							WP_224176075.1
OG0012296							WP_224176076.1
OG0012297							WP_224176077.1
OG0012298							WP_224176078.1
OG0012299							WP_224176079.1
OG0012300							WP_224176080.1
OG0012301							WP_224176081.1
OG0012302							WP_224176082.1
OG0012303							WP_224176084.1
OG0012304							WP_224176085.1
OG0012305							WP_224176086.1
OG0012306							WP_224176087.1
OG0012307							WP_224176088.1
OG0012308							WP_224176092.1
OG0012309							WP_224176093.1
OG0012310							WP_224176096.1
OG0012311							WP_224176098.1
OG0012312							WP_224176103.1
OG0012313							WP_224176106.1
OG0012314							WP_224176107.1
OG0012315							WP_224176108.1
OG0012316							WP_224176109.1
OG0012317							WP_224176110.1
OG0012318							WP_224176111.1
OG0012319							WP_224176112.1
OG0012320							WP_224176113.1
OG0012321							WP_224176114.1
OG0012322							WP_224176115.1
OG0012323							WP_224176116.1
OG0012324							WP_224176117.1
OG0012325							WP_224176118.1
OG0012326							WP_224176119.1
OG0012327							WP_224176120.1
OG0012328							WP_224176121.1
OG0012329							WP_224176122.1
OG0012330							WP_224176123.1
OG0012331							WP_224176124.1
OG0012332							WP_224176125.1
OG0012333							WP_224176126.1
OG0012334							WP_224176127.1
OG0012335							WP_224176128.1
OG0012336							WP_224176129.1
OG0012337							WP_224176130.1
OG0012338							WP_224176134.1
OG0012339							WP_224176135.1
OG0012340							WP_224176136.1
OG0012341							WP_224176138.1
OG0012342							WP_224176139.1
OG0012343							WP_224176142.1
OG0012344							WP_224176143.1
OG0012345							WP_224176144.1
OG0012346							WP_224176149.1
OG0012347							WP_224176153.1
OG0012348							WP_224176154.1
OG0012349							WP_224176155.1
OG0012350							WP_224176156.1
OG0012351							WP_224176157.1
OG0012352							WP_224176158.1
OG0012353							WP_224176159.1
OG0012354							WP_224176160.1
OG0012355							WP_224176161.1
OG0012356							WP_224176162.1
OG0012357							WP_224176164.1
OG0012358							WP_224176165.1
OG0012359							WP_224176167.1
OG0012360							WP_224176168.1
OG0012361							WP_224176169.1
OG0012362							WP_224176170.1
OG0012363							WP_224176172.1
OG0012364							WP_224176173.1
OG0012365							WP_224176174.1
OG0012366							WP_224176184.1
OG0012367							WP_224176190.1
OG0012368							WP_224176212.1
OG0012369							WP_224176226.1
OG0012370							WP_224176253.1
OG0012371							WP_224176262.1
OG0012372							WP_224176275.1
OG0012373							WP_224176286.1
OG0012374							WP_224176289.1
OG0012375							WP_224176297.1
OG0012376							WP_224176300.1
OG0012377							WP_224176309.1
OG0012378							WP_224176310.1
OG0012379							WP_224176314.1
OG0012380							WP_224176320.1
OG0012381							WP_224176349.1
OG0012382							WP_224176359.1
OG0012383							WP_224176404.1
OG0012384							WP_224176455.1
OG0012385							WP_224176465.1
OG0012386							WP_224176468.1
OG0012387							WP_224176470.1
OG0012388							WP_224176474.1
OG0012389							WP_224176481.1
OG0012390							WP_224176482.1
OG0012391							WP_224176491.1
OG0012392							WP_224176492.1
OG0012393							WP_224176520.1
OG0012394							WP_224176527.1
OG0012395							WP_224176532.1
OG0012396							WP_224176540.1
OG0012397							WP_224176562.1
OG0012398							WP_224176566.1
OG0012399							WP_224176568.1
OG0012400							WP_224176572.1
OG0012401							WP_224176577.1
OG0012402							WP_224176578.1
OG0012403							WP_224176597.1
OG0012404							WP_224176598.1
